1,214.5801,66949,113.5,265,113.72,107.1471,37.9796,312
2,214.6667,66976,113.225,267,113.72,107.1703,38.0215,312
3,214.3861,67746,112.3625,270,112.49,106.9735,38.4339,316
4,213.0789,72873,114.65,256,114.67,107.4351,37.7107,342
5,212.287,68781,112.9125,262,113.84,107.0858,38.0876,324
6,212.8307,67893,112.7625,259,113.1,106.6151,37.3785,319
7,212.673,66992,113.85,247,113.99,107.2431,37.8174,315
8,210.75,69126,113.8,252,113.42,108.1115,37.611,328
9,209.9877,68036,111.95,250,112.54,106.6782,38.3297,324
10,211.1477,68623,114.45,257,114.19,108.0242,37.5071,325
11,209.1703,67562,113.475,253,114.07,108.1002,38.1605,323
12,210.0321,65530,114.6375,267,115.15,107.141,38.5964,312
13,210.097,69332,112.925,252,113.5,107.9914,37.812,330
14,213.4237,68509,113.7625,254,114,107.7909,38.08,321
15,209.9811,66564,114.1125,266,114.14,107.6994,38.0895,317
16,212.3492,66890,114.0125,244,114.51,107.4907,38.816,315
17,209.7201,71934,112.95,251,113.43,108.1853,38.6643,343
18,211.6677,66887,113.6,259,113.65,108.4376,38.4214,316
19,210.7108,68481,112.975,266,112.84,108.3759,38.3387,325
20,211.2082,66953,113.05,257,113.22,108.2626,38.2859,317
21,209.7103,67317,113.5625,264,113.5,107.5938,37.9913,321
22,208.9628,67495,112.3125,251,113,108.2706,38.4945,323
23,207.9337,72153,112.9125,253,113.79,108.0329,38.0889,347
24,208.2006,65375,113.5875,246,113.79,108.6221,38.5137,314
25,209.2839,66343,112.825,250,112.72,108.251,38.0232,317
26,209.4079,69314,114.675,264,114.68,109.1105,38.3179,331
27,208.1365,65563,113.2625,255,113.91,108.2818,37.8115,315
28,208.3892,69602,113.2,248,113.23,108.3579,38.1224,334
29,209.1196,68173,115.1125,270,114.21,108.1496,37.3471,326
30,206.8872,67859,113.1375,245,113.7,108.6841,38.0756,328
31,206.578,71476,113.475,249,114.39,108.3392,38.2288,346
32,208.4715,65877,112.6,251,113.16,107.9806,37.9167,316
33,206.3696,66451,112.25,250,113.06,107.7947,37.2836,322
34,208.6981,66366,113.2125,252,113.28,108.6107,38.5418,318
35,206.8544,65366,114.575,252,114.63,107.6849,37.0919,316
36,208.3206,65621,114.4625,254,114.42,108.6934,37.0168,315
37,203.6871,69661,112.425,256,113.39,108.4869,37.103,342
38,204.7018,67961,113.2125,246,113.03,107.4907,37.4989,332
39,205.7604,64403,113.2375,266,113.38,107.644,38.2956,313
40,205.1415,66671,114.9125,254,115.21,109.6274,37.1271,325
41,206.5287,64850,114.6625,249,114.81,108.4986,37.7954,314
42,203.5201,70825,113.2875,238,113.24,108.687,37.5018,348
43,205.8611,66699,114.7125,247,113.97,108.2566,38.2436,324
44,205.6994,65001,113.375,243,113.5,109.2982,37.741,316
45,207.2756,64670,113.675,262,113.85,107.8217,38.3861,312
46,205.2834,64459,113.9125,243,114.43,109.3394,37.3927,314
47,202.8145,69971,113.4375,236,113.79,108.7931,37.8796,345
48,205.3363,68377,113.1625,256,113.41,108.025,37.3699,333
49,202.5987,64629,113.925,232,113.16,107.9811,36.9045,319
50,204.125,68586,112.6,249,113.1,108.2559,37.5914,336
51,204.5079,64420,112.75,239,113.15,108.9166,37.261,315
52,202.9238,63921,114.525,239,114.54,108.5822,38.9129,315
53,203.0547,66805,113.2875,244,112.62,108.2814,37.4897,329
54,202.1411,65898,112.95,238,113.63,108.3478,36.678,326
55,201.6854,64741,114.2125,238,114.77,108.2611,37.7065,321
56,201.7619,63555,112.4125,239,112.57,108.8779,38.1917,315
57,202.7245,65480,113.7125,248,113.98,108.7108,37.3132,323
58,201.6585,65539,112.7,240,113.11,107.6623,37.1621,325
59,202.8235,65512,113.3875,239,114.27,108.4935,37.243,323
60,202.5741,65634,112.35,236,112.7,107.9655,37.7989,324
61,202.5194,72907,113.225,237,113.63,108.4116,37.5065,360
62,203.0444,63959,111.45,248,112.57,109.2548,37.6073,315
63,203.4873,64302,114.1,245,114.44,108.9249,37.2155,316
64,203.9553,63838,113.0875,238,113,107.5675,37.5279,313
65,204.0867,70614,114.1875,249,113.57,108.3043,37.0797,346
66,204.3199,65791,113.925,249,114.25,109.1723,37.3839,322
67,203.64,66183,114.325,256,114.52,108.7839,37.1779,325
68,204.2515,66586,114.6,252,114.89,109.715,37.2695,326
69,202.8269,63282,112.6,243,113.41,108.2204,37.9664,312
70,202.7233,64466,113.5875,238,114.13,108.6171,36.8482,318
71,204.7788,67577,114.15,241,113.96,108.8876,37.0523,330
72,204.8603,64531,114.4375,240,114.41,108.0935,36.9898,315
73,206.3067,64574,113.75,248,114.16,107.9635,37.1859,313
74,205.7595,70164,113.7375,262,114.02,107.6907,37.7038,341
75,206.9259,67044,113.2375,250,113.68,108.2806,37.3164,324
