0.21932,0.27582,0.51256,-0.022687,0.061434,0.020363,0.055423,0.2124,0.19897,0.11828,0.06364,0.078385,0.017108,0.089859,0.059206
0.20362,0.2776,0.47086,-0.013174,0.044854,0.024732,0.048376,0.20023,0.18482,0.11394,0.05661,0.082509,0.035204,0.097532,0.049379
0.18863,0.27861,0.4856,-0.013644,0.045696,0.028853,0.044494,0.17858,0.1845,0.11394,0.055134,0.086613,0.075298,0.099389,0.046655
0.17459,0.26945,0.48018,-0.012266,0.056566,0.027252,0.04304,0.19154,0.17442,0.10978,0.055434,0.087467,0.10993,0.097113,0.046849
0.16381,0.26574,0.46764,-0.013857,0.062194,0.031209,0.043459,0.18873,0.17065,0.10609,0.055279,0.088783,0.15243,0.086929,0.046318
0.15275,0.26534,0.46625,-0.013063,0.068071,0.029618,0.038999,0.18924,0.16459,0.10405,0.054145,0.093407,0.1869,0.085314,0.045153
0.13957,0.26459,0.4721,-0.013284,0.077137,0.030865,0.033331,0.19352,0.16112,0.10295,0.05532,0.096526,0.22129,0.074896,0.044482
0.13374,0.26332,0.47053,-0.012587,0.080253,0.027924,0.032497,0.20087,0.15814,0.10153,0.056115,0.099257,0.25057,0.069476,0.045738
0.12669,0.26026,0.4568,-0.010836,0.079832,0.024933,0.031401,0.21681,0.15366,0.099211,0.055284,0.10085,0.27034,0.064091,0.044146
0.12017,0.25821,0.45567,-0.0096432,0.085252,0.022173,0.030798,0.22797,0.15021,0.096057,0.05571,0.10216,0.29088,0.060769,0.043423
0.11573,0.25678,0.45751,-0.009081,0.082039,0.019121,0.028505,0.22987,0.14289,0.096605,0.054867,0.10446,0.30932,0.056238,0.042073
0.10882,0.25845,0.45489,-0.0091661,0.077831,0.017537,0.028509,0.23075,0.14708,0.097071,0.055255,0.11043,0.31898,0.052186,0.042224
0.10337,0.25775,0.46157,-0.0056067,0.073224,0.014434,0.026886,0.23223,0.14335,0.095427,0.054325,0.11132,0.31598,0.0506,0.038475
0.097353,0.25623,0.45721,-0.0035546,0.071948,0.010931,0.022197,0.23242,0.1421,0.094765,0.055228,0.11177,0.30894,0.051281,0.038487
0.09064,0.25154,0.45565,-0.0033816,0.067458,0.0089277,0.022334,0.23172,0.14324,0.093703,0.055764,0.10861,0.2977,0.050672,0.036524
0.083412,0.24878,0.44372,-0.002249,0.070301,0.0054304,0.023596,0.2259,0.14054,0.095103,0.053631,0.10543,0.28394,0.059988,0.037152
0.076249,0.24602,0.44178,-0.00098563,0.069979,0.0081175,0.022998,0.21247,0.13947,0.096525,0.051991,0.10536,0.26792,0.066699,0.032691
0.075466,0.2447,0.45866,-0.0011481,0.076365,0.0079405,0.026324,0.19836,0.13795,0.098973,0.052364,0.10165,0.25007,0.064255,0.031838
0.074276,0.24471,0.45412,-0.00011193,0.076815,0.0031224,0.025958,0.19309,0.14021,0.10271,0.051542,0.096437,0.22978,0.063881,0.034288
0.073924,0.24513,0.45009,-0.00019538,0.084009,0.0010344,0.025905,0.18667,0.14601,0.10455,0.050083,0.090117,0.20957,0.063926,0.031595
0.083662,0.24343,0.44227,0.0016506,0.092106,0.002077,0.026446,0.18378,0.14587,0.10668,0.048695,0.082912,0.18806,0.065084,0.028737
0.087331,0.24527,0.44303,0.002644,0.10413,0.0026818,0.029201,0.1782,0.15427,0.10963,0.047526,0.07633,0.17254,0.066789,0.031481
0.096252,0.24418,0.44865,0.0028984,0.11249,-0.0016486,0.032049,0.17961,0.16109,0.11629,0.047397,0.073128,0.15768,0.067444,0.031246
0.10386,0.24393,0.44638,0.0046734,0.11473,-0.0019545,0.032345,0.17571,0.16529,0.11956,0.046773,0.072496,0.14328,0.067648,0.031211
0.1182,0.2413,0.45064,0.0057532,0.11518,-0.0014718,0.033642,0.16901,0.17552,0.12128,0.04698,0.068862,0.12946,0.061483,0.028841
0.12634,0.24055,0.4479,0.004124,0.11866,-0.0053773,0.035301,0.17007,0.17931,0.12284,0.046032,0.064397,0.11687,0.052318,0.031024
0.12849,0.2412,0.42578,0.0053098,0.11516,-0.0046164,0.029147,0.16571,0.18522,0.12502,0.044482,0.066751,0.1077,0.050412,0.029472
0.13613,0.23923,0.4195,0.0043875,0.11335,-0.0018473,0.030149,0.16052,0.18905,0.12799,0.044318,0.067032,0.10084,0.055339,0.02875
0.14442,0.23838,0.41311,0.0054679,0.11007,-0.0057343,0.031344,0.15859,0.19149,0.12941,0.043526,0.068038,0.090462,0.061766,0.028578
0.14005,0.23687,0.41544,0.0060692,0.10259,-0.0063076,0.025234,0.15226,0.19258,0.13216,0.043059,0.067736,0.082417,0.061812,0.026673
0.1394,0.23356,0.40832,0.006656,0.094047,-0.0061437,0.02118,0.15329,0.18976,0.13381,0.043103,0.067473,0.072244,0.059185,0.024619
0.13324,0.23103,0.40534,0.007637,0.088432,-0.0030764,0.018779,0.1512,0.18745,0.13303,0.041043,0.071229,0.062209,0.065543,0.020275
0.12947,0.23244,0.38739,0.0098631,0.089095,0.00044089,0.017439,0.1569,0.18399,0.13199,0.038888,0.067589,0.051095,0.061829,0.020343
0.12096,0.23181,0.38646,0.012314,0.085972,-0.0008203,0.017744,0.16773,0.1793,0.13235,0.038206,0.067773,0.045976,0.064112,0.020908
0.11381,0.22963,0.38137,0.015691,0.078149,0.00019796,0.016988,0.18373,0.17734,0.13071,0.037444,0.06845,0.042479,0.0674,0.020183
0.10937,0.22702,0.38731,0.018606,0.076249,-0.0028739,0.020995,0.19271,0.17333,0.13027,0.039479,0.06684,0.035816,0.071045,0.020687
0.096672,0.2262,0.39104,0.023702,0.075899,-0.0024237,0.020688,0.19861,0.16369,0.12537,0.039207,0.065661,0.028166,0.069855,0.017394
0.08056,0.22452,0.38635,0.027852,0.073353,0.00043547,0.022692,0.20725,0.16033,0.12206,0.041026,0.063471,0.024977,0.064017,0.017737
