0.28435,0.095748,-0.037004,0.063902,0.25029,0.085095,0.037105,0.24516,0.37271,0.16529,0.054555,0.37915,0.2248
0.26938,0.08477,-0.025819,0.062782,0.25383,0.11104,0.045389,0.17791,0.42109,0.11448,0.036244,0.39187,0.24304
0.23998,0.10129,-0.02385,0.063037,0.24792,0.10636,0.010767,0.18693,0.41411,0.11455,0.036865,0.39144,0.23891
0.23911,0.11443,-0.012153,0.063328,0.24224,0.091537,-0.0016279,0.16889,0.41154,0.11305,0.036758,0.38923,0.24037
0.25645,0.11358,-0.014931,0.061546,0.2291,0.067317,0.010648,0.16619,0.39906,0.10574,0.049789,0.38959,0.23392
0.26541,0.11473,-0.018912,0.057474,0.22156,0.059532,0.0045219,0.1606,0.39827,0.10106,0.048656,0.3944,0.23117
0.28155,0.12871,-0.024477,0.058028,0.21217,0.039197,0.0096879,0.14838,0.39118,0.098528,0.05848,0.39598,0.2201
0.29036,0.13742,-0.019336,0.057542,0.20046,0.022219,0.0026454,0.14493,0.3769,0.10504,0.040554,0.39431,0.21577
0.30933,0.14959,-0.017467,0.056593,0.19454,-0.0048992,-0.010359,0.12784,0.37496,0.10624,0.042804,0.3968,0.21162
0.30997,0.14984,-0.024493,0.052596,0.19042,-0.008424,-0.0053529,0.12753,0.3717,0.095207,0.048042,0.40439,0.20591
0.32136,0.15569,-0.01775,0.051186,0.17865,-0.016182,-0.0056755,0.13759,0.36881,0.09156,0.063037,0.40573,0.20028
0.32654,0.16063,-0.021862,0.049834,0.17229,-0.028843,0.0038372,0.13349,0.36513,0.090454,0.070205,0.40604,0.19358
0.3065,0.17512,-0.014785,0.049672,0.17147,-0.033662,-0.0035073,0.12438,0.37313,0.090066,0.06546,0.40469,0.19289
0.29099,0.17772,-0.007221,0.043317,0.17283,-0.031881,-0.0032402,0.12965,0.37128,0.093037,0.055862,0.40202,0.19243
0.2768,0.18464,-0.00038668,0.04255,0.17176,-0.039355,-0.002099,0.12268,0.37515,0.086658,0.063694,0.39825,0.19651
0.24474,0.18083,0.006514,0.039859,0.17318,-0.039467,0.0033523,0.10655,0.38288,0.0831,0.067518,0.39358,0.20284
0.22196,0.17361,0.011534,0.038686,0.18334,-0.040437,-0.0041357,0.10677,0.38647,0.074969,0.082731,0.3917,0.20965
0.18325,0.16412,0.020691,0.037581,0.19424,-0.043436,0.02249,0.11372,0.39027,0.073298,0.090924,0.39082,0.21704
0.17822,0.15597,0.030973,0.034484,0.2043,-0.050168,0.034166,0.12054,0.38844,0.076332,0.093657,0.3817,0.22553
0.16355,0.14937,0.022648,0.035834,0.22302,-0.048613,0.030845,0.11551,0.38974,0.078309,0.095102,0.37922,0.2289
0.13975,0.14298,0.025809,0.036265,0.24343,-0.055518,0.029092,0.1341,0.38632,0.071933,0.1001,0.36838,0.23768
0.14148,0.13535,0.027544,0.036429,0.25997,-0.062269,0.021903,0.13191,0.38439,0.074958,0.1119,0.36599,0.24354
0.1546,0.12567,0.023901,0.039806,0.27754,-0.05872,0.01026,0.12308,0.3895,0.06976,0.11691,0.36189,0.24726
0.16613,0.12216,0.02753,0.042091,0.29904,-0.069329,0.012633,0.11773,0.39538,0.06915,0.10854,0.35732,0.24521
0.19523,0.11211,0.027574,0.043879,0.32198,-0.086104,-0.0047776,0.13673,0.40124,0.068805,0.12245,0.35492,0.24789
0.20912,0.10994,0.02115,0.042828,0.34453,-0.097747,0.002717,0.14619,0.40965,0.071042,0.13334,0.34856,0.24995
0.25331,0.10732,0.017394,0.043003,0.36445,-0.096419,-0.003202,0.12421,0.41914,0.068101,0.13404,0.33792,0.24869
