0.78162,0.75666,0.92281,0.42231,0.25554,0.32497,0.78959,0.75635,0.12338,0.0042799,0.43016,0.9205,0.45487
0.84433,0.77465,0.94512,0.41192,0.25265,0.32785,0.76077,0.6591,0.14364,0.0021587,0.4046,0.89442,0.43314
0.86693,0.79228,0.96533,0.41441,0.22695,0.3294,0.74601,0.59474,0.14486,0.002444,0.41159,0.90418,0.43958
0.84221,0.80846,0.96857,0.42409,0.22341,0.32602,0.73451,0.61204,0.14501,-0.00053607,0.39317,0.91027,0.44928
0.83631,0.81997,0.96214,0.43204,0.22044,0.32846,0.73098,0.59683,0.14832,0.0036581,0.3815,0.91749,0.43786
0.83167,0.83083,0.96293,0.43685,0.22118,0.32958,0.72873,0.58774,0.14277,0.0053053,0.37286,0.91847,0.43336
0.83095,0.83819,0.96094,0.44179,0.22232,0.33499,0.72757,0.58771,0.14851,0.0059987,0.36243,0.92412,0.43096
0.82141,0.84184,0.95704,0.44933,0.21832,0.32559,0.73211,0.56989,0.13944,0.0060526,0.36243,0.93168,0.42526
0.81561,0.84167,0.94685,0.4559,0.22271,0.31592,0.73216,0.57162,0.13426,0.0048289,0.35783,0.93011,0.41233
0.80601,0.84175,0.93372,0.46534,0.21682,0.3097,0.73629,0.59299,0.1282,0.0097153,0.34788,0.94342,0.40238
0.8184,0.83522,0.91974,0.47314,0.2286,0.31214,0.74194,0.59684,0.11034,0.017731,0.34645,0.94397,0.39438
0.81933,0.82715,0.9034,0.48287,0.21962,0.30892,0.74544,0.5932,0.11633,0.020868,0.34315,0.9377,0.39172
0.83214,0.81405,0.88727,0.48976,0.21611,0.30986,0.74715,0.58467,0.12078,0.025001,0.34765,0.93281,0.38914
0.84573,0.80193,0.86847,0.49119,0.21661,0.30655,0.75419,0.60027,0.10655,0.029007,0.34397,0.92905,0.39564
0.85919,0.78973,0.85248,0.49447,0.2105,0.30462,0.75939,0.58527,0.11671,0.031908,0.33957,0.92226,0.39631
0.86977,0.77749,0.83941,0.49732,0.21278,0.29629,0.75965,0.58588,0.10671,0.041453,0.33329,0.91083,0.39258
0.84725,0.76316,0.82223,0.49736,0.2182,0.30022,0.76372,0.61156,0.11624,0.052433,0.33277,0.90571,0.39576
0.84398,0.74818,0.80864,0.49484,0.21919,0.30027,0.76625,0.60929,0.11911,0.061135,0.31764,0.90231,0.40748
0.82838,0.73624,0.79655,0.48604,0.22092,0.31089,0.76156,0.61797,0.11902,0.068507,0.3217,0.88934,0.40718
0.80977,0.72841,0.78801,0.48065,0.21412,0.30675,0.7589,0.62433,0.12795,0.074924,0.32406,0.88362,0.40192
0.79859,0.7229,0.78131,0.47422,0.21834,0.31431,0.7513,0.60964,0.11798,0.083342,0.31753,0.88731,0.40249
0.77211,0.71938,0.77436,0.47311,0.22168,0.30949,0.73723,0.61137,0.11795,0.088957,0.30418,0.88447,0.40184
0.7526,0.71375,0.76638,0.47568,0.23463,0.3162,0.72455,0.57742,0.13347,0.090293,0.30708,0.88702,0.39717
0.73475,0.7111,0.75339,0.48136,0.23442,0.31069,0.70343,0.56385,0.12194,0.092293,0.30122,0.88957,0.39729
0.7034,0.71351,0.73535,0.49125,0.23045,0.31768,0.68458,0.54701,0.12404,0.090235,0.29168,0.8997,0.40088
0.69062,0.71247,0.72119,0.50864,0.24163,0.31827,0.66097,0.52045,0.12346,0.087203,0.29547,0.89664,0.3924
0.67314,0.71509,0.70319,0.53374,0.24831,0.33392,0.64249,0.50155,0.11964,0.082688,0.29903,0.89792,0.38419
0.65957,0.71603,0.68669,0.55869,0.25751,0.33491,0.62467,0.45963,0.12669,0.078089,0.29094,0.90053,0.38256
0.64029,0.71763,0.6668,0.5798,0.26699,0.34088,0.60447,0.4337,0.1288,0.07414,0.27691,0.89503,0.37511
0.61979,0.72188,0.64586,0.6047,0.27731,0.33831,0.58706,0.44781,0.13835,0.062125,0.27135,0.88709,0.36628
0.59939,0.7244,0.62676,0.62984,0.28083,0.34748,0.57391,0.43868,0.13672,0.057311,0.26826,0.88148,0.36904
0.58224,0.72825,0.60832,0.65671,0.28321,0.34525,0.55464,0.42671,0.13116,0.053606,0.26477,0.87733,0.36411
0.55567,0.73194,0.59294,0.68164,0.29083,0.34626,0.53613,0.4377,0.13755,0.049586,0.25939,0.86776,0.35491
0.56369,0.73264,0.57776,0.70671,0.30153,0.34068,0.52337,0.45639,0.14187,0.046405,0.25827,0.85562,0.3508
0.57347,0.73765,0.5623,0.72979,0.30401,0.33597,0.50872,0.45504,0.13656,0.040598,0.23681,0.84613,0.36483
0.58085,0.7407,0.55085,0.74925,0.30455,0.32559,0.48554,0.45849,0.14674,0.037519,0.2376,0.83183,0.37379
0.58748,0.74199,0.53992,0.76632,0.30225,0.32689,0.47034,0.47169,0.14669,0.035986,0.23467,0.81607,0.38052
0.60357,0.73945,0.52765,0.78609,0.30353,0.33192,0.45225,0.45397,0.15648,0.031255,0.23197,0.80555,0.39221
0.63578,0.73406,0.52038,0.8026,0.30799,0.34438,0.44036,0.42454,0.15655,0.032999,0.23312,0.79814,0.40493
0.66629,0.73029,0.51468,0.81698,0.31347,0.33599,0.42833,0.42544,0.15099,0.031781,0.23629,0.78346,0.41334
0.71059,0.72232,0.50956,0.83495,0.31211,0.34019,0.41319,0.46585,0.15241,0.029951,0.231,0.76628,0.41304
0.75655,0.71806,0.50706,0.85335,0.31674,0.36095,0.40262,0.44942,0.1474,0.028258,0.23087,0.75089,0.41756
0.78378,0.71548,0.50602,0.86905,0.31009,0.36753,0.38839,0.42329,0.15708,0.025622,0.23275,0.73318,0.42503
0.79744,0.71367,0.50664,0.88194,0.30558,0.37617,0.37556,0.41038,0.15012,0.020288,0.23752,0.71419,0.42082
0.81473,0.71348,0.50767,0.89511,0.32597,0.36905,0.37214,0.42642,0.13581,0.02047,0.2244,0.68581,0.42099
0.80716,0.71627,0.50994,0.91336,0.34099,0.37001,0.35858,0.41238,0.13516,0.019753,0.21898,0.66948,0.42913
0.81167,0.72224,0.51147,0.93117,0.3527,0.37875,0.34988,0.43289,0.12202,0.021884,0.22115,0.65657,0.43776
0.79875,0.73007,0.51351,0.94761,0.36676,0.37096,0.33815,0.45527,0.12951,0.021499,0.21293,0.64041,0.44527
0.77965,0.73821,0.51412,0.96036,0.38773,0.38023,0.32631,0.45726,0.14256,0.020481,0.20834,0.62355,0.45023
0.76144,0.75219,0.51407,0.96524,0.4003,0.38103,0.32079,0.42811,0.12304,0.015332,0.19384,0.60334,0.46923
0.74134,0.7635,0.51281,0.96523,0.40363,0.37529,0.3131,0.41797,0.14287,0.012647,0.18609,0.59,0.49451
0.69429,0.77605,0.51301,0.96252,0.4166,0.38625,0.30253,0.41863,0.1409,0.0095997,0.17451,0.56905,0.51503
0.68029,0.79035,0.51144,0.95809,0.41928,0.39364,0.29256,0.41309,0.15278,0.01505,0.16755,0.55302,0.53615
0.66246,0.8071,0.50768,0.95313,0.40055,0.41292,0.28358,0.39313,0.14993,0.01494,0.16904,0.54415,0.54847
0.67194,0.82057,0.50207,0.94594,0.3951,0.42717,0.27622,0.398,0.15123,0.01429,0.16832,0.52271,0.55728
0.67966,0.83703,0.50165,0.93734,0.39341,0.42218,0.26996,0.40195,0.15666,0.010612,0.16593,0.49262,0.55916
0.68495,0.84933,0.50246,0.92643,0.38929,0.42907,0.25942,0.37458,0.14473,0.010764,0.17131,0.46733,0.55562
0.69256,0.86241,0.50496,0.92073,0.37879,0.43661,0.2522,0.35394,0.13857,0.01058,0.1718,0.43842,0.5602
0.66927,0.86856,0.50979,0.91439,0.38069,0.44263,0.24469,0.34399,0.15453,0.011188,0.17049,0.41015,0.56049
0.68282,0.87129,0.51463,0.90871,0.39432,0.44085,0.23905,0.33203,0.14349,0.014254,0.16725,0.3907,0.54841
0.7194,0.87042,0.51888,0.90512,0.39228,0.43417,0.22918,0.32675,0.13739,0.016324,0.17111,0.38467,0.54148
0.75093,0.86622,0.52312,0.89855,0.39147,0.44082,0.22653,0.32474,0.12466,0.01502,0.17994,0.37609,0.53576
0.75818,0.8561,0.52976,0.88693,0.40031,0.43182,0.22275,0.32673,0.12882,0.015631,0.17848,0.3694,0.54329
0.76549,0.84326,0.53495,0.87294,0.40273,0.41732,0.22489,0.30336,0.12079,0.015579,0.17503,0.36753,0.54267
0.76579,0.82607,0.53721,0.85335,0.40835,0.40868,0.2224,0.27414,0.13108,0.015613,0.174,0.37471,0.55356
0.76929,0.81294,0.53494,0.83182,0.39464,0.39754,0.22416,0.27096,0.13482,0.015515,0.17218,0.3782,0.57261
0.7685,0.80454,0.531,0.80233,0.38243,0.38955,0.21879,0.2633,0.13456,0.014983,0.16726,0.39486,0.58204
0.78324,0.80133,0.52644,0.77269,0.36911,0.37414,0.21736,0.27389,0.1372,0.019637,0.18336,0.41864,0.59917
0.78384,0.80207,0.52052,0.74021,0.35481,0.37065,0.21372,0.29512,0.13733,0.0225,0.19235,0.43351,0.61455
0.77194,0.80852,0.51396,0.7049,0.35446,0.36328,0.21258,0.27084,0.13511,0.025329,0.19766,0.44622,0.61958
0.74253,0.82053,0.50413,0.67005,0.35351,0.35504,0.20511,0.2874,0.15065,0.023594,0.20331,0.46162,0.62667
0.7327,0.83541,0.49322,0.63817,0.35588,0.34837,0.19721,0.29554,0.15742,0.021297,0.2136,0.47813,0.62745
0.71497,0.85581,0.4827,0.6085,0.35151,0.34821,0.18215,0.32311,0.17407,0.021961,0.2216,0.49849,0.62956
0.68112,0.87791,0.4738,0.581,0.34766,0.3545,0.17273,0.32804,0.175,0.021997,0.2182,0.51566,0.63233
0.65725,0.89832,0.46465,0.55855,0.36414,0.35571,0.15677,0.32753,0.18393,0.021551,0.21497,0.53818,0.62688
0.64126,0.9157,0.4555,0.54364,0.3744,0.34313,0.14555,0.33659,0.19918,0.021467,0.21681,0.55831,0.62643
0.63221,0.92992,0.44727,0.53123,0.38866,0.33902,0.13163,0.34015,0.20654,0.017829,0.20689,0.56684,0.62507
0.60639,0.93699,0.43898,0.52816,0.40183,0.33158,0.12001,0.34283,0.21621,0.014609,0.21312,0.57672,0.62923
0.58864,0.93909,0.4301,0.52135,0.39884,0.32277,0.11524,0.35181,0.23269,0.011117,0.21192,0.57814,0.63138
0.5826,0.93824,0.42261,0.51497,0.40519,0.30292,0.10626,0.33909,0.2375,0.012486,0.19411,0.58096,0.6315
0.5657,0.93841,0.41475,0.51135,0.41658,0.29049,0.1,0.32474,0.25578,0.012302,0.19623,0.58223,0.63448
0.55199,0.93614,0.40763,0.51081,0.43045,0.2783,0.098189,0.30876,0.25367,0.011502,0.18906,0.582,0.63356
0.55778,0.93792,0.3996,0.51262,0.43366,0.26352,0.092165,0.30925,0.25269,0.011845,0.194,0.57345,0.63043
0.55675,0.94016,0.38955,0.51515,0.43009,0.2539,0.092837,0.30235,0.25753,0.010285,0.19563,0.56669,0.62015
0.55131,0.9444,0.3787,0.51925,0.43527,0.23902,0.096232,0.30706,0.25963,0.0058186,0.19177,0.55215,0.61391
0.52648,0.94671,0.36847,0.52552,0.43549,0.22755,0.098692,0.28221,0.24973,0.0062081,0.19354,0.54746,0.60265
0.50758,0.9507,0.35608,0.52468,0.42858,0.224,0.10019,0.25722,0.24191,0.0068202,0.18344,0.53866,0.5905
0.49747,0.95414,0.34322,0.53215,0.435,0.22264,0.09841,0.26426,0.23118,0.0076979,0.18883,0.5379,0.57926
0.47302,0.95671,0.32848,0.53897,0.43228,0.22016,0.10033,0.23851,0.22744,0.0060055,0.19725,0.54246,0.57322
0.47715,0.95757,0.31279,0.54294,0.43031,0.23135,0.09837,0.22877,0.219,0.0072167,0.18468,0.54975,0.55831
0.4609,0.95248,0.30059,0.54152,0.42517,0.23577,0.093139,0.22479,0.22291,0.0079224,0.1785,0.55217,0.5488
0.44133,0.94207,0.28855,0.53885,0.42491,0.24186,0.088589,0.20376,0.22235,0.0075415,0.16848,0.56277,0.53697
0.4184,0.93007,0.28043,0.53255,0.43657,0.23892,0.088752,0.19732,0.21722,0.0080234,0.1705,0.56344,0.53282
0.40412,0.9131,0.27801,0.51985,0.43796,0.24783,0.085028,0.19566,0.20724,0.0085179,0.17849,0.56996,0.52117
0.39695,0.89475,0.27898,0.50369,0.43596,0.25701,0.083415,0.20635,0.20359,0.0067893,0.18392,0.58352,0.50966
0.38567,0.87402,0.28579,0.48525,0.43712,0.25695,0.075865,0.20815,0.20338,0.0046345,0.18737,0.59359,0.4967
0.3706,0.85192,0.29525,0.46678,0.43252,0.26501,0.073877,0.20088,0.20959,0.0049646,0.18534,0.60548,0.48948
0.36707,0.82834,0.30915,0.45119,0.43779,0.28613,0.069118,0.23638,0.20177,0.0073374,0.18745,0.60815,0.46799
0.35635,0.80449,0.32546,0.43733,0.43571,0.29553,0.068804,0.25805,0.19204,0.003384,0.19377,0.60904,0.45359
0.35776,0.78421,0.34033,0.4255,0.44268,0.31205,0.071197,0.26631,0.17338,0.0021355,0.19149,0.61287,0.43835
0.3504,0.76611,0.35377,0.41625,0.45053,0.31705,0.073558,0.27541,0.15723,0.0031697,0.19865,0.61287,0.42796
0.35204,0.74963,0.36423,0.4038,0.44858,0.32892,0.070927,0.29757,0.14645,0.0081844,0.20163,0.61757,0.4151
0.34351,0.73761,0.37022,0.39258,0.45102,0.35035,0.07257,0.28052,0.12897,0.010011,0.21167,0.61179,0.4035
0.35423,0.72956,0.37223,0.38165,0.45535,0.34964,0.071187,0.26783,0.11963,0.011929,0.21642,0.59155,0.39911
0.35116,0.72137,0.36892,0.37339,0.46762,0.35592,0.076444,0.2733,0.12294,0.015048,0.22231,0.57606,0.39206
0.34773,0.71391,0.36686,0.36256,0.47026,0.35801,0.074699,0.28756,0.118,0.019683,0.22924,0.54529,0.38495
0.33688,0.70586,0.36436,0.35009,0.4687,0.3539,0.07779,0.2614,0.1174,0.020251,0.23882,0.51976,0.3854
0.31893,0.6938,0.36207,0.33841,0.4589,0.33309,0.075234,0.25812,0.11063,0.026428,0.24171,0.4877,0.38567
0.29871,0.68216,0.36112,0.3249,0.43974,0.29784,0.077015,0.23677,0.11835,0.031347,0.26631,0.44384,0.38655
0.30115,0.66862,0.36177,0.31269,0.42131,0.28651,0.078143,0.24582,0.11972,0.032227,0.27168,0.40636,0.37401
0.27912,0.65775,0.36542,0.30681,0.39995,0.26842,0.078063,0.22128,0.1224,0.029734,0.28251,0.36631,0.37134
0.28924,0.64328,0.36999,0.30911,0.38264,0.25002,0.076964,0.2323,0.12993,0.032985,0.28774,0.33449,0.36053
0.27156,0.62641,0.37316,0.31148,0.35162,0.23675,0.077849,0.23153,0.14078,0.035374,0.28841,0.3006,0.34291
0.28923,0.61455,0.37658,0.31514,0.33169,0.23135,0.075274,0.24529,0.1347,0.032016,0.29715,0.27106,0.32557
0.29557,0.60334,0.37797,0.31905,0.31938,0.22226,0.079358,0.22039,0.12573,0.029977,0.29646,0.24947,0.31091
0.28388,0.59176,0.37634,0.32654,0.30243,0.20786,0.080874,0.21343,0.12095,0.03222,0.29577,0.22959,0.29517
0.28558,0.57977,0.37236,0.33237,0.29216,0.20505,0.086946,0.18464,0.11952,0.032665,0.30546,0.20433,0.28383
0.29326,0.56812,0.3659,0.3403,0.28119,0.20959,0.088879,0.1837,0.11121,0.033561,0.2913,0.19367,0.2688
0.26597,0.55422,0.35703,0.34535,0.26674,0.20433,0.091745,0.18667,0.11443,0.036555,0.29333,0.18108,0.25297
0.27871,0.53187,0.346,0.34539,0.25723,0.20831,0.093574,0.19883,0.112,0.040602,0.27935,0.16781,0.2409
0.25967,0.50941,0.33629,0.34151,0.24411,0.20037,0.0934,0.20216,0.099477,0.042905,0.26664,0.1562,0.23265
0.26057,0.48543,0.32852,0.33655,0.24684,0.21239,0.092302,0.20988,0.096211,0.043337,0.2507,0.14776,0.22154
