0.37938,-0.015063,0.61485,0.056428,0.6281,0.64813,0.065074,-0.009419,0.061615,0.068126,0.1769,0.17422,0.1498,0.70491
0.40022,-0.031043,0.60942,0.057793,0.61051,0.63864,0.059831,0.010791,0.068488,0.053242,0.14257,0.18018,0.14728,0.67593
0.40565,-0.040053,0.62468,0.045762,0.59742,0.62725,0.057324,0.031256,0.080594,0.047933,0.12636,0.19191,0.14371,0.71628
0.40931,-0.042647,0.63458,0.034075,0.60468,0.61877,0.053288,0.047994,0.082934,0.041799,0.11117,0.20312,0.13251,0.76088
0.43197,-0.024221,0.6519,0.026086,0.61042,0.6176,0.051896,0.054634,0.09181,0.037,0.099379,0.20302,0.12415,0.75573
0.44513,-0.020768,0.66311,0.024494,0.6114,0.60776,0.050589,0.063885,0.098765,0.033757,0.084054,0.20452,0.11934,0.76696
0.46157,-0.01689,0.67213,0.016464,0.61554,0.60421,0.047407,0.072957,0.10595,0.030225,0.068625,0.21211,0.10754,0.77772
0.46905,-0.008694,0.68279,0.018863,0.62056,0.60059,0.046838,0.075883,0.11175,0.026465,0.062432,0.21853,0.10646,0.78292
0.49026,0.00089972,0.692,0.013397,0.62909,0.60048,0.044599,0.073834,0.11734,0.023825,0.056492,0.22612,0.097853,0.79472
0.50933,0.011866,0.70259,0.026381,0.6403,0.60491,0.042522,0.070906,0.11822,0.025277,0.056503,0.22925,0.096646,0.79468
0.53689,0.028709,0.7051,0.029927,0.65086,0.60912,0.041014,0.064145,0.123,0.028167,0.059505,0.22714,0.094165,0.80658
0.55576,0.039994,0.71441,0.038654,0.65704,0.61761,0.041327,0.059731,0.12829,0.028373,0.056836,0.22507,0.088783,0.78093
0.56921,0.033514,0.71685,0.045228,0.66596,0.629,0.038712,0.055651,0.13476,0.033902,0.066383,0.22624,0.084494,0.82187
0.57505,0.036675,0.71609,0.059693,0.67659,0.64493,0.036792,0.05086,0.1401,0.035385,0.077695,0.2226,0.080861,0.81734
0.59079,0.042499,0.71741,0.06501,0.6919,0.66967,0.0337,0.04681,0.14625,0.037072,0.092515,0.22628,0.074256,0.81718
0.60692,0.047725,0.73242,0.071389,0.71023,0.69111,0.033186,0.041397,0.15092,0.039817,0.10728,0.21397,0.067635,0.82732
0.62502,0.049076,0.741,0.06721,0.73103,0.71777,0.031578,0.037451,0.15506,0.043882,0.11934,0.20372,0.060941,0.83743
0.64538,0.047501,0.74627,0.077316,0.75255,0.73236,0.031332,0.039518,0.16216,0.044416,0.1251,0.19022,0.054425,0.82817
0.66672,0.047425,0.7513,0.077553,0.76311,0.74332,0.030083,0.038805,0.16817,0.041442,0.12649,0.18505,0.051981,0.82139
0.68475,0.040564,0.76075,0.087051,0.77348,0.74976,0.028567,0.042899,0.1729,0.034822,0.13008,0.18129,0.05181,0.81123
0.70948,0.032682,0.75923,0.081125,0.78096,0.75193,0.02684,0.044358,0.17702,0.037157,0.13467,0.17429,0.048083,0.80992
0.73371,0.039912,0.76101,0.081463,0.78612,0.74939,0.025719,0.044697,0.18125,0.034146,0.13077,0.17575,0.043699,0.79639
0.76713,0.037871,0.76814,0.081538,0.78346,0.74389,0.026006,0.046518,0.18641,0.033477,0.12438,0.17225,0.041576,0.80808
0.79212,0.039964,0.76557,0.081433,0.77757,0.7329,0.026266,0.050093,0.1882,0.034771,0.11631,0.17013,0.041264,0.80769
0.81344,0.041483,0.74729,0.083468,0.76594,0.72218,0.02565,0.049145,0.19065,0.037749,0.11577,0.1667,0.044185,0.81585
0.83998,0.036868,0.73191,0.0819,0.75074,0.7112,0.025338,0.049144,0.18981,0.041356,0.11319,0.17349,0.043393,0.83161
0.85384,0.043642,0.7103,0.081768,0.72513,0.71468,0.024188,0.043936,0.18473,0.044192,0.11371,0.17154,0.04645,0.84789
0.86048,0.042263,0.6928,0.075609,0.70347,0.71967,0.023734,0.040875,0.17793,0.047769,0.11443,0.15721,0.043802,0.86061
0.86958,0.045029,0.67907,0.057452,0.6784,0.72975,0.024648,0.032887,0.1676,0.051343,0.11577,0.15217,0.044458,0.86023
0.8736,0.039724,0.66623,0.045115,0.65343,0.74006,0.02417,0.027898,0.15948,0.050754,0.11884,0.15384,0.040542,0.86627
0.87244,0.032404,0.64235,0.034026,0.62809,0.75118,0.025048,0.028302,0.14737,0.055404,0.11286,0.14307,0.038036,0.85719
0.86559,0.030686,0.61935,0.022684,0.59736,0.75457,0.024528,0.027751,0.13082,0.05799,0.10803,0.1386,0.036689,0.8217
0.86278,0.021165,0.6072,0.015969,0.56506,0.7644,0.023887,0.027651,0.11998,0.057659,0.10081,0.13184,0.035718,0.81247
0.8697,0.01086,0.59532,0.00601,0.53318,0.77856,0.023019,0.034053,0.10835,0.06044,0.084323,0.13401,0.033785,0.78411
0.86608,0.0099756,0.5843,-0.0092536,0.50653,0.796,0.022057,0.046613,0.10081,0.059889,0.071061,0.13157,0.03378,0.74442
0.85813,-0.0020266,0.57864,-0.02473,0.48921,0.80663,0.021422,0.062339,0.092637,0.059971,0.057841,0.13325,0.02962,0.71605
0.85665,-0.0052125,0.56675,-0.0371,0.47176,0.8269,0.021288,0.079909,0.085506,0.059923,0.039084,0.13754,0.025984,0.70196
0.85335,-0.010337,0.55303,-0.035629,0.45507,0.84607,0.018605,0.10045,0.080862,0.058015,0.017981,0.13817,0.021814,0.6741
0.84648,-0.013042,0.53762,-0.034766,0.44312,0.87145,0.018658,0.12081,0.074139,0.055758,-0.0014146,0.13708,0.022439,0.67954
0.85273,-0.013008,0.52615,-0.043983,0.43523,0.89297,0.017572,0.14035,0.067374,0.051369,-0.012874,0.13745,0.028068,0.67689
