0.24518,0.12277,0.40902,0.42533,0.86114,0.93296,0.64788,0.47308,-0.05448,0.15238,0.081302,0.045216,0.44605,0.19654
0.23974,0.078301,0.37231,0.41123,0.83798,0.89897,0.63838,0.49135,-0.05766,0.12504,0.075512,0.054542,0.4471,0.22956
0.23482,0.12976,0.37472,0.40107,0.86861,0.91811,0.62698,0.51163,-0.050726,0.11414,0.081752,0.050568,0.41819,0.24407
0.23003,0.15648,0.37611,0.37423,0.88598,0.92934,0.61849,0.52363,-0.066743,0.10774,0.082905,0.049033,0.39127,0.24394
0.22311,0.19218,0.36468,0.34771,0.8936,0.93609,0.61733,0.52533,-0.064684,0.10815,0.083037,0.046886,0.37222,0.23237
0.21494,0.20431,0.36096,0.33823,0.90234,0.93153,0.60748,0.53113,-0.062479,0.10541,0.085282,0.045814,0.35053,0.22902
0.20875,0.24291,0.36837,0.32391,0.90892,0.93016,0.60392,0.53448,-0.065173,0.10833,0.083836,0.043158,0.32344,0.22197
0.20179,0.2612,0.36851,0.31681,0.91364,0.93014,0.6003,0.52937,-0.065471,0.11628,0.090999,0.039809,0.29681,0.21475
0.19919,0.28479,0.36757,0.30619,0.91083,0.92373,0.60019,0.52406,-0.068928,0.13154,0.096443,0.039949,0.27119,0.19945
0.19618,0.30532,0.37005,0.30715,0.90354,0.90607,0.60463,0.51207,-0.073993,0.15432,0.10034,0.040947,0.25229,0.18823
0.19478,0.3263,0.37101,0.31403,0.88854,0.87299,0.60884,0.49457,-0.070533,0.18173,0.10062,0.040026,0.23123,0.17546
0.1946,0.33414,0.37403,0.3319,0.86967,0.85654,0.61733,0.47809,-0.065488,0.22035,0.10463,0.039425,0.21852,0.16937
0.19279,0.35536,0.37874,0.34743,0.85049,0.83303,0.62873,0.46136,-0.069583,0.266,0.10897,0.04028,0.20083,0.1673
0.19421,0.38176,0.38792,0.36932,0.826,0.81897,0.64468,0.43745,-0.069258,0.30803,0.11554,0.041246,0.19219,0.16735
0.19793,0.42892,0.38859,0.38494,0.80545,0.8062,0.66943,0.41701,-0.069173,0.35363,0.1193,0.041035,0.18608,0.17433
0.20319,0.44193,0.38769,0.39181,0.79309,0.79386,0.69089,0.39519,-0.068714,0.39205,0.11854,0.042821,0.18714,0.17944
0.20776,0.47743,0.38766,0.39142,0.78787,0.78872,0.71757,0.38501,-0.069515,0.42307,0.11727,0.044293,0.18891,0.1821
0.21055,0.48233,0.38207,0.41545,0.78715,0.79087,0.73217,0.37187,-0.071066,0.44177,0.11841,0.043399,0.19323,0.18585
0.21558,0.4833,0.36607,0.43436,0.79213,0.79258,0.74314,0.36242,-0.075067,0.45218,0.11677,0.040262,0.19579,0.19476
0.22071,0.49325,0.34963,0.44517,0.80019,0.82318,0.74958,0.36079,-0.079777,0.45552,0.11873,0.038926,0.20519,0.201
0.22814,0.53603,0.33688,0.4578,0.80624,0.83334,0.75175,0.35617,-0.07338,0.4485,0.12103,0.03929,0.20885,0.20273
0.24038,0.54272,0.32744,0.45666,0.80712,0.84608,0.74921,0.35484,-0.064687,0.43521,0.12377,0.037026,0.21383,0.20414
0.25535,0.50989,0.31637,0.4601,0.8012,0.85206,0.74371,0.36186,-0.064992,0.41987,0.12492,0.037081,0.21409,0.20595
0.27112,0.47423,0.3124,0.46628,0.7883,0.85269,0.73271,0.37215,-0.069396,0.40297,0.12622,0.035879,0.21503,0.2
0.289,0.46766,0.30351,0.48166,0.77704,0.85827,0.72198,0.38944,-0.06887,0.39307,0.13753,0.034949,0.21412,0.1983
0.30864,0.44359,0.29331,0.49895,0.75911,0.86057,0.71099,0.40127,-0.06493,0.38548,0.13927,0.033407,0.21844,0.19552
0.32998,0.44601,0.28765,0.49637,0.74165,0.84915,0.71447,0.41863,-0.059132,0.37734,0.13919,0.034792,0.2213,0.19559
0.35022,0.42761,0.28714,0.48915,0.72037,0.84443,0.71947,0.43809,-0.050017,0.3776,0.13776,0.035589,0.22633,0.19024
0.3696,0.42539,0.28772,0.47549,0.71026,0.83015,0.72956,0.45556,-0.040831,0.37946,0.13871,0.037136,0.22991,0.18676
0.38501,0.37358,0.28788,0.45381,0.69753,0.82306,0.73988,0.47455,-0.038534,0.3861,0.13846,0.03934,0.23173,0.18181
0.39701,0.36229,0.28942,0.44789,0.69871,0.81466,0.751,0.49698,-0.035342,0.39244,0.1396,0.039469,0.23376,0.17293
0.4075,0.37376,0.29755,0.42719,0.70405,0.80985,0.75439,0.51173,-0.019453,0.40554,0.1415,0.03909,0.23472,0.1581
0.4157,0.38204,0.30651,0.39015,0.71396,0.81137,0.76423,0.51888,-0.0073795,0.41933,0.13518,0.041347,0.23775,0.14769
0.41728,0.37082,0.32578,0.3686,0.72073,0.80836,0.7784,0.52067,0.0028268,0.43822,0.13028,0.041051,0.23936,0.1302
0.41704,0.38197,0.34983,0.33753,0.72872,0.80867,0.79586,0.52528,0.0050088,0.46191,0.13173,0.04149,0.23684,0.11654
0.4174,0.36081,0.37594,0.30135,0.73252,0.81831,0.80649,0.52071,0.011233,0.49405,0.13056,0.039822,0.2328,0.099187
0.41454,0.37025,0.40563,0.26362,0.73156,0.81721,0.82678,0.50886,0.024034,0.5243,0.13067,0.040075,0.22774,0.08481
0.41386,0.361,0.43533,0.23606,0.71942,0.8126,0.84596,0.49946,0.038835,0.55757,0.13235,0.038564,0.21945,0.070604
0.41245,0.39311,0.4671,0.20352,0.71374,0.80069,0.87136,0.49263,0.058846,0.58898,0.13645,0.035978,0.21431,0.059316
0.4119,0.39183,0.49068,0.18473,0.69383,0.78924,0.89289,0.48268,0.072177,0.62326,0.13764,0.034961,0.20943,0.05397
0.4115,0.39871,0.50452,0.17264,0.67844,0.77509,0.91546,0.47388,0.082501,0.65879,0.13682,0.036045,0.20562,0.05151
0.41046,0.37738,0.51287,0.16627,0.65623,0.76261,0.93806,0.46979,0.10169,0.69356,0.14414,0.035971,0.19521,0.047894
0.41152,0.39245,0.51733,0.15584,0.63051,0.74983,0.94827,0.4673,0.11835,0.71808,0.14969,0.037114,0.18472,0.051862
0.411,0.38375,0.52353,0.16025,0.60383,0.73288,0.94826,0.45597,0.14406,0.73921,0.15154,0.037387,0.17412,0.051148
0.40649,0.37595,0.53133,0.16715,0.56758,0.70548,0.94794,0.45139,0.1647,0.7644,0.15119,0.035893,0.16689,0.053422
0.40123,0.35793,0.53387,0.17683,0.53138,0.68741,0.94313,0.44934,0.18,0.78432,0.15881,0.035001,0.15891,0.052572
0.39209,0.35273,0.54254,0.19496,0.49317,0.67477,0.92925,0.44496,0.18568,0.79705,0.16235,0.034423,0.14854,0.05318
0.38118,0.31612,0.55381,0.22223,0.45808,0.6629,0.91148,0.43837,0.18473,0.8076,0.16698,0.034674,0.13582,0.055999
0.36743,0.29742,0.57478,0.22548,0.4294,0.65191,0.88779,0.43391,0.17429,0.81197,0.16951,0.034243,0.12277,0.05266
