0.88452,0.64978,0.058768,0.087196,1,0.98972,0.19281,0.36327,0.69402,0.2975,0.83238,0.028372
0.85259,0.61818,0.095478,0.088069,0.96304,0.99244,0.1745,0.31262,0.68367,0.19152,0.78944,0.027396
0.87296,0.61388,0.12072,0.075739,0.93768,0.98082,0.15564,0.28011,0.71227,0.21638,0.79904,0.0070991
0.86201,0.61523,0.13811,0.080134,0.8975,0.97382,0.14983,0.2793,0.76007,0.19964,0.81253,-0.001063
0.84498,0.59969,0.14242,0.08816,0.862,0.97079,0.14769,0.27583,0.79672,0.18618,0.80569,-0.020034
0.82487,0.58751,0.15468,0.093702,0.82905,0.96718,0.13824,0.26939,0.82203,0.1691,0.77297,-0.030431
0.8018,0.57452,0.14901,0.097973,0.80071,0.96129,0.12661,0.26815,0.85077,0.18788,0.78992,-0.047079
0.78061,0.57115,0.15364,0.11638,0.76381,0.95782,0.1216,0.27675,0.88391,0.17306,0.77531,-0.060268
0.7421,0.55862,0.13923,0.126,0.73243,0.95505,0.11578,0.29026,0.91487,0.17927,0.796,-0.0693
0.70356,0.54594,0.14383,0.14201,0.70413,0.95691,0.11564,0.29233,0.93458,0.1514,0.78879,-0.065857
0.67079,0.53177,0.14192,0.16005,0.689,0.9551,0.10796,0.28773,0.94076,0.13077,0.78746,-0.074488
0.62544,0.5133,0.14053,0.17075,0.65074,0.94641,0.10313,0.29019,0.94409,0.12639,0.75967,-0.075469
0.58923,0.50358,0.14215,0.18265,0.64075,0.94171,0.10059,0.2948,0.94174,0.11685,0.74847,-0.078589
0.5542,0.49908,0.13879,0.18986,0.62205,0.93795,0.099077,0.28603,0.93263,0.12756,0.74709,-0.0735
0.52703,0.49104,0.13038,0.20799,0.59357,0.92776,0.10282,0.28424,0.92135,0.13018,0.76844,-0.074823
0.4996,0.50032,0.12851,0.2215,0.57725,0.92196,0.11747,0.28594,0.90611,0.13518,0.75782,-0.068651
0.4697,0.48271,0.13425,0.22528,0.57165,0.9163,0.13123,0.26952,0.88633,0.11863,0.75223,-0.069625
0.445,0.48243,0.14956,0.23239,0.56335,0.90871,0.15401,0.25871,0.86855,0.085951,0.74507,-0.073061
0.42816,0.47689,0.15739,0.23913,0.56521,0.9012,0.17965,0.24467,0.85371,0.10436,0.72433,-0.08969
0.40852,0.48242,0.16276,0.24498,0.56853,0.89995,0.21637,0.24048,0.84259,0.12385,0.7108,-0.095083
0.40791,0.48727,0.16367,0.24323,0.5888,0.89583,0.25427,0.23556,0.8342,0.10451,0.7022,-0.10437
0.40458,0.50074,0.16856,0.24284,0.59819,0.8918,0.28979,0.23296,0.82244,0.1153,0.68519,-0.10531
0.40687,0.49698,0.17775,0.24341,0.61343,0.88498,0.32916,0.22962,0.81897,0.10957,0.64497,-0.11601
0.40618,0.5058,0.1866,0.23779,0.64463,0.88541,0.36475,0.21317,0.81463,0.094595,0.6299,-0.12304
0.40675,0.51438,0.19801,0.23195,0.66124,0.8798,0.3997,0.20143,0.81104,0.070002,0.63591,-0.12937
0.40696,0.5417,0.20022,0.22,0.67702,0.87317,0.43211,0.19466,0.8049,0.082682,0.63706,-0.13792
0.40371,0.56624,0.19295,0.21287,0.69604,0.86797,0.45851,0.18747,0.79501,0.11263,0.61413,-0.14514
0.40298,0.5999,0.1966,0.2061,0.7023,0.85878,0.48452,0.18627,0.78355,0.10513,0.61061,-0.14351
0.4028,0.63396,0.19428,0.19828,0.71322,0.8459,0.50828,0.19261,0.77145,0.11841,0.6206,-0.14906
0.39454,0.67878,0.20348,0.18373,0.72169,0.84184,0.52988,0.18905,0.75775,0.15905,0.62905,-0.15084
0.37764,0.71068,0.22015,0.17463,0.72469,0.83209,0.55546,0.18476,0.7468,0.17113,0.62422,-0.15857
0.36015,0.75733,0.22378,0.15982,0.73245,0.82364,0.58092,0.18295,0.72929,0.16654,0.64594,-0.15801
0.34536,0.80207,0.22971,0.15064,0.73559,0.81887,0.60995,0.18836,0.71685,0.17353,0.63425,-0.17225
0.339,0.83208,0.222,0.13926,0.73132,0.81066,0.64123,0.19978,0.70373,0.20358,0.60245,-0.18564
0.34034,0.8649,0.22883,0.13868,0.72506,0.80395,0.68015,0.19741,0.69418,0.20253,0.58795,-0.18905
0.33556,0.89625,0.22758,0.13747,0.70954,0.79482,0.72418,0.20547,0.68514,0.17737,0.58547,-0.1934
0.32207,0.91557,0.21547,0.13604,0.69934,0.78634,0.75866,0.21676,0.67856,0.16322,0.58967,-0.19929
0.31607,0.91601,0.21224,0.12828,0.67812,0.78219,0.79735,0.20769,0.67046,0.1747,0.57736,-0.20792
0.29746,0.91363,0.19195,0.1484,0.64739,0.77022,0.83483,0.20413,0.66377,0.13035,0.55003,-0.21651
0.29197,0.91967,0.16331,0.16742,0.60773,0.76517,0.87147,0.19979,0.65785,0.13955,0.55015,-0.22001
