1,210.5427,34529,131.625,247,131.31,103.6059,87.6553,164
2,209.269,35785,132.8125,242,132.29,103.6537,87.4292,171
3,209.5585,39397,131.475,248,130.69,104.2612,87.6001,188
4,208.4095,43766,130.8875,259,130.62,103.2703,87.309,210
5,210.3963,34505,129.425,257,129.37,102.9651,87.644,164
6,209.1018,34920,129.25,257,130.51,102.5538,87.658,167
7,210.4438,35565,130.5375,252,130.46,104.2927,87.3343,169
8,208.2169,34564,129.7625,237,128.8,105.4373,88.0361,166
9,209.5795,36886,130.825,248,130.23,105.2612,87.8366,176
10,211.5322,36172,131.5125,250,130.71,103.5127,88.1028,171
11,209.9048,39672,129.6125,244,129.94,104.6976,87.5539,189
12,210.2335,35109,128.675,241,128.88,103.5545,87.0294,167
13,209.0521,44110,131.2,244,131.22,104.6075,87.4518,211
14,208.1082,48073,130.125,258,129.14,102.9771,87.6122,231
15,211.1607,35475,130.175,246,129.9,102.4044,87.5383,168
16,213.0183,34935,129.675,249,130.55,104.2509,87.5927,164
17,210.8011,38155,130.5,243,129.32,104.5223,88.1136,181
18,207.4466,42734,129.3,248,128.34,103.5564,87.4735,206
19,210.2667,37848,131.8625,242,130.5,102.0877,87.0852,180
20,212.4678,36332,128.95,265,129.26,103.5954,87.498,171
21,212.6954,37009,130.8375,245,129.8,104.1969,88.0193,174
22,212.8606,35122,130.525,251,130.06,102.8506,87.5051,165
23,209.6235,35636,130.3875,256,130.83,103.2229,88.364,170
24,209.5529,35624,130.85,252,131.13,104.3221,88.441,170
25,209.9152,34636,129.8,245,130.12,103.6793,87.771,165
26,208.2601,36029,131.4125,241,130.75,103.1786,87.0857,173
27,208.6519,37766,129.5625,254,129.74,103.7947,87.2194,181
28,208.4588,35438,129.3875,255,129.23,104.1454,87.9075,170
29,208.1916,34768,131.1125,251,130.43,105.9896,87.6661,167
30,208.1854,37057,132.425,247,130.61,105.956,87.8263,178
31,207.9663,43257,133.2375,247,131.75,105.8183,87.7534,208
32,209.5854,34372,132.925,243,130.43,104.1655,88.1468,164
33,204.9955,45714,129.95,251,128.89,103.6576,86.8415,223
34,206.6369,34715,129.5125,249,128.14,109.4757,87.7726,168
35,208.9185,38441,133.675,243,128.96,106.3214,88.5565,184
36,203.84,50960,132.0125,267,131.2,104.4453,87.2563,250
37,210.3659,34500,129.8375,252,129.08,105.7303,88.5431,164
38,206.0672,49044,130.5625,248,130.62,104.4841,87.5191,238
39,205.365,41073,128.8125,246,128.46,104.4932,87.6457,200
40,207.2094,39577,132.0375,246,130.51,103.3922,88.1657,191
41,207.9281,34724,131.2,245,131.72,105.3528,87.6293,167
42,208.2588,35404,132.1875,241,130.62,104.5456,88.4357,170
43,204.588,44191,132.6375,240,132.2,103.6642,86.8206,216
44,207.4369,42732,131.0625,245,129.51,104.3044,87.4274,206
45,206.233,42484,130.3125,243,130.4,103.8144,87.3498,206
46,206.759,40318,131.625,238,131.44,104.3186,87.3739,195
47,207.6923,35100,132.8125,255,132.5,103.855,87.6617,169
48,207.3907,44589,130.5375,263,130.3,103.6935,86.9511,215
49,206.3622,40447,131,245,130.09,104.9274,87.5956,196
50,207.8869,34925,130.9375,243,129.9,104.2904,86.7825,168
51,205.2036,34269,132.2875,241,130.79,103.5221,87.4933,167
52,207.3036,34827,133.675,238,132.49,103.1135,87.2403,168
53,207.2254,35850,131.2625,239,131.33,104.7863,87.9136,173
54,207.8072,34496,130.9875,244,129.95,104.7483,87.5283,166
55,205.2874,35720,131.2375,251,129.96,108.253,88.2869,174
56,207.1444,37286,132.725,249,130.01,105.9955,87.5034,180
57,205.0314,52283,132.1125,248,130.01,104.1927,87.9689,255
58,208.3006,36036,130.15,243,129.51,104.3702,88.402,173
59,206.0357,34614,131,236,130.98,107.2199,88.3456,168
60,207.4364,34227,133.325,238,131.06,105.5735,87.5179,165
61,206.7457,35767,131.525,236,130.26,105.3145,87.9154,173
62,207.6686,35719,129.5625,261,127.8,104.1315,88.0058,172
63,206.9432,36422,129.975,248,130.39,104.4952,88.4679,176
64,206.1124,34833,129.775,244,130.56,104.5436,87.8519,169
65,207.1517,36873,132.1625,248,130.5,104.5858,87.9047,178
66,206.7684,36598,131.65,237,130.22,104.3139,87.4448,177
67,207.3314,35039,130.675,252,130.48,105.4057,88.0907,169
68,206.0728,42451,130.7625,258,130.76,104.8901,87.6348,206
69,205.8466,38905,130.975,239,130.54,103.5827,87.1581,189
70,208.1379,36216,132.4375,246,131.57,105.7441,87.871,174
71,206.0357,34614,130.025,246,129.06,105.3234,88.2759,168
72,208.3684,35631,130.375,244,129.41,104.6765,87.6255,171
73,205.3957,48268,131.2,249,130.26,104.0464,87.4828,235
74,204.3981,43128,128.1625,240,127.78,104.9164,88.2631,211
75,205.2328,38789,129.7375,239,129.06,103.4201,87.1208,189
76,208.7543,36532,130.15,242,129.79,105.0552,88.4658,175
77,208.117,35588,129.4375,243,129.67,104.0436,87.323,171
78,209.0599,34913,128.6375,247,128.66,103.4976,87.9304,167
79,204.7869,37476,129.55,238,129.6,103.8536,87.6865,183
80,206.408,35915,131.425,254,131.35,104.7118,88.8042,174
81,208.5824,35459,129.55,239,129.29,104.2181,88.0474,170
82,207.2022,37918,129.4125,254,129.27,103.5537,87.2101,183
83,208.071,35164,129.675,245,129.69,102.3737,87.5476,169
84,212.119,35636,130.2625,241,131.03,103.6098,87.5943,168
85,211.6879,36622,131.1,240,129.61,103.9917,87.7028,173
86,212.2515,35446,130.325,259,130.27,103.3907,87.9884,167
87,215.503,36420,128.3125,262,128.64,102.9126,87.4568,169
88,216.1111,36955,129.45,252,129.57,102.2931,87.7999,171
89,215.1576,39589,130.65,249,129.32,102.0342,87.7305,184
90,218.2179,39061,129.775,247,129.63,102.3991,87.1868,179
91,220.7939,36431,130.5375,259,130.99,101.1542,87.1822,165
92,222.9665,39911,129.6125,262,130.85,99.7451,86.5692,179
93,228.3515,37678,129.5375,268,130.24,99.8146,86.6567,165
94,231.0242,38119,129.525,269,130.86,99.6179,86.5446,165
95,231.8323,38716,128.875,311,128.68,98.0105,86.1519,167
96,237.3509,40587,127.5125,286,130.53,98.1231,85.9959,171
97,241.1073,49427,128.5125,301,130.46,97.9623,85.7304,205
98,245.6768,40291,129.0625,310,130.95,95.2756,84.3612,164
99,250.2395,41790,128.525,298,130.9,95.9924,85.1816,167
100,251.8547,43319,127.6,316,131.14,96.1192,85.3255,172
101,258.6941,43978,128.8125,323,130.87,97.3329,85.8342,170
102,259.1317,43275,129.375,309,131.48,97.5115,85.5036,167
103,264.1697,43588,129.6375,315,131.76,95.9777,85.2725,165
104,261.9483,45579,126.65,317,131.96,97.5277,85.9439,174
105,265.8024,44389,129.05,323,130.29,97.0099,85.8463,167
106,264.9451,43451,127.5125,316,130.34,97.6447,85.9723,164
107,267.9817,43949,126.925,317,128.85,98.1229,86.487,164
108,265.6121,43826,126.9,323,128.84,98.2337,86.1192,165
109,267.5181,44408,127.4875,317,128.82,98.7452,86.4078,166
110,264.1716,44645,128.875,315,131.36,97.7889,86.6492,169
111,264.848,45289,126.6125,315,128.92,98.6945,86.4991,171
112,266.1818,43920,128.8125,312,129.7,99.043,86.6526,165
113,261.0183,42807,127.7125,308,129.53,99.1211,86.5976,164
114,259.5799,43869,128.1375,330,130.16,98.8146,86.7024,169
115,254.8303,42047,128.225,307,129.58,99.5175,86.6993,165
116,249.9036,41484,127.95,288,129.68,100.1805,87.3296,166
117,246.9349,41732,127.4875,287,128.21,100.3017,86.8046,169
118,241.2798,40535,128.0625,281,128.59,100.6367,86.816,168
119,241.8788,39910,129.975,300,130.88,101.1189,87.1928,165
120,232.5305,38135,128.1125,284,129.47,100.0309,87.1973,164
121,228.7964,38209,126.2125,278,128.84,102.2261,87.7138,167
122,225.6509,38135,129.2625,274,129.97,101.5455,87.3504,169
123,224.5486,39296,129.675,265,130.41,101.6487,87.5709,175
124,218.9341,36562,130.275,270,130.56,102.1315,88.0412,167
125,220.6347,36846,128.9,274,130.28,102.1865,87.6556,167
126,214.1081,47532,130.7625,251,130.81,103.036,87.9271,222
127,216.1636,35667,129.65,253,129.28,103.0767,87.6965,165
128,210.4693,37674,128.625,259,129.39,103.2882,88.2374,179
129,209.0226,46194,129.925,243,130.4,102.8387,88.1085,221
130,213.479,35651,130.625,265,130.18,104.3734,88.2613,167
131,212.1006,35845,130.2875,258,129.98,103.2786,88.2416,169
132,210.9943,37135,129,256,129.34,105.5231,88.4534,176
133,208.4382,37102,130.1375,245,128.55,106.9817,88.7187,178
134,207.3911,37123,130.475,241,128.96,104.4123,87.7644,179
135,207.8876,35133,129.7375,246,129.48,103.7697,88.033,169
136,207.3333,35454,131.8,259,131.25,105.4697,88.3269,171
137,207.4943,36104,132.15,244,130.59,104.1943,87.7216,174
138,207.3588,35251,130.6625,236,130.45,103.4899,86.936,170
139,204.4974,39468,129.2625,244,129.28,105.7394,88.5139,193
140,205.6243,35573,128.9,255,129.17,105.1874,88.8887,173
141,206.6221,35539,130.9125,236,129.76,103.9672,88.1781,172
142,206.6012,34709,129.35,236,128.68,104.0172,87.6602,168
143,204.4425,35573,131.1625,241,130.75,103.4626,88.1701,174
144,204.3777,38423,129.2375,243,129.97,104.0755,87.5974,188
145,206.1118,35039,131.8,239,131.48,104.682,88.4243,170
146,203.3807,35795,131.5625,246,129.94,103.814,87.5584,176
147,206.1648,37522,128.9125,249,128.96,105.0271,88.1369,182
148,204.337,36985,132.0375,238,130.5,106.1877,87.8296,181
149,205.9157,34182,130.4625,234,128.95,104.8661,88.2411,166
150,204.3728,34539,130.575,246,129.88,106.522,88.9935,169
151,204.0347,35298,131.7625,235,130,104.574,88.2433,173
152,202.4311,45547,130.05,245,129.03,105.2321,88.401,225
153,207.0175,35400,131.475,241,130.83,105.6011,88.6752,171
154,204.2023,35327,132.1625,238,130.35,106.0166,88.2169,173
155,204.4085,43539,131.075,263,130.24,104.4177,87.4123,213
156,202.6108,37483,129.725,239,129.98,104.1133,88.1355,185
157,204.0879,37144,129.3625,240,129.23,104.9248,88.415,182
158,204.8121,33794,132,240,130.22,107.2608,88.9437,165
159,203.3429,35585,130.6625,233,127.4,105.2516,88.0922,175
160,204.4186,43950,132.025,234,130.15,104.3365,87.599,215
161,205.4743,35958,130.5,232,130.07,106.1238,88.6951,175
162,202.8419,43611,132.15,249,130.05,104.4211,88.277,215
163,202.7472,36089,129.6375,233,129.85,104.7324,88.39,178
164,203.045,40609,129.6125,243,129.38,105.8599,88.8559,200
165,205.1953,34678,130.3875,242,129.7,104.103,88.2121,169
166,202.0913,44258,130.65,242,128.77,105.0652,87.8492,219
167,204.8354,33593,132.925,238,130.96,107.2783,88.0972,164
168,204.1813,37161,131.025,245,128.69,108.2369,89.8334,182
