genotype,datelist,animal,variable,fram,lens
Ne,20161029c1v2,1,V7,906,9
Ne,20161029c1v2,1,V23,1816,5
Ne,20161029c1v2,1,V24,2854,7
Ne,20161029c1v2,1,V28,3344,9
Ne,20161029c1v2,1,V30,3397,33
Ne,20161029c1v2,1,V31,3423,15
Ne,20161029c1v2,1,V34,3454,6
Ne,20161029c1v2,1,V35,3468,7
Ne,20161029c1v2,1,V36,3477,7
Ne,20161029c1v2,1,V37,3491,5
Ne,20161029c1v2,1,V38,3511,16
Ne,20161029c1v2,1,V41,3540,12
Ne,20161029c1v2,1,V44,3611,8
Ne,20161029c1v2,1,V46,3650,14
Ne,20161029c1v2,1,V49,3681,12
Ne,20161029c1v2,1,V50,3691,7
Ne,20161029c1v2,1,V52,3707,5
Ne,20161029c1v2,1,V53,3773,58
Ne,20161029c1v2,1,V54,3789,13
Ne,20161029c1v2,1,V57,3869,32
Ne,20161029c1v2,1,V59,5506,5
Ne,20161029c1v2,1,V62,5975,5
Ne,20161029c1v2,1,V63,6002,6
Ne,20161029c1v2,1,V67,6031,10
Ne,20161029c1v2,1,V68,6066,31
Ne,20161029c1v2,1,V70,6087,11
Ne,20161029c1v2,1,V72,6112,12
Ne,20161029c1v2,1,V75,6152,15
Ne,20161029c1v2,1,V76,6167,12
Ne,20161029c1v2,1,V77,6174,5
Ne,20161029c1v2,1,V78,6192,8
Ne,20161029c1v2,1,V79,6205,6
Ne,20161029c1v2,1,V82,6229,5
Ne,20161029c1v2,1,V86,6283,6
Ne,20161029c1v2,1,V88,6301,5
Ne,20161029c1v2,1,V90,6328,17
Ne,20161029c1v2,1,V91,6335,5
Ne,20161029c1v2,1,V99,6501,5
Ne,20161029c1v2,1,V101,6533,16
Ne,20161029c1v2,1,V104,6586,11
Ne,20161029c1v2,1,V113,6676,8
Ne,20161029c1v2,2,V2,359,6
Ne,20161029c1v2,2,V9,5759,5
Ne,20161029c1v2,2,V20,7754,13
Ne,20161029c1v2,2,V24,7869,28
Ne,20161029c1v2,2,V26,7888,6
Ne,20161029c1v2,2,V28,7903,7
Ne,20161029c1v2,2,V30,7927,8
Ne,20161029c1v2,2,V31,7944,15
Ne,20161029c1v2,2,V32,7953,7
Ne,20161029c1v2,2,V34,7989,7
Ne,20161029c1v2,2,V37,8015,13
Ne,20161029c1v2,2,V38,8039,21
Ne,20161029c1v2,2,V40,8058,5
Ne,20161029c1v2,2,V45,8127,6
Ne,20161029c1v2,2,V50,8179,7
Ne,20161029c1v2,2,V52,8191,7
Ne,20161029c1v2,2,V57,8280,13
Ne,20161029c1v2,2,V58,8304,20
Ne,20161029c1v2,2,V60,8337,24
Ne,20161029c1v2,2,V62,8395,6
Ne,20161029c1v2,2,V63,8411,6
Ne,20161029c1v2,2,V65,8587,7
Ne,20161029c1v2,2,V68,8615,5
Ne,20161029c1v2,2,V69,8628,5
Ne,20161029c1v2,2,V74,8708,25
Ne,20161029c1v2,2,V77,8770,31
Ne,20161029c1v2,2,V79,8803,22
Ne,20161029c1v2,2,V83,8831,9
Ne,20161029c1v2,2,V84,8868,8
Ne,20161029c1v2,2,V86,8900,6
Ne,20161029c1v2,2,V90,8997,7
Ne,20161029c1v2,2,V96,9218,9
Ne,20161029c1v2,2,V103,9273,5
Ne,20161029c1v2,2,V105,9293,9
Ne,20161029c1v2,2,V106,9312,12
Ne,20161029c1v2,2,V109,9338,11
Ne,20161029c1v2,2,V113,9362,6
Ne,20161029c1v2,2,V133,9525,5
Ne,20161029c1v2,2,V140,9595,6
Ne,20161029c1v2,2,V150,9694,8
Ne,20161029c1v2,2,V152,9709,5
Ne,20161029c1v2,2,V161,9786,5
Ne,20161029c1v2,2,V165,9821,9
Ne,20161029c1v2,2,V168,9853,7
Ne,20161029c1v2,2,V190,10063,10
Ne,20161029c1v2,2,V192,10094,7
Ne,20161029c1v2,2,V198,10146,7
Ne,20161029c1v2,2,V203,10231,14
Ne,20161029c1v2,2,V204,10278,37
Ne,20161029c1v2,2,V209,10321,12
Ne,20161029c1v2,2,V220,10479,9
Ne,20161029c1v2,2,V222,10520,7
Ne,20161029c1v2,2,V229,10665,58
Ne,20161029c1v2,2,V230,10701,15
Ne,20161029c1v2,2,V231,10708,5
Ne,20161029c1v2,2,V232,10819,103
Ne,20161029c1v2,2,V234,10870,45
Ne,20161029c1v2,2,V235,10885,13
Ne,20161029c1v2,2,V237,10906,8
Ne,20161029c1v2,2,V238,10919,11
Ne,20161029c1v2,2,V239,10928,5
Ne,20161029c1v2,2,V240,10978,29
Ne,20161029c1v2,3,V4,166,5
Ne,20161029c1v2,3,V11,987,16
Ne,20161029c1v2,3,V13,1221,9
Ne,20161029c1v2,3,V17,1351,6
Ne,20161029c1v2,3,V26,2046,5
Ne,20161029c1v2,3,V29,2118,10
Ne,20161029c1v2,3,V35,2344,5
Ne,20161029c1v2,3,V37,2376,17
Ne,20161029c1v2,3,V38,2405,17
Ne,20161029c1v2,3,V39,2421,11
Ne,20161029c1v2,3,V40,2453,5
Ne,20161029c1v2,3,V42,2474,14
Ne,20161029c1v2,3,V45,2506,10
Ne,20161029c1v2,3,V56,2649,9
Ne,20161029c1v2,3,V59,2702,9
Ne,20161029c1v2,3,V66,2849,8
Ne,20161029c1v2,3,V68,2882,13
Ne,20161029c1v2,3,V72,2920,5
Ne,20161029c1v2,3,V74,2974,5
Ne,20161029c1v2,3,V75,2991,7
Ne,20161029c1v2,3,V80,3117,16
Ne,20161029c1v2,3,V81,3135,5
Ne,20161029c1v2,3,V82,3145,8
Ne,20161029c1v2,3,V85,3630,415
Ne,20161029c1v2,3,V86,4813,10
Ne,20161029c1v2,3,V89,4844,9
Ne,20161029c1v2,3,V95,4901,12
Ne,20161029c1v2,3,V99,4928,7
Ne,20161029c1v2,3,V105,5175,5
Ne,20161029c1v2,3,V109,9036,6
Ne,20161029c1v2,3,V112,9065,6
Ne,20161029c1v2,3,V114,9109,20
Ne,20161029c1v2,3,V115,9119,7
Ne,20161029c1v2,3,V116,9136,6
Ne,20161029c1v2,3,V117,9160,21
Ne,20161029c1v2,3,V121,9187,14
Ne,20161029c1v2,3,V124,9212,12
Ne,20161029c1v2,3,V125,9231,17
Ne,20161029c1v2,3,V132,9283,9
Ne,20161029c1v2,3,V135,9303,8
Ne,20161029c1v2,3,V141,9336,8
Ne,20161029c1v2,3,V145,9367,5
Ne,20161029c1v2,3,V150,9497,9
Ne,20161029c1v2,3,V152,9520,14
Ne,20161029c1v2,3,V157,9642,20
Ne,20161029c1v2,3,V163,9706,6
Ne,20161029c1v2,3,V170,9781,10
Ne,20161029c1v2,3,V171,9791,5
Ne,20161029c1v2,3,V172,9804,11
Ne,20161029c1v2,3,V173,9822,7
Ne,20161029c1v2,3,V180,9907,6
Ne,20161029c1v2,3,V185,9992,5
Ne,20161029c1v2,3,V194,10078,12
Ne,20161029c1v2,3,V195,10102,5
Ne,20161029c1v2,3,V201,10193,5
Ne,20161029c1v2,3,V204,10236,5
Ne,20161029c1v2,3,V205,10259,21
Ne,20161029c1v2,3,V206,10276,5
Ne,20161029c1v2,3,V209,10409,46
Ne,20161029c1v2,3,V211,10428,5
Ne,20161029c1v2,3,V214,10468,19
Ne,20161029c1v2,3,V231,10681,7
Ne,20161029c1v2,3,V235,10723,8
Ne,20161029c1v2,3,V259,10959,7
Ne,20161029c1v2,3,V260,10972,6
Ne,20161029c1v2,3,V264,11019,5
Ne,20161029c1v2,3,V274,11143,5
Ne,20161029c1v2,3,V277,11189,24
Ne,20161029c1v2,3,V279,11226,15
Ne,20161029c1v2,3,V281,11248,16
Ne,20161029c1v2,3,V289,11336,5
Ne,20161029c1v2,3,V294,11438,5
Ne,20161029c1v2,4,V2,4575,8
Ne,20161029c1v2,4,V5,5315,39
Ne,20161029c1v2,4,V6,5326,7
Ne,20161029c1v2,4,V11,5506,14
Ne,20161029c1v2,4,V14,5576,7
Ne,20161029c1v2,4,V24,5800,39
Ne,20161029c1v2,4,V25,5809,7
Ne,20161029c1v2,4,V28,5841,18
Ne,20161029c1v2,4,V30,5866,7
Ne,20161029c1v2,4,V35,5937,10
Ne,20161029c1v2,4,V36,5968,29
Ne,20161029c1v2,4,V37,5977,6
Ne,20161029c1v2,4,V38,5992,13
Ne,20161029c1v2,4,V41,6042,39
Ne,20161029c1v2,4,V42,6053,9
Ne,20161029c1v2,4,V43,6069,14
Ne,20161029c1v2,4,V44,6077,6
Ne,20161029c1v2,4,V46,6092,7
Ne,20161029c1v2,4,V47,6129,35
Ne,20161029c1v2,4,V50,6167,22
Ne,20161029c1v2,4,V51,6176,6
Ne,20161029c1v2,4,V52,6198,20
Ne,20161029c1v2,4,V54,6221,7
Ne,20161029c1v2,4,V56,6240,7
Ne,20161029c1v2,4,V58,6262,14
Ne,20161029c1v2,4,V59,6273,9
Ne,20161029c1v2,4,V61,6300,14
Ne,20161029c1v2,4,V62,6307,5
Ne,20161029c1v2,4,V64,6331,18
Ne,20161029c1v2,4,V65,6352,18
Ne,20161029c1v2,4,V67,6396,39
Ne,20161029c1v2,4,V68,6414,15
Ne,20161029c1v2,4,V69,6430,14
Ne,20161029c1v2,4,V71,6441,5
Ne,20161029c1v2,4,V75,6467,5
Ne,20161029c1v2,4,V76,6500,31
Ne,20161029c1v2,4,V77,6531,25
Ne,20161029c1v2,4,V78,6548,14
Ne,20161029c1v2,4,V80,6563,5
Ne,20161029c1v2,4,V81,6575,9
Ne,20161029c1v2,4,V82,6584,7
Ne,20161029c1v2,4,V83,6598,9
Ne,20161029c1v2,4,V84,6606,6
Ne,20161029c1v2,4,V85,6625,16
Ne,20161029c1v2,4,V87,6649,7
Ne,20161029c1v2,4,V88,6666,9
Ne,20161029c1v2,4,V89,6817,148
Ne,20161029c1v2,4,V90,6827,8
Ne,20161029c1v2,4,V92,6851,14
Ne,20161029c1v2,4,V95,6871,6
Ne,20161029c1v2,4,V99,6910,5
Ne,20161029c1v2,4,V102,6978,30
Ne,20161029c1v2,4,V103,7012,21
Ne,20161029c1v2,4,V110,7120,6
Ne,20161029c1v2,4,V113,7174,8
Ne,20161029c1v2,4,V117,7247,5
Ne,20161029c1v2,4,V124,7334,6
Ne,20161029c1v2,4,V134,7538,24
Ne,20161029c1v2,4,V145,7677,7
Ne,20161029c1v2,4,V146,7686,7
Ne,20161029c1v2,4,V147,7699,10
Ne,20161029c1v2,4,V148,7715,14
Ne,20161029c1v2,4,V149,7789,72
Ne,20161029c1v2,4,V150,7820,29
Ne,20161029c1v2,4,V151,7929,107
Ne,20161029c1v2,4,V152,7982,51
Ne,20161029c1v2,4,V153,8015,31
Ne,20161029c1v2,4,V154,8028,11
Ne,20161029c1v2,4,V155,8052,22
Ne,20161029c1v2,4,V156,8101,46
Ne,20161029c1v2,4,V157,8115,10
Ne,20161029c1v2,4,V158,8192,72
Ne,20161029c1v2,4,V159,8223,24
Ne,20161029c1v2,4,V161,8298,65
Ne,20161029c1v2,4,V163,8309,5
Ne,20161029c1v2,4,V164,8318,7
Ne,20161029c1v2,4,V165,8337,17
Ne,20161029c1v2,4,V166,8346,7
Ne,20161029c1v2,4,V168,8364,10
Ne,20161029c1v2,4,V174,8394,5
Ne,20161029c1v2,4,V176,8406,5
Ne,20161029c1v2,4,V177,8423,15
Ne,20161029c1v2,4,V178,8445,17
Ne,20161029c1v2,4,V179,8453,6
Ne,20161029c1v2,4,V180,8463,8
Ne,20161029c1v2,4,V182,8481,11
Ne,20161029c1v2,4,V183,8492,5
Ne,20161029c1v2,4,V191,8608,9
Ne,20161029c1v2,4,V192,8625,15
Ne,20161029c1v2,4,V194,8644,11
Ne,20161029c1v2,4,V195,8674,23
Ne,20161029c1v2,4,V200,8734,8
Ne,20161029c1v2,4,V204,8918,42
Ne,20161029c1v2,4,V205,8933,5
Ne,20161029c1v2,4,V206,8945,5
Ne,20161029c1v2,4,V210,9539,8
Ne,20161029c1v2,5,V2,2271,9
Ne,20161029c1v2,5,V5,4279,89
Ne,20161029c1v2,5,V7,4574,279
Ne,20161029c1v2,5,V10,4659,51
Ne,20161029c1v2,5,V11,4917,15
Ne,20161029c1v2,5,V13,5208,83
Ne,20161029c1v2,5,V14,5251,40
Ne,20161029c1v2,5,V15,5261,8
Ne,20161029c1v2,5,V19,5307,31
Ne,20161029c1v2,5,V20,5324,15
Ne,20161029c1v2,5,V21,5347,16
Ne,20161029c1v2,5,V22,5362,13
Ne,20161029c1v2,5,V23,5398,33
Ne,20161029c1v2,5,V25,5409,5
Ne,20161029c1v2,5,V26,5426,15
Ne,20161029c1v2,5,V28,5450,19
Ne,20161029c1v2,5,V29,5461,8
Ne,20161029c1v2,5,V30,5476,13
Ne,20161029c1v2,5,V31,5490,12
Ne,20161029c1v2,5,V32,5501,9
Ne,20161029c1v2,5,V33,5522,15
Ne,20161029c1v2,5,V34,5556,28
Ne,20161029c1v2,5,V36,5570,9
Ne,20161029c1v2,5,V37,5597,21
Ne,20161029c1v2,5,V40,5613,6
Ne,20161029c1v2,5,V42,5844,212
Ne,20161029c1v2,5,V43,5857,7
Ne,20161029c1v2,5,V44,5885,22
Ne,20161029c1v2,5,V46,5922,11
Ne,20161029c1v2,5,V47,5943,7
Ne,20161029c1v2,5,V51,5981,12
Ne,20161029c1v2,5,V52,5999,16
Ne,20161029c1v2,5,V54,6032,7
Ne,20161029c1v2,5,V61,6113,23
Ne,20161029c1v2,5,V70,6233,37
Ne,20161029c1v2,5,V74,6475,133
Ne,20161029c1v2,5,V75,6486,6
Ne,20161029c1v2,5,V78,6522,7
Ne,20161029c1v2,5,V82,6576,17
Ne,20161029c1v2,5,V87,6642,6
Ne,20161029c1v2,5,V90,6667,6
Ne,20161029c1v2,5,V91,6675,6
Ne,20161029c1v2,5,V92,6709,6
Ne,20161029c1v2,5,V97,6770,5
Ne,20161029c1v2,5,V98,6795,17
Ne,20161029c1v2,5,V100,6822,11
Ne,20161029c1v2,5,V102,6837,5
Ne,20161029c1v2,5,V103,6859,17
Ne,20161029c1v2,5,V105,6889,5
Ne,20161029c1v2,5,V107,6908,6
Ne,20161029c1v2,5,V110,6938,8
Ne,20161029c1v2,5,V113,6971,5
Ne,20161029c1v2,5,V114,6989,9
Ne,20161029c1v2,5,V117,7041,10
Ne,20161029c1v2,5,V120,7069,5
Ne,20161029c1v2,5,V124,7112,6
Ne,20161029c1v2,5,V128,7148,7
Ne,20161029c1v2,5,V131,7172,5
Ne,20161029c1v2,5,V149,7320,5
Ne,20161029c1v2,5,V163,7418,5
Ne,20161029c1v2,5,V167,7456,15
Ne,20161029c1v2,5,V170,7474,6
Ne,20161029c1v2,5,V172,7491,8
Ne,20161029c1v2,5,V175,7507,5
Ne,20161029c1v2,5,V179,7536,5
Ne,20161029c1v2,5,V185,7621,18
Ne,20161029c1v2,5,V196,10918,6
Ne,20161029c1v2,5,V198,10977,5
Ne,20161029c1v2,5,V201,11156,6
Ne,20161029c1v2,5,V203,11183,8
Ne,20161029c1v2,5,V208,11250,13
Ne,20161029c1v2,5,V210,11270,13
Ne,20161029c1v2,5,V212,11302,18
Ne,20161029c1v2,5,V216,11340,8
Ne,20161029c1v2,5,V217,11370,28
Ne,20161029c1v2,5,V219,11398,20
Ne,20161029c1v2,5,V220,11419,15
Ne,20161029c1v2,5,V221,11434,12
Ne,20161029c1v2,5,V222,11444,8
Ne,20161029c1v2,5,V223,11457,11
Ne,20161029c1v2,6,V6,54,6
Ne,20161029c1v2,6,V11,93,15
Ne,20161029c1v2,6,V13,114,8
Ne,20161029c1v2,6,V15,144,9
Ne,20161029c1v2,6,V17,159,6
Ne,20161029c1v2,6,V18,167,6
Ne,20161029c1v2,6,V24,227,6
Ne,20161029c1v2,6,V25,239,10
Ne,20161029c1v2,6,V27,255,9
Ne,20161029c1v2,6,V33,293,5
Ne,20161029c1v2,6,V34,323,27
Ne,20161029c1v2,6,V36,347,9
Ne,20161029c1v2,6,V37,362,9
Ne,20161029c1v2,6,V39,383,11
Ne,20161029c1v2,6,V41,396,5
Ne,20161029c1v2,6,V46,466,15
Ne,20161029c1v2,6,V52,523,12
Ne,20161029c1v2,6,V55,542,6
Ne,20161029c1v2,6,V56,556,5
Ne,20161029c1v2,6,V58,578,6
Ne,20161029c1v2,6,V63,614,5
Ne,20161029c1v2,6,V69,669,8
Ne,20161029c1v2,6,V77,739,5
Ne,20161029c1v2,6,V79,759,7
Ne,20161029c1v2,6,V80,792,7
Ne,20161029c1v2,6,V86,842,5
Ne,20161029c1v2,6,V88,863,6
Ne,20161029c1v2,6,V94,944,6
Ne,20161029c1v2,6,V105,1130,40
Ne,20161029c1v2,6,V106,1144,6
Ne,20161029c1v2,6,V107,1156,7
Ne,20161029c1v2,6,V108,1171,7
Ne,20161029c1v2,6,V109,1184,9
Ne,20161029c1v2,6,V111,1203,6
Ne,20161029c1v2,6,V112,1213,5
Ne,20161029c1v2,6,V117,1273,5
Ne,20161029c1v2,6,V124,1369,27
Ne,20161029c1v2,6,V126,1380,6
Ne,20161029c1v2,6,V127,1393,11
Ne,20161029c1v2,6,V128,1401,6
Ne,20161029c1v2,6,V129,1420,17
Ne,20161029c1v2,6,V131,1431,5
Ne,20161029c1v2,6,V134,1492,39
Ne,20161029c1v2,6,V136,1600,100
Ne,20161029c1v2,6,V137,1632,28
Ne,20161029c1v2,6,V138,1732,97
Ne,20161029c1v2,6,V142,4306,11
Ne,20161029c1v2,6,V143,4544,5
Ne,20161029c1v2,6,V144,4575,8
Ne,20161029c1v2,6,V147,4600,6
Ne,20161029c1v2,6,V149,4632,8
Ne,20161029c1v2,6,V150,4645,7
Ne,20161029c1v2,6,V152,4679,9
Ne,20161029c1v2,6,V153,4701,7
Ne,20161029c1v2,6,V154,4739,7
Ne,20161029c1v2,6,V155,4773,28
Ne,20161029c1v2,6,V157,4835,52
Ne,20161029c1v2,6,V159,4850,7
Ne,20161029c1v2,6,V160,4891,39
Ne,20161029c1v2,6,V161,4934,38
Ne,20161029c1v2,6,V162,5050,108
Ne,20161029c1v2,6,V164,5074,7
Ne,20161029c1v2,6,V173,5130,5
Ne,20161029c1v2,6,V182,5697,6
Ne,20161029c1v2,6,V186,5951,5
Ne,20161029c1v2,6,V202,10349,36
Ne,20161029c1v2,6,V205,11226,5
Ne,20161029c1v2,6,V206,11240,6
Nd,20161029c1v3,1,V1,14,13
Nd,20161029c1v3,1,V6,42,5
Nd,20161029c1v3,1,V7,63,5
Nd,20161029c1v3,1,V8,75,8
Nd,20161029c1v3,1,V9,99,5
Nd,20161029c1v3,1,V13,118,5
Nd,20161029c1v3,1,V15,132,6
Nd,20161029c1v3,1,V17,175,36
Nd,20161029c1v3,1,V18,210,28
Nd,20161029c1v3,1,V19,230,18
Nd,20161029c1v3,1,V20,276,44
Nd,20161029c1v3,1,V22,298,7
Nd,20161029c1v3,1,V27,408,60
Nd,20161029c1v3,1,V28,478,63
Nd,20161029c1v3,1,V32,550,8
Nd,20161029c1v3,1,V36,613,11
Nd,20161029c1v3,1,V43,1092,5
Nd,20161029c1v3,1,V47,1500,8
Nd,20161029c1v3,1,V48,1517,11
Nd,20161029c1v3,1,V53,1624,20
Nd,20161029c1v3,1,V60,1668,6
Nd,20161029c1v3,1,V72,1768,9
Nd,20161029c1v3,1,V73,1783,6
Nd,20161029c1v3,1,V82,1867,15
Nd,20161029c1v3,1,V85,1883,5
Nd,20161029c1v3,1,V91,1941,5
Nd,20161029c1v3,1,V95,1962,7
Nd,20161029c1v3,1,V99,2001,6
Nd,20161029c1v3,1,V103,2038,14
Nd,20161029c1v3,1,V106,2078,18
Nd,20161029c1v3,1,V108,2106,6
Nd,20161029c1v3,1,V111,2145,12
Nd,20161029c1v3,1,V118,2193,19
Nd,20161029c1v3,1,V119,2204,7
Nd,20161029c1v3,1,V121,2220,5
Nd,20161029c1v3,1,V122,2237,14
Nd,20161029c1v3,1,V127,2265,7
Nd,20161029c1v3,1,V129,2292,21
Nd,20161029c1v3,1,V130,2307,11
Nd,20161029c1v3,1,V133,2371,54
Nd,20161029c1v3,1,V134,2392,18
Nd,20161029c1v3,1,V135,2413,19
Nd,20161029c1v3,1,V136,2420,5
Nd,20161029c1v3,1,V137,2443,20
Nd,20161029c1v3,1,V138,2469,21
Nd,20161029c1v3,1,V140,2481,6
Nd,20161029c1v3,1,V141,2493,6
Nd,20161029c1v3,1,V142,2502,7
Nd,20161029c1v3,1,V149,2605,9
Nd,20161029c1v3,1,V150,2705,8
Nd,20161029c1v3,1,V157,2828,29
Nd,20161029c1v3,1,V166,2935,48
Nd,20161029c1v3,1,V167,3070,133
Nd,20161029c1v3,1,V170,3096,17
Nd,20161029c1v3,1,V172,3124,23
Nd,20161029c1v3,1,V174,3152,12
Nd,20161029c1v3,1,V179,3198,10
Nd,20161029c1v3,1,V180,3205,5
Nd,20161029c1v3,1,V181,3233,26
Nd,20161029c1v3,1,V185,3306,11
Nd,20161029c1v3,1,V187,3318,7
Nd,20161029c1v3,1,V188,3386,60
Nd,20161029c1v3,1,V192,3457,17
Nd,20161029c1v3,1,V193,3469,5
Nd,20161029c1v3,1,V194,3480,9
Nd,20161029c1v3,1,V195,3495,8
Nd,20161029c1v3,1,V198,3526,13
Nd,20161029c1v3,1,V199,3539,9
Nd,20161029c1v3,1,V200,3550,5
Nd,20161029c1v3,1,V201,3558,6
Nd,20161029c1v3,1,V202,3573,13
Nd,20161029c1v3,1,V204,3594,15
Nd,20161029c1v3,1,V206,3609,7
Nd,20161029c1v3,1,V210,3637,9
Nd,20161029c1v3,1,V211,3661,15
Nd,20161029c1v3,1,V214,3688,11
Nd,20161029c1v3,1,V215,3702,7
Nd,20161029c1v3,1,V216,3710,6
Nd,20161029c1v3,1,V218,3726,5
Nd,20161029c1v3,1,V219,3743,12
Nd,20161029c1v3,1,V222,3769,9
Nd,20161029c1v3,1,V224,3780,5
Nd,20161029c1v3,1,V226,3805,6
Nd,20161029c1v3,1,V228,3829,16
Nd,20161029c1v3,1,V229,3848,17
Nd,20161029c1v3,1,V231,3867,14
Nd,20161029c1v3,1,V233,3884,5
Nd,20161029c1v3,1,V235,3896,5
Nd,20161029c1v3,1,V236,3919,21
Nd,20161029c1v3,1,V237,3928,7
Nd,20161029c1v3,1,V241,3975,20
Nd,20161029c1v3,1,V242,3989,10
Nd,20161029c1v3,1,V243,4000,5
Nd,20161029c1v3,1,V245,4028,5
Nd,20161029c1v3,1,V250,4086,14
Nd,20161029c1v3,1,V253,4130,8
Nd,20161029c1v3,1,V256,4192,6
Nd,20161029c1v3,1,V260,4226,5
Nd,20161029c1v3,1,V263,4251,11
Nd,20161029c1v3,1,V264,4268,13
Nd,20161029c1v3,1,V267,4297,6
Nd,20161029c1v3,1,V270,4318,12
Nd,20161029c1v3,1,V273,4347,11
Nd,20161029c1v3,1,V274,4375,26
Nd,20161029c1v3,1,V275,4399,20
Nd,20161029c1v3,1,V276,4425,24
Nd,20161029c1v3,1,V277,4432,5
Nd,20161029c1v3,1,V279,4446,7
Nd,20161029c1v3,1,V280,4482,34
Nd,20161029c1v3,1,V282,4510,22
Nd,20161029c1v3,1,V283,4544,31
Nd,20161029c1v3,1,V287,4568,5
Nd,20161029c1v3,1,V289,4584,10
Nd,20161029c1v3,1,V291,4597,6
Nd,20161029c1v3,1,V294,4623,5
Nd,20161029c1v3,1,V299,4708,17
Nd,20161029c1v3,1,V300,4715,5
Nd,20161029c1v3,1,V302,4736,9
Nd,20161029c1v3,1,V305,4810,5
Nd,20161029c1v3,1,V311,4893,6
Nd,20161029c1v3,1,V316,4946,9
Nd,20161029c1v3,1,V326,5096,5
Nd,20161029c1v3,1,V332,5198,14
Nd,20161029c1v3,1,V333,5210,8
Nd,20161029c1v3,1,V335,5234,18
Nd,20161029c1v3,1,V336,5242,6
Nd,20161029c1v3,1,V337,5266,21
Nd,20161029c1v3,1,V338,5296,12
Nd,20161029c1v3,1,V340,5601,19
Nd,20161029c1v3,1,V342,5623,12
Nd,20161029c1v3,1,V343,5639,8
Nd,20161029c1v3,1,V344,5646,5
Nd,20161029c1v3,1,V346,5665,6
Nd,20161029c1v3,1,V358,5832,7
Nd,20161029c1v3,1,V365,5957,5
Nd,20161029c1v3,1,V366,5970,5
Nd,20161029c1v3,1,V367,5979,5
Nd,20161029c1v3,1,V368,5995,13
Nd,20161029c1v3,1,V369,6014,5
Nd,20161029c1v3,1,V384,7266,10
Nd,20161029c1v3,1,V388,7287,5
Nd,20161029c1v3,1,V389,7304,6
Nd,20161029c1v3,1,V393,7351,8
Nd,20161029c1v3,1,V396,7399,9
Nd,20161029c1v3,1,V399,7431,11
Nd,20161029c1v3,1,V401,7488,8
Nd,20161029c1v3,1,V403,7507,5
Nd,20161029c1v3,1,V404,7515,5
Nd,20161029c1v3,1,V407,7536,6
Nd,20161029c1v3,1,V408,7547,5
Nd,20161029c1v3,1,V410,7639,8
Nd,20161029c1v3,1,V413,7665,15
Nd,20161029c1v3,1,V414,7748,81
Nd,20161029c1v3,1,V415,7759,5
Nd,20161029c1v3,1,V416,7767,6
Nd,20161029c1v3,1,V420,7794,11
Nd,20161029c1v3,1,V421,7816,20
Nd,20161029c1v3,1,V423,7833,9
Nd,20161029c1v3,1,V425,7851,8
Nd,20161029c1v3,1,V427,7899,39
Nd,20161029c1v3,1,V428,7917,14
Nd,20161029c1v3,1,V429,7932,9
Nd,20161029c1v3,1,V430,7945,11
Nd,20161029c1v3,1,V434,7963,5
Nd,20161029c1v3,1,V435,7978,13
Nd,20161029c1v3,1,V436,7996,16
Nd,20161029c1v3,1,V438,8018,16
Nd,20161029c1v3,1,V440,8041,12
Nd,20161029c1v3,1,V443,8069,12
Nd,20161029c1v3,1,V444,8079,8
Nd,20161029c1v3,1,V447,8109,11
Nd,20161029c1v3,1,V448,8140,29
Nd,20161029c1v3,1,V449,8149,7
Nd,20161029c1v3,1,V454,8208,32
Nd,20161029c1v3,1,V455,8220,7
Nd,20161029c1v3,1,V457,8233,6
Nd,20161029c1v3,1,V459,8260,7
Nd,20161029c1v3,1,V463,8300,12
Nd,20161029c1v3,1,V471,8686,6
Nd,20161029c1v3,1,V475,8958,6
Nd,20161029c1v3,1,V477,8980,6
Nd,20161029c1v3,1,V484,9036,15
Nd,20161029c1v3,1,V485,9064,23
Nd,20161029c1v3,1,V494,9157,8
Nd,20161029c1v3,1,V497,9183,9
Nd,20161029c1v3,1,V502,9222,14
Nd,20161029c1v3,1,V504,9245,5
Nd,20161029c1v3,1,V508,9273,15
Nd,20161029c1v3,1,V513,9301,10
Nd,20161029c1v3,1,V514,9323,15
Nd,20161029c1v3,1,V516,9342,9
Nd,20161029c1v3,1,V526,9398,8
Nd,20161029c1v3,1,V528,9415,12
Nd,20161029c1v3,1,V532,9438,5
Nd,20161029c1v3,1,V533,9445,5
Nd,20161029c1v3,1,V534,9452,5
Nd,20161029c1v3,1,V546,9537,5
Nd,20161029c1v3,1,V551,9586,5
Nd,20161029c1v3,1,V556,9675,11
Nd,20161029c1v3,1,V557,9693,12
Nd,20161029c1v3,1,V559,9710,6
Nd,20161029c1v3,1,V560,9724,12
Nd,20161029c1v3,1,V563,9744,7
Nd,20161029c1v3,1,V568,9787,8
Nd,20161029c1v3,1,V570,9834,25
Nd,20161029c1v3,1,V572,9851,8
Nd,20161029c1v3,1,V575,9869,5
Nd,20161029c1v3,1,V576,9881,9
Nd,20161029c1v3,1,V579,9902,6
Nd,20161029c1v3,1,V580,9915,11
Nd,20161029c1v3,1,V590,9979,9
Nd,20161029c1v3,1,V591,9987,6
Nd,20161029c1v3,1,V592,10028,36
Nd,20161029c1v3,1,V593,10053,23
Nd,20161029c1v3,1,V598,10082,8
Nd,20161029c1v3,1,V600,10110,23
Nd,20161029c1v3,1,V605,10151,11
Nd,20161029c1v3,1,V612,10197,5
