genotype,datelist,animal,variable,fram,lens
Nd,20170114c1v1,1,V4,141,42
Nd,20170114c1v1,1,V7,172,11
Nd,20170114c1v1,1,V8,180,5
Nd,20170114c1v1,1,V9,204,20
Nd,20170114c1v1,1,V13,231,9
Nd,20170114c1v1,1,V14,401,168
Nd,20170114c1v1,1,V15,445,42
Nd,20170114c1v1,1,V16,570,120
Nd,20170114c1v1,1,V17,970,395
Nd,20170114c1v1,1,V18,984,11
Nd,20170114c1v1,1,V19,993,7
Nd,20170114c1v1,1,V22,1016,6
Nd,20170114c1v1,1,V25,1054,7
Nd,20170114c1v1,1,V34,1352,5
Nd,20170114c1v1,1,V39,1721,6
Nd,20170114c1v1,1,V44,1816,8
Nd,20170114c1v1,1,V46,1839,8
Nd,20170114c1v1,1,V48,1870,6
Nd,20170114c1v1,1,V52,1907,7
Nd,20170114c1v1,1,V134,3016,7
Nd,20170114c1v1,1,V145,3118,27
Nd,20170114c1v1,1,V146,3127,6
Nd,20170114c1v1,1,V147,3192,63
Nd,20170114c1v1,1,V150,3210,6
Nd,20170114c1v1,1,V151,3222,10
Nd,20170114c1v1,1,V152,3240,16
Nd,20170114c1v1,1,V155,3256,5
Nd,20170114c1v1,1,V157,3268,7
Nd,20170114c1v1,1,V158,3287,13
Nd,20170114c1v1,1,V165,3338,17
Nd,20170114c1v1,1,V166,3345,5
Nd,20170114c1v1,1,V173,3437,6
Nd,20170114c1v1,1,V179,3523,5
Nd,20170114c1v1,1,V181,3576,28
Nd,20170114c1v1,1,V182,3592,7
Nd,20170114c1v1,1,V185,3620,8
Nd,20170114c1v1,1,V187,3642,16
Nd,20170114c1v1,1,V188,3659,7
Nd,20170114c1v1,1,V191,5419,6
Nd,20170114c1v1,1,V193,5433,9
Nd,20170114c1v1,1,V195,5457,7
Nd,20170114c1v1,1,V196,5479,6
Nd,20170114c1v1,1,V205,5603,5
Nd,20170114c1v1,1,V206,5632,9
Nd,20170114c1v1,1,V224,6053,6
Nd,20170114c1v1,1,V226,6074,8
Nd,20170114c1v1,1,V227,6085,6
Nd,20170114c1v1,1,V233,6166,5
Nd,20170114c1v1,1,V234,6229,59
Nd,20170114c1v1,1,V236,6306,12
Nd,20170114c1v1,1,V237,6799,15
Nd,20170114c1v1,1,V238,6847,12
Nd,20170114c1v1,1,V243,7107,10
Nd,20170114c1v1,1,V263,7722,9
Nd,20170114c1v1,1,V264,7786,58
Nd,20170114c1v1,1,V265,7868,80
Nd,20170114c1v1,1,V266,7914,44
Nd,20170114c1v1,1,V267,7933,17
Nd,20170114c1v1,1,V268,7953,17
Nd,20170114c1v1,1,V270,7969,5
Nd,20170114c1v1,1,V271,7985,14
Nd,20170114c1v1,1,V272,7999,11
Nd,20170114c1v1,1,V273,8006,5
Nd,20170114c1v1,1,V274,8017,9
Nd,20170114c1v1,1,V276,8033,9
Nd,20170114c1v1,1,V277,8041,6
Nd,20170114c1v1,1,V278,8053,9
Nd,20170114c1v1,1,V279,8065,8
Nd,20170114c1v1,1,V280,8073,6
Nd,20170114c1v1,1,V282,8085,6
Nd,20170114c1v1,1,V283,8093,6
Nd,20170114c1v1,1,V285,8121,9
Nd,20170114c1v1,1,V288,8138,5
Nd,20170114c1v1,1,V289,8151,9
Nd,20170114c1v1,1,V290,8162,9
Nd,20170114c1v1,1,V291,8169,5
Nd,20170114c1v1,1,V292,8195,24
Nd,20170114c1v1,1,V297,8234,23
Nd,20170114c1v1,1,V299,8257,17
Nd,20170114c1v1,1,V305,8298,11
Nd,20170114c1v1,1,V307,8319,8
Nd,20170114c1v1,1,V310,8339,6
Nd,20170114c1v1,1,V314,8365,5
Nd,20170114c1v1,1,V315,8381,12
Nd,20170114c1v1,1,V316,8407,19
Nd,20170114c1v1,1,V318,8426,10
Nd,20170114c1v1,1,V319,8462,32
Nd,20170114c1v1,1,V330,8695,7
Nd,20170114c1v1,1,V336,8842,9
Nd,20170114c1v1,1,V339,8859,5
Nd,20170114c1v1,1,V341,8880,13
Nd,20170114c1v1,1,V343,8940,9
Nd,20170114c1v1,1,V346,8965,15
Nd,20170114c1v1,1,V347,8972,5
Nd,20170114c1v1,1,V368,10799,1542
Nd,20170114c1v1,2,V1,14,10
Nd,20170114c1v1,2,V2,57,38
Nd,20170114c1v1,2,V3,77,18
Nd,20170114c1v1,2,V5,117,33
Nd,20170114c1v1,2,V6,125,6
Nd,20170114c1v1,2,V7,149,22
Nd,20170114c1v1,2,V8,158,5
Nd,20170114c1v1,2,V9,168,6
Nd,20170114c1v1,2,V11,197,5
Nd,20170114c1v1,2,V13,222,7
Nd,20170114c1v1,2,V20,335,10
Nd,20170114c1v1,2,V28,416,5
Nd,20170114c1v1,2,V29,437,6
Nd,20170114c1v1,2,V30,449,7
Nd,20170114c1v1,2,V32,471,14
Nd,20170114c1v1,2,V33,482,6
Nd,20170114c1v1,2,V34,493,6
Nd,20170114c1v1,2,V35,508,9
Nd,20170114c1v1,2,V36,529,12
Nd,20170114c1v1,2,V37,547,9
Nd,20170114c1v1,2,V39,568,9
Nd,20170114c1v1,2,V40,594,7
Nd,20170114c1v1,2,V43,625,7
Nd,20170114c1v1,2,V45,641,10
Nd,20170114c1v1,2,V49,685,15
Nd,20170114c1v1,2,V50,699,9
Nd,20170114c1v1,2,V52,713,5
Nd,20170114c1v1,2,V53,730,15
Nd,20170114c1v1,2,V54,741,8
Nd,20170114c1v1,2,V57,772,7
Nd,20170114c1v1,2,V60,806,16
Nd,20170114c1v1,2,V61,828,18
Nd,20170114c1v1,2,V62,842,8
Nd,20170114c1v1,2,V69,894,12
Nd,20170114c1v1,2,V72,927,10
Nd,20170114c1v1,2,V74,938,5
Nd,20170114c1v1,2,V78,970,8
Nd,20170114c1v1,2,V83,1000,7
Nd,20170114c1v1,2,V87,1034,14
Nd,20170114c1v1,2,V90,1061,7
Nd,20170114c1v1,2,V99,1111,6
Nd,20170114c1v1,2,V102,1140,14
Nd,20170114c1v1,2,V103,1162,20
Nd,20170114c1v1,2,V104,1180,13
Nd,20170114c1v1,2,V106,1203,8
Nd,20170114c1v1,2,V107,1211,6
Nd,20170114c1v1,2,V108,1223,8
Nd,20170114c1v1,2,V111,1243,7
Nd,20170114c1v1,2,V112,1254,9
Nd,20170114c1v1,2,V113,1278,22
Nd,20170114c1v1,2,V116,1298,6
Nd,20170114c1v1,2,V117,1308,8
Nd,20170114c1v1,2,V118,1337,27
Nd,20170114c1v1,2,V120,1356,11
Nd,20170114c1v1,2,V122,1382,16
Nd,20170114c1v1,2,V123,1390,6
Nd,20170114c1v1,2,V124,1420,23
Nd,20170114c1v1,2,V126,1438,12
Nd,20170114c1v1,2,V128,1461,18
Nd,20170114c1v1,2,V129,1475,12
Nd,20170114c1v1,2,V132,1489,6
Nd,20170114c1v1,2,V133,1529,38
Nd,20170114c1v1,2,V135,1570,36
Nd,20170114c1v1,2,V136,1605,30
Nd,20170114c1v1,2,V138,1625,10
Nd,20170114c1v1,2,V139,1634,6
Nd,20170114c1v1,2,V143,1665,9
Nd,20170114c1v1,2,V147,1685,7
Nd,20170114c1v1,2,V149,1701,9
Nd,20170114c1v1,2,V150,1710,7
Nd,20170114c1v1,2,V151,1798,86
Nd,20170114c1v1,2,V153,1808,5
Nd,20170114c1v1,2,V154,1817,7
Nd,20170114c1v1,2,V156,1836,12
Nd,20170114c1v1,2,V157,1854,7
Nd,20170114c1v1,2,V159,1872,10
Nd,20170114c1v1,2,V162,1899,9
Nd,20170114c1v1,2,V163,1913,7
Nd,20170114c1v1,2,V169,1981,16
Nd,20170114c1v1,2,V170,1989,6
Nd,20170114c1v1,2,V180,2071,6
Nd,20170114c1v1,2,V181,2107,28
Nd,20170114c1v1,2,V188,2262,6
Nd,20170114c1v1,2,V190,2338,10
Nd,20170114c1v1,2,V191,2425,15
Nd,20170114c1v1,2,V194,2544,8
Nd,20170114c1v1,2,V207,2783,5
Nd,20170114c1v1,2,V208,2791,6
Nd,20170114c1v1,2,V209,2847,10
Nd,20170114c1v1,2,V210,2875,10
Nd,20170114c1v1,2,V215,2934,6
Nd,20170114c1v1,2,V216,2946,10
Nd,20170114c1v1,2,V219,2979,7
Nd,20170114c1v1,2,V222,3029,16
Nd,20170114c1v1,2,V223,3048,12
Nd,20170114c1v1,2,V224,3068,13
Nd,20170114c1v1,2,V226,3080,7
Nd,20170114c1v1,2,V227,8854,5772
Nd,20170114c1v1,2,V229,8901,38
Nd,20170114c1v1,2,V231,9685,34
Nd,20170114c1v1,2,V232,9904,174
Nd,20170114c1v1,2,V234,10194,128
Nd,20170114c1v1,2,V235,10278,12
Nd,20170114c1v1,2,V238,10513,185
Nd,20170114c1v1,2,V240,10554,5
Nd,20170114c1v1,2,V252,10731,10
Nd,20170114c1v1,3,V16,1460,6
Nd,20170114c1v1,3,V31,2042,8
Nd,20170114c1v1,3,V35,2091,10
Nd,20170114c1v1,3,V36,2108,8
Nd,20170114c1v1,3,V38,2123,6
Nd,20170114c1v1,3,V39,2135,7
Nd,20170114c1v1,3,V40,2145,8
Nd,20170114c1v1,3,V42,2164,5
Nd,20170114c1v1,3,V47,2241,22
Nd,20170114c1v1,3,V48,2287,43
Nd,20170114c1v1,3,V51,2351,16
Nd,20170114c1v1,3,V52,2375,22
Nd,20170114c1v1,3,V53,2393,16
Nd,20170114c1v1,3,V54,2404,9
Nd,20170114c1v1,3,V55,2423,5
Nd,20170114c1v1,3,V56,2434,9
Nd,20170114c1v1,3,V58,2519,67
Nd,20170114c1v1,3,V59,2600,79
Nd,20170114c1v1,3,V60,2619,16
Nd,20170114c1v1,3,V63,2641,12
Nd,20170114c1v1,3,V65,2678,28
Nd,20170114c1v1,3,V67,2730,17
Nd,20170114c1v1,3,V68,2748,16
Nd,20170114c1v1,3,V69,2769,19
Nd,20170114c1v1,3,V70,2779,6
Nd,20170114c1v1,3,V75,2854,11
Nd,20170114c1v1,3,V80,2895,7
Nd,20170114c1v1,3,V83,2937,11
Nd,20170114c1v1,3,V85,2956,9
Nd,20170114c1v1,3,V90,2999,12
Nd,20170114c1v1,3,V92,3035,6
Nd,20170114c1v1,3,V99,3192,5
Nd,20170114c1v1,3,V100,3280,5
Nd,20170114c1v1,3,V110,3581,15
Nd,20170114c1v1,3,V123,3871,5
Nd,20170114c1v1,3,V126,4007,9
Nd,20170114c1v1,3,V130,4047,10
Nd,20170114c1v1,3,V135,4101,12
Nd,20170114c1v1,3,V137,4120,12
Nd,20170114c1v1,3,V140,4133,5
Nd,20170114c1v1,3,V143,4216,45
Nd,20170114c1v1,3,V146,4273,12
Nd,20170114c1v1,3,V147,4285,10
Nd,20170114c1v1,3,V148,4369,82
Nd,20170114c1v1,3,V152,4405,8
Nd,20170114c1v1,3,V153,4418,11
Nd,20170114c1v1,3,V154,4433,11
Nd,20170114c1v1,3,V155,4445,8
Nd,20170114c1v1,3,V158,4461,6
Nd,20170114c1v1,3,V159,4470,6
Nd,20170114c1v1,3,V160,4483,8
Nd,20170114c1v1,3,V161,4498,12
Nd,20170114c1v1,3,V162,4523,23
Nd,20170114c1v1,3,V166,4570,28
Nd,20170114c1v1,3,V167,4585,7
Nd,20170114c1v1,3,V168,4626,39
Nd,20170114c1v1,3,V170,4660,8
Nd,20170114c1v1,3,V174,4954,5
Nd,20170114c1v1,3,V175,4965,8
Nd,20170114c1v1,3,V176,4973,5
Nd,20170114c1v1,3,V178,4999,13
Nd,20170114c1v1,3,V181,5030,11
Nd,20170114c1v1,3,V187,5069,10
Nd,20170114c1v1,3,V189,5086,6
Nd,20170114c1v1,3,V191,5096,5
Nd,20170114c1v1,3,V196,5119,5
Nd,20170114c1v1,3,V198,5165,30
Nd,20170114c1v1,3,V199,5180,11
Nd,20170114c1v1,3,V200,5195,13
Nd,20170114c1v1,3,V207,5253,10
Nd,20170114c1v1,3,V208,5265,10
Nd,20170114c1v1,3,V210,5292,21
Nd,20170114c1v1,3,V211,5306,11
Nd,20170114c1v1,3,V213,5329,6
Nd,20170114c1v1,3,V216,5364,14
Nd,20170114c1v1,3,V218,5384,6
Nd,20170114c1v1,3,V221,5402,5
Nd,20170114c1v1,3,V223,5422,7
Nd,20170114c1v1,3,V231,5478,11
Nd,20170114c1v1,3,V232,5485,5
Nd,20170114c1v1,3,V234,5504,7
Nd,20170114c1v1,3,V237,5523,5
Nd,20170114c1v1,3,V242,5551,9
Nd,20170114c1v1,3,V252,5617,6
Nd,20170114c1v1,3,V255,5655,15
Nd,20170114c1v1,3,V256,5669,10
Nd,20170114c1v1,3,V263,5746,5
Nd,20170114c1v1,3,V265,5770,6
Nd,20170114c1v1,3,V269,5875,7
Nd,20170114c1v1,3,V272,5909,14
Nd,20170114c1v1,3,V286,6105,5
Nd,20170114c1v1,3,V287,6137,5
Nd,20170114c1v1,3,V290,6154,5
Nd,20170114c1v1,3,V291,6181,18
Nd,20170114c1v1,3,V306,6407,5
Nd,20170114c1v1,3,V308,6422,6
Nd,20170114c1v1,3,V309,6432,6
Nd,20170114c1v1,3,V310,6447,7
Nd,20170114c1v1,3,V318,6570,7
Nd,20170114c1v1,3,V320,6596,17
Nd,20170114c1v1,3,V321,6621,22
Nd,20170114c1v1,3,V324,6665,5
Nd,20170114c1v1,3,V326,6678,7
Nd,20170114c1v1,3,V327,6688,7
Nd,20170114c1v1,3,V329,6710,17
Nd,20170114c1v1,3,V332,6743,17
Nd,20170114c1v1,3,V336,6776,5
Nd,20170114c1v1,3,V340,6804,7
Nd,20170114c1v1,3,V341,6835,24
Nd,20170114c1v1,3,V343,6872,31
Nd,20170114c1v1,3,V344,6887,13
Nd,20170114c1v1,3,V348,6913,6
Nd,20170114c1v1,3,V351,6954,6
Nd,20170114c1v1,3,V354,6969,6
Nd,20170114c1v1,3,V361,7058,13
Nd,20170114c1v1,3,V362,7276,8
Nd,20170114c1v1,3,V364,7297,9
Nd,20170114c1v1,3,V365,7304,5
Nd,20170114c1v1,3,V370,7346,21
Nd,20170114c1v1,3,V372,7360,7
Nd,20170114c1v1,3,V378,7398,12
Nd,20170114c1v1,3,V380,7417,10
Nd,20170114c1v1,3,V382,7475,15
Nd,20170114c1v1,3,V389,7521,5
Nd,20170114c1v1,3,V390,7542,19
Nd,20170114c1v1,3,V400,7602,7
Nd,20170114c1v1,3,V403,7622,5
Nd,20170114c1v1,3,V405,7649,18
Nd,20170114c1v1,3,V407,7667,10
Nd,20170114c1v1,3,V408,7682,13
Nd,20170114c1v1,3,V409,7693,5
Nd,20170114c1v1,3,V413,7711,5
Nd,20170114c1v1,3,V416,7759,19
Nd,20170114c1v1,3,V426,7852,10
Nd,20170114c1v1,3,V439,8068,6
Nd,20170114c1v1,3,V442,8150,6
Nd,20170114c1v1,3,V445,8180,7
Nd,20170114c1v1,3,V446,8205,9
Nd,20170114c1v1,3,V447,8221,5
Nd,20170114c1v1,3,V449,8252,9
Nd,20170114c1v1,3,V451,8271,7
Nd,20170114c1v1,3,V456,8305,6
Nd,20170114c1v1,3,V467,8401,5
Nd,20170114c1v1,3,V468,8418,13
Nd,20170114c1v1,3,V471,8444,6
Nd,20170114c1v1,3,V482,8568,6
Nd,20170114c1v1,3,V484,8592,11
Nd,20170114c1v1,3,V487,8610,6
Nd,20170114c1v1,3,V492,8654,5
Nd,20170114c1v1,3,V494,8678,9
Nd,20170114c1v1,3,V501,8726,6
Nd,20170114c1v1,3,V508,8844,6
Nd,20170114c1v1,3,V510,8864,12
Nd,20170114c1v1,3,V513,8880,6
Nd,20170114c1v1,3,V514,8894,12
Nd,20170114c1v1,3,V515,8923,19
Nd,20170114c1v1,3,V516,8930,5
Nd,20170114c1v1,3,V517,8939,7
Nd,20170114c1v1,3,V518,8958,16
Nd,20170114c1v1,3,V519,8988,28
Nd,20170114c1v1,3,V523,9027,9
Nd,20170114c1v1,3,V524,9047,16
Nd,20170114c1v1,3,V525,9065,15
Nd,20170114c1v1,3,V529,9094,5
Nd,20170114c1v1,3,V530,9106,10
Nd,20170114c1v1,3,V531,9117,9
Nd,20170114c1v1,3,V534,9141,5
Nd,20170114c1v1,3,V539,9249,5
Nd,20170114c1v1,3,V541,9288,27
Nd,20170114c1v1,3,V542,9299,9
Nd,20170114c1v1,3,V544,9325,9
Nd,20170114c1v1,3,V545,9332,5
Nd,20170114c1v1,3,V547,9346,7
Nd,20170114c1v1,3,V549,9358,7
Nd,20170114c1v1,3,V554,9391,7
Nd,20170114c1v1,3,V555,9417,24
Nd,20170114c1v1,3,V556,9427,8
Nd,20170114c1v1,3,V557,9436,7
Nd,20170114c1v1,3,V558,9446,7
Nd,20170114c1v1,3,V561,9471,12
Nd,20170114c1v1,3,V563,9484,8
Nd,20170114c1v1,3,V564,9494,8
Nd,20170114c1v1,3,V567,9511,6
Nd,20170114c1v1,3,V568,9518,5
Nd,20170114c1v1,3,V570,9536,6
Nd,20170114c1v1,3,V573,9554,5
Nd,20170114c1v1,3,V576,9590,12
Nd,20170114c1v1,3,V577,9599,7
Nd,20170114c1v1,3,V582,9643,6
Nd,20170114c1v1,3,V585,9666,8
Nd,20170114c1v1,3,V587,9688,12
Nd,20170114c1v1,3,V589,9719,24
Nd,20170114c1v1,3,V597,9775,19
Nd,20170114c1v1,3,V598,9783,5
Nd,20170114c1v1,3,V600,9802,11
Nd,20170114c1v1,3,V601,9810,6
Nd,20170114c1v1,3,V603,9829,7
Nd,20170114c1v1,3,V607,9863,6
Nd,20170114c1v1,3,V608,9888,6
Nd,20170114c1v1,3,V610,9907,5
Nd,20170114c1v1,3,V611,9916,5
Nd,20170114c1v1,3,V615,9944,13
Nd,20170114c1v1,3,V617,9957,6
Nd,20170114c1v1,3,V620,9991,9
Nd,20170114c1v1,3,V635,10098,10
Nd,20170114c1v1,3,V638,10119,5
Nd,20170114c1v1,3,V639,10132,5
Nd,20170114c1v1,3,V641,10145,5
Nd,20170114c1v1,3,V644,10163,5
Nd,20170114c1v1,3,V645,10181,7
Nd,20170114c1v1,3,V646,10190,7
Nd,20170114c1v1,3,V649,10216,5
Nd,20170114c1v1,3,V650,10223,5
Nd,20170114c1v1,3,V652,10236,5
Nd,20170114c1v1,3,V654,10250,7
Nd,20170114c1v1,3,V660,10321,6
Nd,20170114c1v1,3,V664,10350,8
Nd,20170114c1v1,3,V667,10384,6
Nd,20170114c1v1,3,V672,10426,6
Nd,20170114c1v1,3,V673,10437,7
Nd,20170114c1v1,3,V674,10465,20
Nd,20170114c1v1,3,V677,10509,5
Nd,20170114c1v1,3,V679,10532,14
Nd,20170114c1v1,3,V682,10566,9
Nd,20170114c1v1,3,V687,10610,20
Nd,20170114c1v1,3,V690,10644,5
Nd,20170114c1v1,3,V693,10668,6
Nd,20170114c1v1,3,V695,10686,11
Nd,20170114c1v1,3,V696,10714,26
Nd,20170114c1v1,3,V697,10737,8
Nd,20170114c1v1,3,V699,10750,5
Nd,20170114c1v1,3,V702,10780,7
Nd,20170114c1v1,3,V704,10799,11
Nd,20170114c1v1,4,V10,422,5
Nd,20170114c1v1,4,V19,574,7
Nd,20170114c1v1,4,V20,593,6
Nd,20170114c1v1,4,V25,676,9
Nd,20170114c1v1,4,V27,704,8
Nd,20170114c1v1,4,V28,721,8
Nd,20170114c1v1,4,V30,762,28
Nd,20170114c1v1,4,V33,781,8
Nd,20170114c1v1,4,V34,788,5
Nd,20170114c1v1,4,V35,795,5
Nd,20170114c1v1,4,V37,810,8
Nd,20170114c1v1,4,V38,834,20
Nd,20170114c1v1,4,V39,854,18
Nd,20170114c1v1,4,V41,888,20
Nd,20170114c1v1,4,V42,917,6
Nd,20170114c1v1,4,V43,929,10
Nd,20170114c1v1,4,V49,974,12
Nd,20170114c1v1,4,V53,1006,14
Nd,20170114c1v1,4,V55,1017,6
Nd,20170114c1v1,4,V64,1090,16
Nd,20170114c1v1,4,V66,1102,6
Nd,20170114c1v1,4,V68,1128,16
Nd,20170114c1v1,4,V70,1142,7
Nd,20170114c1v1,4,V71,1154,9
Nd,20170114c1v1,4,V72,1167,8
Nd,20170114c1v1,4,V74,1183,6
Nd,20170114c1v1,4,V75,1193,7
Nd,20170114c1v1,4,V76,1202,7
Nd,20170114c1v1,4,V81,1239,6
Nd,20170114c1v1,4,V83,1274,22
Nd,20170114c1v1,4,V89,1330,8
Nd,20170114c1v1,4,V99,1757,48
Nd,20170114c1v1,4,V106,3008,20
Nd,20170114c1v1,4,V108,3039,16
Nd,20170114c1v1,4,V115,3132,14
Nd,20170114c1v1,4,V118,3159,17
Nd,20170114c1v1,4,V119,3182,21
Nd,20170114c1v1,4,V121,3261,68
Nd,20170114c1v1,4,V122,3268,5
Nd,20170114c1v1,4,V123,3288,14
Nd,20170114c1v1,4,V124,3309,18
Nd,20170114c1v1,4,V125,3380,69
Nd,20170114c1v1,4,V126,3427,45
Nd,20170114c1v1,4,V128,3446,14
Nd,20170114c1v1,4,V132,3487,18
Nd,20170114c1v1,4,V133,3528,33
Nd,20170114c1v1,4,V138,3568,6
Nd,20170114c1v1,4,V141,3591,7
Nd,20170114c1v1,4,V143,3614,6
Nd,20170114c1v1,4,V148,3687,10
Nd,20170114c1v1,4,V155,4168,8
Nd,20170114c1v1,4,V156,4177,5
Nd,20170114c1v1,4,V158,4188,5
Nd,20170114c1v1,4,V163,4217,10
Nd,20170114c1v1,4,V164,4235,16
Nd,20170114c1v1,4,V166,4271,28
Nd,20170114c1v1,4,V171,4304,7
Nd,20170114c1v1,4,V173,4333,24
Nd,20170114c1v1,4,V174,4343,8
Nd,20170114c1v1,4,V177,4371,16
Nd,20170114c1v1,4,V178,4381,8
Nd,20170114c1v1,4,V181,4404,9
Nd,20170114c1v1,4,V182,4433,27
Nd,20170114c1v1,4,V184,4447,9
Nd,20170114c1v1,4,V185,4459,10
Nd,20170114c1v1,4,V189,4488,9
Nd,20170114c1v1,4,V190,4495,5
Nd,20170114c1v1,4,V191,4509,12
Nd,20170114c1v1,4,V193,4531,6
Nd,20170114c1v1,4,V194,4561,28
Nd,20170114c1v1,4,V195,4584,21
Nd,20170114c1v1,4,V196,4594,8
Nd,20170114c1v1,4,V198,4620,21
Nd,20170114c1v1,4,V200,5372,744
Nd,20170114c1v1,4,V201,6849,1049
Nd,20170114c1v1,4,V202,7798,799
Nd,20170114c1v1,4,V203,8672,122
Nd,20170114c1v1,4,V208,8983,12
Nd,20170114c1v1,4,V213,9092,26
Nd,20170114c1v1,4,V214,9128,31
Nd,20170114c1v1,4,V215,9136,6
Nd,20170114c1v1,4,V218,9169,15
Nd,20170114c1v1,4,V219,9197,22
Nd,20170114c1v1,4,V220,9219,20
Nd,20170114c1v1,4,V221,9238,16
Nd,20170114c1v1,4,V222,9247,6
Nd,20170114c1v1,4,V223,10799,1550
Nd,20170114c1v1,5,V2,1205,1144
Nd,20170114c1v1,5,V7,1729,5
Nd,20170114c1v1,5,V8,1738,6
Nd,20170114c1v1,5,V9,1749,9
Nd,20170114c1v1,5,V15,1809,5
Nd,20170114c1v1,5,V16,1818,6
Nd,20170114c1v1,5,V17,1836,6
Nd,20170114c1v1,5,V18,1845,7
Nd,20170114c1v1,5,V19,1859,11
Nd,20170114c1v1,5,V20,1894,33
Nd,20170114c1v1,5,V22,1906,6
Nd,20170114c1v1,5,V27,1941,6
Nd,20170114c1v1,5,V28,1970,20
Nd,20170114c1v1,5,V30,1992,13
Nd,20170114c1v1,5,V31,2002,8
Nd,20170114c1v1,5,V35,2034,15
Nd,20170114c1v1,5,V36,2051,15
Nd,20170114c1v1,5,V38,2065,9
Nd,20170114c1v1,5,V41,2088,12
Nd,20170114c1v1,5,V43,2101,5
Nd,20170114c1v1,5,V48,2136,14
Nd,20170114c1v1,5,V50,2150,5
Nd,20170114c1v1,5,V51,2165,8
Nd,20170114c1v1,5,V58,2207,13
Nd,20170114c1v1,5,V60,2223,11
Nd,20170114c1v1,5,V64,2246,10
Nd,20170114c1v1,5,V66,2260,8
Nd,20170114c1v1,5,V67,2267,5
Nd,20170114c1v1,5,V70,2284,7
Nd,20170114c1v1,5,V71,2291,5
Nd,20170114c1v1,5,V74,2323,19
Nd,20170114c1v1,5,V77,2344,11
Nd,20170114c1v1,5,V79,2381,15
Nd,20170114c1v1,5,V86,2430,18
Nd,20170114c1v1,5,V90,2470,5
Nd,20170114c1v1,5,V95,2501,12
Nd,20170114c1v1,5,V99,2564,16
Nd,20170114c1v1,5,V108,2630,7
Nd,20170114c1v1,5,V111,3026,5
Nd,20170114c1v1,5,V112,3036,6
Nd,20170114c1v1,5,V114,3084,5
Nd,20170114c1v1,5,V117,3198,8
Nd,20170114c1v1,5,V125,3389,8
Nd,20170114c1v1,5,V127,3407,9
Nd,20170114c1v1,5,V133,3541,5
Nd,20170114c1v1,5,V138,3719,5
Nd,20170114c1v1,5,V139,3738,17
Nd,20170114c1v1,5,V140,3753,8
Nd,20170114c1v1,5,V142,3781,15
Nd,20170114c1v1,5,V143,3817,27
Nd,20170114c1v1,5,V144,3834,10
Nd,20170114c1v1,5,V147,3871,13
Nd,20170114c1v1,5,V148,3889,11
Nd,20170114c1v1,5,V150,3924,17
Nd,20170114c1v1,5,V151,3939,8
Nd,20170114c1v1,5,V153,3971,17
Nd,20170114c1v1,5,V154,3983,5
Nd,20170114c1v1,5,V155,4010,7
Nd,20170114c1v1,5,V158,4061,19
Nd,20170114c1v1,5,V160,4099,10
Nd,20170114c1v1,5,V161,4108,7
Nd,20170114c1v1,5,V163,4131,13
Nd,20170114c1v1,5,V164,4154,19
Nd,20170114c1v1,5,V166,4165,6
Nd,20170114c1v1,5,V168,4181,6
Nd,20170114c1v1,5,V169,4188,5
Nd,20170114c1v1,5,V170,4201,11
Nd,20170114c1v1,5,V174,4223,6
Nd,20170114c1v1,5,V178,4261,25
Nd,20170114c1v1,5,V179,4269,6
Nd,20170114c1v1,5,V184,4298,8
Nd,20170114c1v1,5,V185,4307,7
Nd,20170114c1v1,5,V187,4320,6
Nd,20170114c1v1,5,V193,4430,83
Nd,20170114c1v1,5,V195,4469,29
Nd,20170114c1v1,5,V196,4481,6
Nd,20170114c1v1,5,V197,4495,7
Nd,20170114c1v1,5,V200,4542,7
Nd,20170114c1v1,5,V204,4578,5
Nd,20170114c1v1,5,V214,5260,5
Nd,20170114c1v1,5,V217,5290,8
Nd,20170114c1v1,5,V220,5334,5
Nd,20170114c1v1,5,V221,5345,9
Nd,20170114c1v1,5,V222,5365,6
Nd,20170114c1v1,5,V224,5432,5
Nd,20170114c1v1,5,V231,5645,11
Nd,20170114c1v1,5,V232,5703,34
Nd,20170114c1v1,5,V233,5717,12
Nd,20170114c1v1,5,V234,5740,6
Nd,20170114c1v1,5,V236,5784,32
Nd,20170114c1v1,5,V237,5875,89
Nd,20170114c1v1,5,V239,5978,92
Nd,20170114c1v1,5,V241,6015,30
Nd,20170114c1v1,5,V244,6048,23
Nd,20170114c1v1,5,V247,6167,105
Nd,20170114c1v1,5,V248,6920,741
Nd,20170114c1v1,5,V249,7190,263
Nd,20170114c1v1,5,V250,7224,6
Nd,20170114c1v1,5,V251,7233,6
Nd,20170114c1v1,5,V252,7242,5
Nd,20170114c1v1,5,V260,7312,5
Nd,20170114c1v1,5,V263,7352,5
Nd,20170114c1v1,5,V266,7397,6
Nd,20170114c1v1,5,V267,7724,8
Nd,20170114c1v1,5,V268,7736,10
Nd,20170114c1v1,5,V270,7777,17
Nd,20170114c1v1,5,V272,7814,14
Nd,20170114c1v1,5,V275,7868,11
Nd,20170114c1v1,5,V276,7880,5
Nd,20170114c1v1,5,V277,7957,22
Nd,20170114c1v1,5,V279,8078,12
Nd,20170114c1v1,5,V280,8116,5
Nd,20170114c1v1,5,V281,8141,9
Nd,20170114c1v1,5,V292,8259,7
Nd,20170114c1v1,5,V299,8942,10
Nd,20170114c1v1,5,V300,9900,190
Nd,20170114c1v1,5,V301,10390,97
