,datelist,animal,variable,fram,lens
etoh,20161029c4v4,1,V464,6954,6
etoh,20161029c4v4,1,V465,6964,6
etoh,20161029c4v4,1,V466,6971,5
etoh,20161029c4v4,1,V468,6988,8
etoh,20161029c4v4,1,V469,7008,15
etoh,20161029c4v4,1,V472,7032,9
etoh,20161029c4v4,1,V473,7056,20
etoh,20161029c4v4,1,V477,7089,11
etoh,20161029c4v4,1,V478,7097,5
etoh,20161029c4v4,1,V483,7139,6
etoh,20161029c4v4,1,V491,7258,6
etoh,20161029c4v4,1,V494,7286,16
etoh,20161029c4v4,1,V500,7333,8
etoh,20161029c4v4,1,V504,7367,6
etoh,20161029c4v4,1,V511,7418,6
etoh,20161029c4v4,1,V512,7429,6
etoh,20161029c4v4,1,V513,7437,5
etoh,20161029c4v4,1,V515,7458,5
etoh,20161029c4v4,1,V517,7478,6
etoh,20161029c4v4,1,V519,7501,7
etoh,20161029c4v4,1,V528,7578,7
etoh,20161029c4v4,1,V529,7589,9
etoh,20161029c4v4,1,V534,7616,9
etoh,20161029c4v4,1,V536,7632,10
etoh,20161029c4v4,1,V538,7647,7
etoh,20161029c4v4,1,V541,7663,6
etoh,20161029c4v4,1,V547,7715,9
etoh,20161029c4v4,1,V549,7761,7
etoh,20161029c4v4,1,V559,7936,12
etoh,20161029c4v4,1,V560,7955,9
etoh,20161029c4v4,1,V567,7995,5
etoh,20161029c4v4,1,V568,8010,12
etoh,20161029c4v4,1,V572,8054,6
etoh,20161029c4v4,1,V573,8065,7
etoh,20161029c4v4,1,V577,8123,12
etoh,20161029c4v4,1,V578,8135,9
etoh,20161029c4v4,1,V583,8182,12
etoh,20161029c4v4,1,V589,8218,5
etoh,20161029c4v4,1,V590,8229,7
etoh,20161029c4v4,1,V594,8269,8
etoh,20161029c4v4,1,V596,8302,13
etoh,20161029c4v4,1,V600,8337,9
etoh,20161029c4v4,1,V605,8365,6
etoh,20161029c4v4,1,V606,8375,7
etoh,20161029c4v4,1,V616,8446,7
etoh,20161029c4v4,1,V621,8489,6
etoh,20161029c4v4,1,V623,8511,7
etoh,20161029c4v4,1,V627,8622,5
etoh,20161029c4v4,1,V632,8666,14
etoh,20161029c4v4,1,V636,8694,6
etoh,20161029c4v4,1,V638,8710,6
etoh,20161029c4v4,1,V641,8737,6
etoh,20161029c4v4,1,V645,8789,7
etoh,20161029c4v4,1,V646,8802,7
etoh,20161029c4v4,1,V648,8831,5
etoh,20161029c4v4,1,V650,8844,8
etoh,20161029c4v4,1,V653,8860,5
etoh,20161029c4v4,1,V657,8909,9
etoh,20161029c4v4,1,V661,8935,7
etoh,20161029c4v4,1,V664,8964,5
etoh,20161029c4v4,1,V668,9021,9
etoh,20161029c4v4,1,V673,9069,16
etoh,20161029c4v4,1,V675,9085,8
etoh,20161029c4v4,1,V677,9110,5
etoh,20161029c4v4,1,V685,9178,9
etoh,20161029c4v4,1,V688,9214,13
etoh,20161029c4v4,1,V690,9232,9
etoh,20161029c4v4,1,V694,9261,6
etoh,20161029c4v4,1,V697,9299,6
etoh,20161029c4v4,1,V704,9353,8
etoh,20161029c4v4,1,V706,9373,10
etoh,20161029c4v4,1,V707,9384,9
etoh,20161029c4v4,1,V717,9597,5
etoh,20161029c4v4,1,V723,9783,14
etoh,20161029c4v4,1,V724,9792,7
etoh,20161029c4v4,1,V725,9802,5
etoh,20161029c4v4,1,V727,9815,5
etoh,20161029c4v4,1,V729,9837,7
etoh,20161029c4v4,1,V730,9848,7
etoh,20161029c4v4,1,V737,9895,9
etoh,20161029c4v4,1,V738,9907,10
etoh,20161029c4v4,1,V741,9971,6
etoh,20161029c4v4,1,V745,10017,11
etoh,20161029c4v4,1,V746,10037,7
etoh,20161029c4v4,1,V750,10087,7
etoh,20161029c4v4,1,V751,10103,9
etoh,20161029c4v4,1,V754,10142,10
etoh,20161029c4v4,1,V756,10159,8
etoh,20161029c4v4,1,V757,10170,5
etoh,20161029c4v4,1,V762,10399,18
etoh,20161029c4v4,1,V766,10429,8
etoh,20161029c4v4,1,V767,10438,6
etoh,20161029c4v4,1,V776,10505,6
etoh,20161029c4v4,1,V780,10567,8
etoh,20161029c4v4,1,V785,10610,6
etoh,20161029c4v4,1,V790,10645,7
etoh,20161029c4v4,1,V794,10672,7
etoh,20161029c4v4,1,V798,10731,20
etoh,20161029c4v4,1,V799,10749,6
etoh,20161029c4v4,1,V804,10823,5
etoh,20161029c4v4,1,V805,10834,6
etoh,20161029c4v4,1,V806,10856,20
etoh,20161029c4v4,1,V813,10913,8
etoh,20161029c4v4,1,V816,10946,6
etoh,20161029c4v4,1,V823,11019,8
etoh,20161029c4v4,1,V824,11028,6
etoh,20161029c4v4,1,V829,11093,6
etoh,20161029c4v4,1,V833,11128,5
etoh,20161029c4v4,1,V834,11142,8
etoh,20161029c4v4,1,V835,11151,6
etoh,20161029c4v4,1,V837,11176,7
etoh,20161029c4v4,1,V842,11208,12
etoh,20161029c4v4,1,V847,11244,5
etoh,20161029c4v4,1,V854,11298,9
etoh,20161029c4v4,1,V859,11334,6
etoh,20161029c4v4,1,V865,11389,5
etoh,20161029c4v4,1,V867,11415,13
etoh,20161029c4v4,1,V872,11447,7
etoh,20161029c4v4,1,V873,11455,6
etoh,20161029c4v4,1,V882,11503,5
etoh,20161029c4v4,1,V883,11520,8
etoh,20161029c4v4,1,V890,11637,5
etoh,20161029c4v4,1,V895,11721,6
etoh,20161029c4v4,1,V896,11729,6
etoh,20161029c4v4,1,V899,11764,9
etoh,20161029c4v4,1,V900,11785,11
etoh,20161029c4v4,1,V901,11792,5
etoh,20161029c4v4,1,V907,11831,5
etoh,20161029c4v4,1,V908,11854,10
etoh,20161029c4v4,1,V914,12007,8
etoh,20161029c4v4,1,V915,12015,6
etoh,20161029c4v4,1,V916,12034,15
etoh,20161029c4v4,1,V917,12051,8
etoh,20161029c4v4,1,V918,12076,17
etoh,20161029c4v4,1,V921,12109,14
etoh,20161029c4v4,1,V922,12120,7
etoh,20161029c4v4,1,V926,12166,6
etoh,20161029c4v4,1,V927,12180,5
etoh,20161029c4v4,1,V928,12196,13
etoh,20161029c4v4,1,V934,12268,9
etoh,20161029c4v4,1,V935,12282,12
etoh,20161029c4v4,2,V1,1863,5
etoh,20161029c4v4,2,V2,1948,15
etoh,20161029c4v4,2,V3,1991,5
etoh,20161029c4v4,2,V7,2051,8
etoh,20161029c4v4,2,V14,2160,13
etoh,20161029c4v4,2,V15,2169,7
etoh,20161029c4v4,3,V8,273,11
etoh,20161029c4v4,3,V10,314,31
etoh,20161029c4v4,3,V11,336,6
etoh,20161029c4v4,3,V14,354,8
etoh,20161029c4v4,3,V16,381,9
etoh,20161029c4v4,3,V21,420,10
etoh,20161029c4v4,3,V22,438,16
etoh,20161029c4v4,3,V23,446,6
etoh,20161029c4v4,3,V25,460,6
etoh,20161029c4v4,3,V30,509,19
etoh,20161029c4v4,3,V31,529,17
etoh,20161029c4v4,3,V32,549,18
etoh,20161029c4v4,3,V33,599,47
etoh,20161029c4v4,3,V35,630,22
etoh,20161029c4v4,3,V37,645,7
etoh,20161029c4v4,3,V38,659,12
etoh,20161029c4v4,3,V42,719,41
etoh,20161029c4v4,3,V43,730,9
etoh,20161029c4v4,3,V45,753,18
etoh,20161029c4v4,3,V48,791,29
etoh,20161029c4v4,3,V49,852,59
etoh,20161029c4v4,3,V50,870,15
etoh,20161029c4v4,3,V51,888,11
etoh,20161029c4v4,3,V52,895,5
etoh,20161029c4v4,3,V54,948,47
etoh,20161029c4v4,3,V56,960,5
etoh,20161029c4v4,3,V59,981,5
etoh,20161029c4v4,3,V60,1009,22
etoh,20161029c4v4,3,V64,1049,5
etoh,20161029c4v4,3,V65,1065,11
etoh,20161029c4v4,3,V67,1087,9
etoh,20161029c4v4,3,V69,1101,7
etoh,20161029c4v4,3,V79,1370,5
etoh,20161029c4v4,3,V80,1555,12
etoh,20161029c4v4,3,V85,1722,6
etoh,20161029c4v4,3,V92,2031,7
etoh,20161029c4v4,3,V96,2148,21
etoh,20161029c4v4,3,V98,2171,7
etoh,20161029c4v4,3,V101,2222,5
etoh,20161029c4v4,3,V104,2275,18
etoh,20161029c4v4,3,V108,2294,7
etoh,20161029c4v4,3,V111,2323,10
etoh,20161029c4v4,3,V112,2340,15
etoh,20161029c4v4,3,V115,2382,27
etoh,20161029c4v4,3,V116,2393,8
etoh,20161029c4v4,3,V123,2441,7
etoh,20161029c4v4,3,V126,2479,19
etoh,20161029c4v4,3,V130,2515,19
etoh,20161029c4v4,3,V133,2530,5
etoh,20161029c4v4,3,V138,2569,10
etoh,20161029c4v4,3,V142,2606,21
etoh,20161029c4v4,3,V144,2618,7
etoh,20161029c4v4,3,V147,2664,7
etoh,20161029c4v4,3,V149,2692,11
etoh,20161029c4v4,3,V150,2719,19
etoh,20161029c4v4,3,V153,2744,7
etoh,20161029c4v4,3,V156,2758,6
etoh,20161029c4v4,3,V157,2766,6
etoh,20161029c4v4,3,V162,2812,7
etoh,20161029c4v4,3,V164,2855,19
etoh,20161029c4v4,3,V169,2884,7
etoh,20161029c4v4,3,V173,2917,6
etoh,20161029c4v4,3,V176,2958,5
etoh,20161029c4v4,3,V177,2971,7
etoh,20161029c4v4,3,V178,2981,8
etoh,20161029c4v4,3,V188,3097,6
etoh,20161029c4v4,3,V193,3134,5
etoh,20161029c4v4,3,V195,3159,7
etoh,20161029c4v4,3,V197,3194,14
etoh,20161029c4v4,3,V198,3206,10
etoh,20161029c4v4,3,V200,3218,6
etoh,20161029c4v4,3,V201,3227,5
etoh,20161029c4v4,3,V205,3260,15
etoh,20161029c4v4,3,V208,3275,5
etoh,20161029c4v4,3,V209,3287,10
etoh,20161029c4v4,3,V210,3295,5
etoh,20161029c4v4,3,V212,3312,11
etoh,20161029c4v4,3,V213,3319,5
etoh,20161029c4v4,3,V215,3330,5
etoh,20161029c4v4,3,V219,3351,5
etoh,20161029c4v4,3,V224,3389,14
etoh,20161029c4v4,3,V226,3407,11
etoh,20161029c4v4,3,V230,3444,8
etoh,20161029c4v4,3,V232,3461,7
etoh,20161029c4v4,3,V234,3477,7
etoh,20161029c4v4,3,V235,3485,5
etoh,20161029c4v4,3,V242,3550,6
etoh,20161029c4v4,3,V245,3587,5
etoh,20161029c4v4,3,V253,3689,19
etoh,20161029c4v4,3,V260,3817,13
etoh,20161029c4v4,3,V263,3839,5
etoh,20161029c4v4,3,V266,3892,5
etoh,20161029c4v4,3,V273,4845,9
etoh,20161029c4v4,3,V296,5877,21
etoh,20161029c4v4,3,V306,5965,10
etoh,20161029c4v4,3,V310,6023,13
etoh,20161029c4v4,3,V327,6166,5
etoh,20161029c4v4,3,V336,6219,6
etoh,20161029c4v4,3,V345,6285,10
etoh,20161029c4v4,3,V348,6310,6
etoh,20161029c4v4,3,V349,6334,5
etoh,20161029c4v4,3,V351,6358,6
etoh,20161029c4v4,3,V354,6376,6
etoh,20161029c4v4,3,V358,6409,5
etoh,20161029c4v4,3,V373,6511,6
etoh,20161029c4v4,3,V391,6634,5
etoh,20161029c4v4,3,V392,6654,8
etoh,20161029c4v4,3,V395,6684,6
etoh,20161029c4v4,3,V400,6724,10
etoh,20161029c4v4,3,V402,6753,9
etoh,20161029c4v4,3,V404,6782,7
etoh,20161029c4v4,3,V415,6847,5
etoh,20161029c4v4,3,V432,7051,6
etoh,20161029c4v4,3,V451,7425,7
etoh,20161029c4v4,3,V452,7437,10
etoh,20161029c4v4,3,V453,7451,5
etoh,20161029c4v4,3,V482,10731,10
etoh,20161029c4v4,3,V483,10759,6
etoh,20161029c4v4,3,V486,10797,7
etoh,20161029c4v4,3,V490,10854,7
etoh,20161029c4v4,3,V491,10880,12
etoh,20161029c4v4,3,V492,10889,7
etoh,20161029c4v4,3,V497,10966,24
etoh,20161029c4v4,3,V503,11017,7
etoh,20161029c4v4,3,V505,11042,8
etoh,20161029c4v4,3,V506,11063,14
etoh,20161029c4v4,3,V507,11073,7
etoh,20161029c4v4,3,V510,11100,13
etoh,20161029c4v4,3,V511,11110,8
etoh,20161029c4v4,3,V513,11129,14
etoh,20161029c4v4,3,V514,11136,5
etoh,20161029c4v4,3,V515,11158,19
etoh,20161029c4v4,3,V516,11182,21
etoh,20161029c4v4,3,V517,11197,13
etoh,20161029c4v4,3,V518,11276,77
etoh,20161029c4v4,3,V520,11357,74
etoh,20161029c4v4,3,V522,11378,16
etoh,20161029c4v4,3,V523,11401,21
etoh,20161029c4v4,3,V525,11531,123
etoh,20161029c4v4,3,V535,11612,5
etoh,20161029c4v4,3,V536,11623,9
etoh,20161029c4v4,3,V540,11663,8
etoh,20161029c4v4,3,V541,11688,19
etoh,20161029c4v4,3,V547,11722,7
etoh,20161029c4v4,3,V548,11732,8
etoh,20161029c4v4,3,V550,11748,8
etoh,20161029c4v4,3,V553,11778,14
etoh,20161029c4v4,3,V555,11791,6
etoh,20161029c4v4,3,V559,11910,5
etoh,20161029c4v4,3,V561,11924,5
etoh,20161029c4v4,3,V562,11934,5
etoh,20161029c4v4,3,V563,11956,6
etoh,20161029c4v4,3,V576,12029,7
etoh,20161029c4v4,3,V579,12048,8
etoh,20161029c4v4,3,V580,12061,8
etoh,20161029c4v4,3,V581,12072,7
etoh,20161029c4v4,3,V583,12094,11
etoh,20161029c4v4,3,V584,12112,14
etoh,20161029c4v4,3,V586,12128,10
etoh,20161029c4v4,3,V588,12141,6
etoh,20161029c4v4,3,V589,12156,13
etoh,20161029c4v4,3,V592,12183,18
etoh,20161029c4v4,3,V600,12218,5
etoh,20161029c4v4,3,V604,12249,12
etoh,20161029c4v4,3,V607,12282,14
deet,20161029c4v5,1,V5,738,13
deet,20161029c4v5,1,V6,748,6
deet,20161029c4v5,2,V1,9,8
deet,20161029c4v5,2,V2,37,12
deet,20161029c4v5,2,V4,54,7
deet,20161029c4v5,2,V7,118,8
deet,20161029c4v5,2,V15,219,6
deet,20161029c4v5,2,V19,271,13
deet,20161029c4v5,2,V20,288,13
deet,20161029c4v5,2,V21,303,5
deet,20161029c4v5,2,V23,323,7
deet,20161029c4v5,2,V24,334,9
deet,20161029c4v5,2,V27,350,6
deet,20161029c4v5,2,V28,365,13
deet,20161029c4v5,2,V30,390,13
deet,20161029c4v5,2,V31,408,16
deet,20161029c4v5,2,V32,419,9
deet,20161029c4v5,2,V33,433,12
deet,20161029c4v5,2,V34,444,9
deet,20161029c4v5,2,V39,492,20
deet,20161029c4v5,2,V45,548,20
deet,20161029c4v5,2,V46,558,7
deet,20161029c4v5,2,V47,572,10
deet,20161029c4v5,2,V48,580,6
deet,20161029c4v5,2,V49,598,14
deet,20161029c4v5,2,V54,648,8
deet,20161029c4v5,2,V56,663,6
deet,20161029c4v5,2,V62,706,12
deet,20161029c4v5,2,V63,724,16
deet,20161029c4v5,2,V64,755,26
deet,20161029c4v5,2,V66,769,6
deet,20161029c4v5,2,V70,805,18
deet,20161029c4v5,2,V72,819,9
deet,20161029c4v5,2,V73,844,15
deet,20161029c4v5,2,V74,872,24
deet,20161029c4v5,2,V75,916,42
deet,20161029c4v5,2,V78,933,8
deet,20161029c4v5,2,V79,955,20
deet,20161029c4v5,2,V81,989,24
deet,20161029c4v5,2,V83,1006,6
deet,20161029c4v5,2,V87,1043,10
deet,20161029c4v5,2,V89,1062,7
deet,20161029c4v5,2,V91,1078,7
deet,20161029c4v5,2,V101,1156,7
deet,20161029c4v5,2,V104,1235,5
deet,20161029c4v5,2,V105,1255,6
deet,20161029c4v5,2,V106,1267,10
deet,20161029c4v5,2,V109,1326,5
deet,20161029c4v5,2,V110,1355,10
deet,20161029c4v5,2,V113,1454,5
deet,20161029c4v5,2,V116,1504,11
deet,20161029c4v5,2,V123,2119,6
deet,20161029c4v5,2,V127,2812,7
deet,20161029c4v5,2,V129,2839,13
deet,20161029c4v5,2,V131,2872,15
deet,20161029c4v5,2,V133,2897,18
deet,20161029c4v5,2,V135,2920,7
deet,20161029c4v5,2,V136,2947,8
deet,20161029c4v5,2,V137,2959,5
deet,20161029c4v5,2,V141,3010,26
deet,20161029c4v5,2,V145,3040,7
deet,20161029c4v5,2,V146,3057,14
deet,20161029c4v5,2,V154,3103,5
deet,20161029c4v5,2,V156,3138,13
deet,20161029c4v5,2,V158,3163,10
deet,20161029c4v5,2,V159,3186,6
deet,20161029c4v5,2,V161,3235,6
deet,20161029c4v5,2,V162,3251,13
deet,20161029c4v5,2,V169,3367,8
deet,20161029c4v5,2,V171,3434,8
deet,20161029c4v5,2,V173,3480,6
deet,20161029c4v5,2,V175,3532,5
deet,20161029c4v5,2,V178,4753,113
deet,20161029c4v5,2,V179,4761,5
deet,20161029c4v5,2,V182,4781,6
deet,20161029c4v5,2,V201,5104,19
deet,20161029c4v5,2,V202,5113,7
deet,20161029c4v5,2,V204,5660,245
deet,20161029c4v5,2,V205,5676,8
deet,20161029c4v5,2,V210,5717,9
deet,20161029c4v5,2,V213,5748,6
deet,20161029c4v5,2,V216,5776,7
deet,20161029c4v5,2,V217,5864,62
deet,20161029c4v5,2,V218,5886,12
deet,20161029c4v5,2,V224,5940,12
deet,20161029c4v5,2,V239,6920,9
deet,20161029c4v5,2,V244,7154,9
deet,20161029c4v5,2,V247,7634,62
deet,20161029c4v5,2,V253,7948,12
deet,20161029c4v5,2,V255,7966,13
deet,20161029c4v5,2,V264,8161,5
deet,20161029c4v5,2,V269,8204,9
deet,20161029c4v5,2,V271,8225,10
deet,20161029c4v5,2,V275,8270,12
deet,20161029c4v5,2,V276,8279,6
deet,20161029c4v5,2,V277,8290,9
deet,20161029c4v5,2,V279,8315,10
deet,20161029c4v5,2,V280,8325,6
deet,20161029c4v5,2,V283,8475,5
deet,20161029c4v5,2,V286,8539,14
deet,20161029c4v5,2,V298,8710,8
deet,20161029c4v5,2,V301,8816,8
deet,20161029c4v5,2,V307,8919,13
deet,20161029c4v5,2,V309,8938,9
deet,20161029c4v5,2,V313,8970,12
deet,20161029c4v5,2,V314,8998,26
deet,20161029c4v5,2,V317,9013,5
deet,20161029c4v5,2,V318,9028,13
deet,20161029c4v5,2,V319,9037,7
deet,20161029c4v5,2,V322,9070,20
deet,20161029c4v5,2,V323,9077,5
deet,20161029c4v5,2,V324,9096,16
deet,20161029c4v5,2,V330,9155,27
deet,20161029c4v5,2,V332,9198,29
deet,20161029c4v5,2,V334,9211,5
deet,20161029c4v5,2,V335,9227,7
deet,20161029c4v5,2,V336,9236,7
deet,20161029c4v5,2,V337,9245,7
deet,20161029c4v5,2,V338,9273,26
deet,20161029c4v5,2,V339,9298,6
deet,20161029c4v5,2,V344,9397,12
deet,20161029c4v5,2,V347,9450,6
deet,20161029c4v5,2,V354,9632,9
deet,20161029c4v5,2,V356,9650,6
deet,20161029c4v5,2,V363,9722,7
deet,20161029c4v5,2,V367,9757,14
deet,20161029c4v5,2,V368,9766,6
deet,20161029c4v5,2,V369,9777,9
deet,20161029c4v5,2,V371,9831,10
deet,20161029c4v5,2,V372,9855,6
deet,20161029c4v5,2,V373,9897,39
deet,20161029c4v5,2,V376,9928,5
deet,20161029c4v5,2,V380,9963,22
deet,20161029c4v5,2,V381,9970,5
deet,20161029c4v5,2,V383,9995,19
deet,20161029c4v5,2,V387,10033,15
deet,20161029c4v5,2,V390,10057,5
deet,20161029c4v5,2,V392,10070,7
deet,20161029c4v5,2,V393,10092,20
deet,20161029c4v5,2,V397,10132,7
deet,20161029c4v5,2,V399,10154,5
deet,20161029c4v5,2,V402,10218,7
deet,20161029c4v5,2,V406,10270,11
deet,20161029c4v5,2,V407,10279,5
deet,20161029c4v5,2,V412,10311,7
deet,20161029c4v5,2,V425,10433,5
deet,20161029c4v5,2,V428,10464,10
deet,20161029c4v5,2,V433,10533,5
deet,20161029c4v5,2,V440,10604,6
deet,20161029c4v5,2,V442,10623,5
deet,20161029c4v5,2,V444,10650,5
deet,20161029c4v5,2,V457,10893,9
deet,20161029c4v5,2,V462,11029,10
deet,20161029c4v5,3,V2,138,8
deet,20161030c1v2,2,V8,1966,6
deet,20161030c1v2,2,V21,2745,8
deet,20161030c1v2,2,V22,2763,7
deet,20161030c1v2,2,V23,2777,10
deet,20161030c1v2,2,V24,2853,22
deet,20161030c1v2,2,V26,2885,7
deet,20161030c1v2,2,V29,2916,18
deet,20161030c1v2,3,V3,545,13
deet,20161030c1v2,3,V4,990,8
deet,20161030c1v2,4,V2,544,17
deet,20161030c1v2,4,V10,1965,6
deet,20161030c1v2,4,V14,2614,8
deet,20161030c1v2,4,V16,2671,14
deet,20161030c1v2,4,V18,2722,43
deet,20161030c1v2,4,V19,2747,20
deet,20161030c1v2,4,V20,2792,43
deet,20161030c1v2,4,V21,2809,9
deet,20161030c1v2,4,V24,2844,20
deet,20161030c1v2,4,V25,2863,16
deet,20161030c1v2,4,V28,2880,5
deet,20161030c1v2,4,V30,2898,9
deet,20161030c1v2,4,V32,2912,8
deet,20161030c1v2,4,V33,2925,11
deet,20161030c1v2,4,V34,2943,16
deet,20161030c1v2,4,V36,2961,10
deet,20161030c1v2,4,V39,3003,19
deet,20161030c1v2,4,V41,3021,10
deet,20161030c1v2,4,V43,3044,18
deet,20161030c1v2,4,V47,3063,6
deet,20161030c1v2,4,V48,3075,10
deet,20161030c1v2,4,V50,3088,6
deet,20161030c1v2,4,V52,3100,5
deet,20161030c1v2,4,V53,3121,14
deet,20161030c1v2,4,V56,3142,6
deet,20161030c1v2,4,V62,3187,17
deet,20161030c1v2,4,V75,3368,5
deet,20161030c1v2,4,V88,3730,10
deet,20161030c1v2,4,V93,3812,6
deet,20161030c1v2,4,V102,3937,7
deet,20161030c1v2,4,V103,3972,10
deet,20161030c1v2,4,V104,3992,14
deet,20161030c1v2,4,V105,4060,6
deet,20161030c1v2,4,V106,4071,5
deet,20161030c1v2,4,V107,4252,109
deet,20161030c1v2,4,V109,4310,7
deet,20161030c1v2,4,V113,4514,10
deet,20161030c1v2,4,V114,4527,11
deet,20161030c1v2,4,V115,4536,6
deet,20161030c1v2,4,V120,4569,7
deet,20161030c1v2,4,V121,4576,5
deet,20161030c1v2,4,V128,4630,12
deet,20161030c1v2,4,V129,4803,24
deet,20161030c1v2,4,V130,5850,32
deet,20161030c1v2,4,V132,5930,7
deet,20161030c1v2,4,V133,5952,11
deet,20161030c1v2,4,V134,5998,23
deet,20161030c1v2,4,V135,6056,8
deet,20161030c1v2,4,V140,6265,10
deet,20161030c1v2,4,V143,6333,17
deet,20161030c1v2,4,V155,6602,5
deet,20161030c1v2,4,V156,6629,10
deet,20161030c1v2,4,V157,6658,5
deet,20161030c1v2,4,V163,6738,5
deet,20161030c1v2,4,V179,7041,23
deet,20161030c1v2,4,V181,7069,21
deet,20161030c1v2,4,V182,7085,11
deet,20161030c1v2,4,V184,7101,5
deet,20161030c1v2,4,V185,7110,6
deet,20161030c1v2,4,V188,7133,7
deet,20161030c1v2,4,V194,7178,6
deet,20161030c1v2,4,V197,7206,11
deet,20161030c1v2,4,V204,7253,6
deet,20161030c1v2,4,V205,7279,20
deet,20161030c1v2,4,V206,7295,7
deet,20161030c1v2,4,V207,7308,7
deet,20161030c1v2,4,V209,7321,8
deet,20161030c1v2,4,V217,7379,16
deet,20161030c1v2,4,V218,7399,10
deet,20161030c1v2,4,V219,7414,13
deet,20161030c1v2,4,V220,7424,7
deet,20161030c1v2,4,V221,7431,5
deet,20161030c1v2,4,V223,7450,8
deet,20161030c1v2,4,V224,7469,12
deet,20161030c1v2,4,V227,7503,10
deet,20161030c1v2,4,V228,7513,8
deet,20161030c1v2,4,V230,7537,17
deet,20161030c1v2,4,V233,7561,13
deet,20161030c1v2,4,V234,7577,9
deet,20161030c1v2,4,V235,7590,6
deet,20161030c1v2,4,V236,7599,7
deet,20161030c1v2,4,V237,7627,19
deet,20161030c1v2,4,V243,7657,5
deet,20161030c1v2,4,V244,7669,10
deet,20161030c1v2,4,V246,7685,7
deet,20161030c1v2,4,V247,7696,9
deet,20161030c1v2,4,V250,7712,6
deet,20161030c1v2,4,V262,7854,8
deet,20161030c1v2,4,V263,7899,8
deet,20161030c1v2,4,V267,7926,5
deet,20161030c1v2,4,V272,7962,6
deet,20161030c1v2,4,V274,7978,8
deet,20161030c1v2,4,V276,8013,10
deet,20161030c1v2,4,V277,8026,5
deet,20161030c1v2,4,V278,8061,24
deet,20161030c1v2,4,V280,8074,7
deet,20161030c1v2,4,V283,8115,29
deet,20161030c1v2,4,V288,8157,18
deet,20161030c1v2,4,V289,8174,15
deet,20161030c1v2,4,V290,8190,14
deet,20161030c1v2,4,V292,8203,8
deet,20161030c1v2,4,V295,8242,24
deet,20161030c1v2,4,V302,8281,6
deet,20161030c1v2,4,V303,8290,5
deet,20161030c1v2,4,V306,8317,14
deet,20161030c1v2,4,V307,8327,6
deet,20161030c1v2,4,V308,8334,5
deet,20161030c1v2,4,V310,8364,6
deet,20161030c1v2,4,V323,8487,15
deet,20161030c1v2,4,V325,8505,6
deet,20161030c1v2,4,V326,8517,10
deet,20161030c1v2,4,V329,8535,6
deet,20161030c1v2,4,V330,8579,42
deet,20161030c1v2,4,V332,8589,5
deet,20161030c1v2,4,V333,8598,5
deet,20161030c1v2,4,V334,8628,22
deet,20161030c1v2,4,V337,8646,5
deet,20161030c1v2,4,V341,8686,27
deet,20161030c1v2,4,V342,8693,5
deet,20161030c1v2,4,V348,8735,14
deet,20161030c1v2,4,V349,8752,15
deet,20161030c1v2,4,V350,8769,9
deet,20161030c1v2,4,V351,8787,11
deet,20161030c1v2,4,V352,8799,8
deet,20161030c1v2,4,V354,8814,6
deet,20161030c1v2,4,V355,8828,12
deet,20161030c1v2,4,V356,8851,20
deet,20161030c1v2,4,V357,8868,15
deet,20161030c1v2,4,V361,8892,6
deet,20161030c1v2,4,V367,8921,5
deet,20161030c1v2,4,V368,8934,11
deet,20161030c1v2,4,V370,8959,20
deet,20161030c1v2,4,V371,8982,17
deet,20161030c1v2,4,V373,8998,5
deet,20161030c1v2,4,V374,9009,8
deet,20161030c1v2,4,V375,9017,6
deet,20161030c1v2,4,V376,9038,8
deet,20161030c1v2,4,V377,9056,16
deet,20161030c1v2,4,V379,9073,10
deet,20161030c1v2,4,V391,9186,6
deet,20161030c1v2,4,V394,9219,6
deet,20161030c1v2,4,V395,9240,7
deet,20161030c1v2,4,V400,9412,5
deet,20161030c1v2,4,V404,9495,5
deet,20161030c1v2,4,V405,9506,9
deet,20161030c1v2,4,V407,9727,7
deet,20161030c1v2,4,V409,9783,13
deet,20161030c1v2,4,V413,9906,5
deet,20161030c1v2,4,V418,10202,9
deet,20161030c1v2,4,V420,10236,9
deet,20161030c1v2,4,V424,10512,9
deet,20161030c1v2,4,V426,10525,7
deet,20161030c1v2,4,V429,10553,9
deet,20161030c1v2,4,V430,10560,5
deet,20161030c1v2,4,V433,10590,7
deet,20161030c1v2,4,V440,10667,7
deet,20161030c1v2,4,V445,10743,8
deet,20161030c1v2,4,V446,10777,6
deet,20161030c1v2,5,V2,1167,30
etoh,20161030c2v2,1,V20,9143,9
etoh,20161030c2v2,1,V22,9175,5
etoh,20161030c2v2,1,V28,9266,14
etoh,20161030c2v2,1,V30,9283,7
etoh,20161030c2v2,1,V34,9313,14
etoh,20161030c2v2,1,V48,9412,5
etoh,20161030c2v2,1,V53,9451,5
etoh,20161030c2v2,1,V54,9465,8
etoh,20161030c2v2,1,V55,9474,7
etoh,20161030c2v2,1,V56,9486,8
etoh,20161030c2v2,1,V58,9498,6
etoh,20161030c2v2,1,V61,9520,5
etoh,20161030c2v2,1,V67,9556,5
etoh,20161030c2v2,1,V68,9564,6
etoh,20161030c2v2,1,V70,9598,28
etoh,20161030c2v2,1,V74,9639,25
etoh,20161030c2v2,1,V75,9677,36
etoh,20161030c2v2,1,V76,9692,11
etoh,20161030c2v2,1,V77,9707,5
