,datelist,animal,variable,fram,lens
etoh,20161030c2v2,1,V78,9739,28
etoh,20161030c2v2,1,V79,9747,6
etoh,20161030c2v2,1,V80,9757,8
etoh,20161030c2v2,1,V82,9810,5
etoh,20161030c2v2,1,V83,9820,8
etoh,20161030c2v2,1,V84,9842,19
etoh,20161030c2v2,1,V85,9855,5
etoh,20161030c2v2,1,V86,9885,28
etoh,20161030c2v2,1,V98,9990,5
etoh,20161030c2v2,1,V100,10003,8
etoh,20161030c2v2,1,V102,10014,5
etoh,20161030c2v2,1,V103,10024,8
etoh,20161030c2v2,1,V105,10041,5
etoh,20161030c2v2,1,V106,10055,8
etoh,20161030c2v2,1,V110,10083,11
etoh,20161030c2v2,1,V111,10101,16
etoh,20161030c2v2,1,V112,10117,12
etoh,20161030c2v2,1,V121,10231,6
etoh,20161030c2v2,1,V122,10240,6
etoh,20161030c2v2,1,V124,10265,6
etoh,20161030c2v2,1,V125,10276,5
etoh,20161030c2v2,1,V128,10301,7
etoh,20161030c2v2,1,V142,10377,6
etoh,20161030c2v2,1,V147,10426,5
etoh,20161030c2v2,1,V149,10443,6
etoh,20161030c2v2,1,V152,10472,9
etoh,20161030c2v2,1,V153,10483,8
etoh,20161030c2v2,1,V161,10570,5
etoh,20161030c2v2,1,V171,10674,12
etoh,20161030c2v2,1,V172,10684,8
etoh,20161030c2v2,1,V173,10727,9
etoh,20161030c2v2,1,V181,10777,7
etoh,20161030c2v2,1,V183,10792,7
etoh,20161030c2v2,2,V2,1108,8
etoh,20161030c2v2,2,V4,1189,8
etoh,20161030c2v2,2,V6,1211,11
etoh,20161030c2v2,2,V7,1468,5
etoh,20161030c2v2,2,V12,1499,5
etoh,20161030c2v2,2,V14,1511,7
etoh,20161030c2v2,3,V2,524,75
etoh,20161030c2v2,4,V2,3131,118
etoh,20161030c2v2,4,V4,7205,59
etoh,20161030c2v2,6,V3,472,23
etoh,20161030c2v2,6,V5,2527,6
etoh,20161030c2v2,6,V11,2706,20
etoh,20161030c2v2,6,V12,2715,7
etoh,20161030c2v2,6,V13,2763,39
etoh,20161030c2v2,6,V14,2770,5
etoh,20161030c2v2,6,V16,3084,303
deet,20161030c3v2,1,V1,106,105
deet,20161030c3v2,1,V3,968,360
deet,20161030c3v2,1,V6,1256,5
deet,20161030c3v2,1,V25,5917,1291
deet,20161030c3v2,1,V35,6125,13
deet,20161030c3v2,1,V36,6134,6
deet,20161030c3v2,1,V38,7458,1301
deet,20161030c3v2,1,V39,7470,5
deet,20161030c3v2,1,V40,7556,24
deet,20161030c3v2,1,V42,7589,13
deet,20161030c3v2,1,V45,7685,5
deet,20161030c3v2,1,V49,7754,9
deet,20161030c3v2,1,V58,7869,8
deet,20161030c3v2,1,V63,7926,7
deet,20161030c3v2,1,V64,7946,15
deet,20161030c3v2,1,V70,7998,16
deet,20161030c3v2,1,V76,8059,7
deet,20161030c3v2,1,V78,8089,5
deet,20161030c3v2,1,V83,8145,5
deet,20161030c3v2,1,V87,8189,5
deet,20161030c3v2,1,V88,8208,14
deet,20161030c3v2,1,V95,8289,7
deet,20161030c3v2,1,V98,8311,10
deet,20161030c3v2,1,V99,8322,6
deet,20161030c3v2,1,V106,8389,19
deet,20161030c3v2,1,V107,8402,10
deet,20161030c3v2,1,V110,8424,8
deet,20161030c3v2,1,V119,8505,16
deet,20161030c3v2,1,V120,8513,6
deet,20161030c3v2,1,V123,8574,18
deet,20161030c3v2,1,V125,8599,16
deet,20161030c3v2,1,V126,8608,7
deet,20161030c3v2,1,V128,8672,20
deet,20161030c3v2,1,V132,8702,7
deet,20161030c3v2,1,V144,8828,5
deet,20161030c3v2,1,V148,8864,6
deet,20161030c3v2,1,V151,8935,7
deet,20161030c3v2,1,V154,8967,5
deet,20161030c3v2,1,V162,9012,6
deet,20161030c3v2,1,V164,9024,6
deet,20161030c3v2,1,V165,9053,10
deet,20161030c3v2,1,V167,9076,6
deet,20161030c3v2,1,V168,9095,6
deet,20161030c3v2,1,V170,9125,5
deet,20161030c3v2,1,V176,9173,6
deet,20161030c3v2,1,V179,9198,14
deet,20161030c3v2,1,V181,9231,15
deet,20161030c3v2,1,V182,9247,14
deet,20161030c3v2,1,V185,9309,14
deet,20161030c3v2,1,V186,9318,5
deet,20161030c3v2,1,V187,9359,11
deet,20161030c3v2,1,V188,9405,44
deet,20161030c3v2,1,V189,9413,6
deet,20161030c3v2,1,V191,9426,7
deet,20161030c3v2,1,V194,9456,17
deet,20161030c3v2,1,V199,9483,5
deet,20161030c3v2,1,V203,9509,6
deet,20161030c3v2,1,V204,9522,6
deet,20161030c3v2,1,V206,9539,7
deet,20161030c3v2,1,V209,9554,6
deet,20161030c3v2,1,V211,9569,10
deet,20161030c3v2,1,V216,9601,12
deet,20161030c3v2,1,V220,9630,8
deet,20161030c3v2,1,V221,9652,15
deet,20161030c3v2,1,V224,9683,19
deet,20161030c3v2,1,V225,9708,23
deet,20161030c3v2,1,V227,9726,7
deet,20161030c3v2,1,V231,9760,16
deet,20161030c3v2,1,V233,9776,5
deet,20161030c3v2,1,V234,9790,8
deet,20161030c3v2,1,V237,9829,9
deet,20161030c3v2,1,V246,10001,7
deet,20161030c3v2,1,V249,10097,8
deet,20161030c3v2,1,V250,10149,5
deet,20161030c3v2,1,V255,10219,26
deet,20161030c3v2,1,V263,10325,13
deet,20161030c3v2,1,V267,10348,8
deet,20161030c3v2,1,V268,10370,15
deet,20161030c3v2,1,V270,10380,5
deet,20161030c3v2,1,V271,10387,5
deet,20161030c3v2,1,V273,10412,19
deet,20161030c3v2,1,V275,10441,18
deet,20161030c3v2,1,V276,10455,7
deet,20161030c3v2,1,V279,10480,12
deet,20161030c3v2,1,V290,10580,8
deet,20161030c3v2,1,V293,10618,5
deet,20161030c3v2,1,V294,10627,6
etoh,20161030c4v2,1,V2,772,5
etoh,20161030c4v2,1,V4,872,13
etoh,20161030c4v2,1,V6,885,6
etoh,20161030c4v2,1,V7,893,6
etoh,20161030c4v2,1,V11,928,9
etoh,20161030c4v2,1,V12,935,5
etoh,20161030c4v2,1,V15,958,7
etoh,20161030c4v2,1,V20,1008,9
etoh,20161030c4v2,1,V26,1043,7
etoh,20161030c4v2,1,V27,1056,7
etoh,20161030c4v2,1,V28,1066,8
etoh,20161030c4v2,1,V30,1077,6
etoh,20161030c4v2,1,V34,1102,10
etoh,20161030c4v2,1,V35,1114,6
etoh,20161030c4v2,1,V36,1129,10
etoh,20161030c4v2,1,V38,1143,5
etoh,20161030c4v2,1,V39,1158,12
etoh,20161030c4v2,1,V40,1206,38
etoh,20161030c4v2,1,V41,1246,35
etoh,20161030c4v2,1,V44,1274,13
etoh,20161030c4v2,1,V45,1298,22
etoh,20161030c4v2,1,V46,1309,9
etoh,20161030c4v2,1,V49,1338,19
etoh,20161030c4v2,1,V51,1380,33
etoh,20161030c4v2,1,V53,1405,20
etoh,20161030c4v2,1,V54,1421,10
etoh,20161030c4v2,1,V55,1438,10
etoh,20161030c4v2,1,V57,1449,6
etoh,20161030c4v2,1,V59,1464,10
etoh,20161030c4v2,1,V60,1484,18
etoh,20161030c4v2,1,V63,1501,6
etoh,20161030c4v2,2,V3,1732,5
etoh,20161030c4v2,2,V9,1885,13
etoh,20161030c4v2,2,V10,1931,7
etoh,20161030c4v2,2,V13,1978,8
etoh,20161030c4v2,2,V15,2031,22
etoh,20161030c4v2,2,V17,2063,22
etoh,20161030c4v2,2,V18,2099,7
etoh,20161030c4v2,2,V19,2116,10
etoh,20161030c4v2,2,V20,2124,6
etoh,20161030c4v2,2,V21,2135,7
etoh,20161030c4v2,2,V22,2150,13
etoh,20161030c4v2,2,V23,2164,11
etoh,20161030c4v2,2,V28,2202,5
etoh,20161030c4v2,2,V29,2222,18
etoh,20161030c4v2,2,V30,2263,39
etoh,20161030c4v2,2,V32,2278,7
etoh,20161030c4v2,2,V34,2288,5
etoh,20161030c4v2,2,V35,2301,11
etoh,20161030c4v2,2,V37,2313,5
etoh,20161030c4v2,2,V38,2331,15
etoh,20161030c4v2,2,V39,2352,18
etoh,20161030c4v2,2,V41,2382,21
etoh,20161030c4v2,2,V42,2409,25
etoh,20161030c4v2,2,V43,2488,74
etoh,20161030c4v2,2,V44,2591,52
etoh,20161030c4v2,2,V45,2922,19
etoh,20161030c4v2,2,V46,3048,23
etoh,20161030c4v2,3,V4,268,5
etoh,20161030c4v2,3,V7,2126,9
etoh,20161030c4v2,3,V14,2502,7
etoh,20161030c4v2,3,V15,2510,5
etoh,20161030c4v2,3,V17,2523,5
etoh,20161030c4v2,3,V20,2544,5
etoh,20161030c4v2,3,V22,2565,7
etoh,20161030c4v2,3,V24,2582,11
etoh,20161030c4v2,3,V28,2687,52
etoh,20161030c4v2,3,V30,2732,7
etoh,20161030c4v2,3,V38,2824,7
etoh,20161030c4v2,3,V51,2906,5
etoh,20161030c4v2,3,V52,2916,5
etoh,20161030c4v2,3,V56,2953,10
etoh,20161030c4v2,3,V57,2975,20
etoh,20161030c4v2,3,V60,2999,11
etoh,20161030c4v2,4,V1,129,7
etoh,20161030c4v2,4,V6,170,6
etoh,20161030c4v2,4,V14,246,5
etoh,20161030c4v2,4,V25,446,6
etoh,20161030c4v2,4,V26,455,5
etoh,20161030c4v2,4,V34,816,7
