genotype,datelist,animal,variable,fram,lens
Nd,20160825c3v2,3,V150,7155,5
Nd,20160825c3v2,3,V151,7192,28
Nd,20160825c3v2,3,V154,7213,12
Nd,20160825c3v2,3,V155,7226,10
Nd,20160825c3v2,3,V156,7236,6
Nd,20160825c3v2,3,V157,7280,36
Nd,20160825c3v2,3,V160,7298,7
Nd,20160825c3v2,3,V161,7311,11
Nd,20160825c3v2,3,V163,7326,9
Nd,20160825c3v2,3,V165,7342,10
Nd,20160825c3v2,3,V169,7368,7
Nd,20160825c3v2,3,V170,7379,5
Nd,20160825c3v2,3,V175,7418,8
Nd,20160825c3v2,3,V179,7442,5
Nd,20160825c3v2,3,V180,7450,6
Nd,20160825c3v2,3,V184,7473,5
Nd,20160825c3v2,3,V185,7483,8
Nd,20160825c3v2,3,V188,7508,15
Nd,20160825c3v2,3,V191,7531,5
Nd,20160825c3v2,3,V192,7548,15
Nd,20160825c3v2,3,V195,7571,7
Nd,20160825c3v2,3,V197,7608,32
Nd,20160825c3v2,3,V198,7620,7
Nd,20160825c3v2,3,V202,7638,5
Nd,20160825c3v2,3,V204,7662,14
Nd,20160825c3v2,3,V207,7690,6
Nd,20160825c3v2,3,V213,10799,3085
Nd,20160825c3v2,4,V1,223,6
Nd,20160825c3v2,4,V5,1370,6
Nd,20160825c3v2,4,V15,1599,7
Nd,20160825c3v2,4,V23,1819,14
Nd,20160825c3v2,4,V29,1907,7
Nd,20160825c3v2,4,V34,1976,11
Nd,20160825c3v2,4,V42,2077,5
Nd,20160825c3v2,4,V47,2196,5
Nd,20160825c3v2,4,V52,2300,11
Nd,20160825c3v2,4,V53,2327,5
Nd,20160825c3v2,4,V73,2783,5
Nd,20160825c3v2,4,V93,4635,188
Nd,20160825c3v2,4,V98,4686,7
Nd,20160825c3v2,4,V107,4893,16
Nd,20160825c3v2,4,V109,4933,21
Nd,20160825c3v2,4,V110,4955,13
Nd,20160825c3v2,4,V111,10799,5827
Nd,20160825c3v2,5,V6,1006,9
Nd,20160825c3v2,5,V24,2330,13
Nd,20160825c3v2,5,V32,2430,8
Nd,20160825c3v2,5,V34,3558,986
Nd,20160825c3v2,5,V35,3570,6
Nd,20160825c3v2,5,V38,3586,7
Nd,20160825c3v2,5,V40,3610,6
Nd,20160825c3v2,5,V42,3654,10
Nd,20160825c3v2,5,V48,3774,5
Nd,20160825c3v2,5,V49,3796,5
Nd,20160825c3v2,5,V53,3834,5
Nd,20160825c3v2,5,V55,3860,7
Nd,20160825c3v2,5,V58,3888,7
Nd,20160825c3v2,5,V59,3900,10
Nd,20160825c3v2,5,V71,4054,6
Nd,20160825c3v2,5,V90,4391,12
Nd,20160825c3v2,5,V93,4411,6
Nd,20160825c3v2,5,V95,4481,11
Nd,20160825c3v2,5,V98,4575,5
Nd,20160825c3v2,5,V104,10799,6171
Nd,20160825c3v3,1,V1,18,17
Nd,20160825c3v3,1,V3,53,20
Nd,20160825c3v3,1,V5,63,5
Nd,20160825c3v3,1,V6,78,13
Nd,20160825c3v3,1,V9,113,12
Nd,20160825c3v3,1,V10,138,23
Nd,20160825c3v3,1,V14,160,6
Nd,20160825c3v3,1,V16,176,5
Nd,20160825c3v3,1,V19,198,5
Nd,20160825c3v3,1,V20,211,8
Nd,20160825c3v3,1,V23,245,21
Nd,20160825c3v3,1,V26,305,42
Nd,20160825c3v3,1,V38,597,8
Nd,20160825c3v3,1,V39,625,7
Nd,20160825c3v3,1,V40,643,8
Nd,20160825c3v3,1,V51,1726,7
Nd,20160825c3v3,1,V55,2447,7
Nd,20160825c3v3,1,V57,2829,7
Nd,20160825c3v3,1,V58,2875,22
Nd,20160825c3v3,1,V60,2935,15
Nd,20160825c3v3,1,V61,3116,160
Nd,20160825c3v3,1,V62,3530,272
Nd,20160825c3v3,1,V63,4440,382
Nd,20160825c3v3,1,V70,4502,6
Nd,20160825c3v3,1,V74,4665,11
Nd,20160825c3v3,1,V76,4743,9
Nd,20160825c3v3,1,V87,5275,6
Nd,20160825c3v3,1,V91,5301,5
Nd,20160825c3v3,1,V99,5894,83
Nd,20160825c3v3,1,V100,6073,9
Nd,20160825c3v3,1,V101,6124,7
Nd,20160825c3v3,1,V103,6194,14
Nd,20160825c3v3,1,V110,6315,5
Nd,20160825c3v3,1,V111,6419,14
Nd,20160825c3v3,1,V113,6480,8
Nd,20160825c3v3,1,V114,6524,15
Nd,20160825c3v3,1,V118,6629,5
Nd,20160825c3v3,1,V119,6693,15
Nd,20160825c3v3,1,V121,6763,10
Nd,20160825c3v3,1,V122,6786,12
Nd,20160825c3v3,1,V123,6806,5
Nd,20160825c3v3,1,V125,6851,16
Nd,20160825c3v3,1,V129,9046,2134
Nd,20160825c3v3,1,V131,9066,5
Nd,20160825c3v3,1,V132,9428,356
Nd,20160825c3v3,1,V133,9636,16
Nd,20160825c3v3,1,V136,9979,187
Nd,20160825c3v3,1,V137,10009,11
Nd,20160825c3v3,1,V138,10027,6
Nd,20160825c3v3,1,V150,10187,7
Nd,20160825c3v3,1,V155,10279,7
Nd,20160825c3v3,1,V157,10799,497
Nd,20160825c3v3,2,V6,275,8
Nd,20160825c3v3,2,V14,461,5
Nd,20160825c3v3,2,V15,489,11
Nd,20160825c3v3,2,V18,527,8
Nd,20160825c3v3,2,V19,611,71
Nd,20160825c3v3,2,V20,639,8
Nd,20160825c3v3,2,V21,708,63
Nd,20160825c3v3,2,V28,761,8
Nd,20160825c3v3,2,V30,814,24
Nd,20160825c3v3,2,V31,826,5
Nd,20160825c3v3,2,V32,847,14
Nd,20160825c3v3,2,V33,869,7
Nd,20160825c3v3,2,V34,909,16
Nd,20160825c3v3,2,V35,1174,261
Nd,20160825c3v3,2,V42,1226,8
Nd,20160825c3v3,2,V43,1234,5
Nd,20160825c3v3,2,V60,1335,7
Nd,20160825c3v3,2,V62,1356,5
Nd,20160825c3v3,2,V63,1372,7
Nd,20160825c3v3,2,V69,1415,12
Nd,20160825c3v3,2,V73,1438,5
Nd,20160825c3v3,2,V81,1508,11
Nd,20160825c3v3,2,V87,1748,34
Nd,20160825c3v3,2,V88,1759,7
Nd,20160825c3v3,2,V89,1812,36
Nd,20160825c3v3,2,V92,1846,16
Nd,20160825c3v3,2,V93,1856,8
Nd,20160825c3v3,2,V94,1868,10
Nd,20160825c3v3,2,V96,1887,12
Nd,20160825c3v3,2,V98,1903,5
Nd,20160825c3v3,2,V100,1919,6
Nd,20160825c3v3,2,V101,2029,100
Nd,20160825c3v3,2,V104,2093,11
Nd,20160825c3v3,2,V106,2118,12
Nd,20160825c3v3,2,V111,2281,10
Nd,20160825c3v3,2,V112,2335,51
Nd,20160825c3v3,2,V115,2427,6
Nd,20160825c3v3,2,V116,2435,6
Nd,20160825c3v3,2,V120,2502,12
Nd,20160825c3v3,2,V124,3126,588
Nd,20160825c3v3,2,V125,3206,14
Nd,20160825c3v3,2,V134,3845,539
Nd,20160825c3v3,2,V141,3903,8
Nd,20160825c3v3,2,V142,3941,9
Nd,20160825c3v3,2,V143,3954,5
Nd,20160825c3v3,2,V152,4051,7
Nd,20160825c3v3,2,V153,4457,374
Nd,20160825c3v3,2,V156,4503,5
Nd,20160825c3v3,2,V159,4519,5
Nd,20160825c3v3,2,V160,4538,14
Nd,20160825c3v3,2,V161,4548,7
Nd,20160825c3v3,2,V166,4752,37
Nd,20160825c3v3,2,V167,4848,12
Nd,20160825c3v3,2,V168,4863,6
Nd,20160825c3v3,2,V172,5058,60
Nd,20160825c3v3,2,V177,5719,9
Nd,20160825c3v3,2,V178,5775,38
Nd,20160825c3v3,2,V180,6143,359
Nd,20160825c3v3,2,V185,6296,6
Nd,20160825c3v3,2,V189,6340,8
Nd,20160825c3v3,2,V192,6379,11
Nd,20160825c3v3,2,V194,6400,9
Nd,20160825c3v3,2,V195,6412,6
Nd,20160825c3v3,2,V197,6429,5
Nd,20160825c3v3,2,V201,6483,8
Nd,20160825c3v3,2,V210,6744,6
Nd,20160825c3v3,2,V214,6854,6
Nd,20160825c3v3,2,V215,6870,5
Nd,20160825c3v3,2,V216,6906,34
Nd,20160825c3v3,2,V217,6916,8
Nd,20160825c3v3,2,V218,6983,32
Nd,20160825c3v3,2,V220,7002,6
Nd,20160825c3v3,2,V221,7021,16
Nd,20160825c3v3,2,V223,7064,28
Nd,20160825c3v3,2,V224,7116,49
Nd,20160825c3v3,2,V229,7209,7
Nd,20160825c3v3,2,V234,7286,8
Nd,20160825c3v3,2,V236,7314,7
Nd,20160825c3v3,2,V242,7442,85
Nd,20160825c3v3,2,V243,7514,40
Nd,20160825c3v3,2,V245,7547,27
Nd,20160825c3v3,2,V253,7619,7
Nd,20160825c3v3,2,V255,7638,10
Nd,20160825c3v3,2,V256,7653,13
Nd,20160825c3v3,2,V257,7680,23
Nd,20160825c3v3,2,V258,7712,30
Nd,20160825c3v3,2,V260,7737,6
Nd,20160825c3v3,2,V264,7816,5
Nd,20160825c3v3,2,V276,8169,23
Nd,20160825c3v3,2,V277,8196,6
Nd,20160825c3v3,2,V278,8270,35
Nd,20160825c3v3,2,V281,9083,6
Nd,20160825c3v3,2,V285,9148,6
Nd,20160825c3v3,2,V294,9362,5
Nd,20160825c3v3,2,V297,9434,5
Nd,20160825c3v3,2,V299,9929,68
Nd,20160825c3v3,2,V304,10176,6
Nd,20160825c3v3,2,V305,10218,12
Nd,20160825c3v3,2,V306,10608,266
Nd,20160825c3v3,2,V307,10625,6
Nd,20160825c3v3,2,V309,10799,148
Nd,20160825c3v3,3,V6,4699,8
Nd,20160825c3v3,3,V8,5061,214
Nd,20160825c3v3,3,V9,10799,4871
Nd,20160825c3v3,4,V16,1715,15
Nd,20160825c3v3,4,V20,1756,9
Nd,20160825c3v3,4,V22,1779,10
Nd,20160825c3v3,4,V24,1813,15
Nd,20160825c3v3,4,V28,1891,22
Nd,20160825c3v3,4,V30,1932,35
Nd,20160825c3v3,4,V31,2100,137
Nd,20160825c3v3,4,V32,2108,6
Nd,20160825c3v3,4,V33,2126,11
Nd,20160825c3v3,4,V36,2180,34
Nd,20160825c3v3,4,V38,2215,12
Nd,20160825c3v3,4,V39,2228,7
Nd,20160825c3v3,4,V42,2262,7
Nd,20160825c3v3,4,V43,2276,6
Nd,20160825c3v3,4,V47,2348,8
Nd,20160825c3v3,4,V48,2355,5
Nd,20160825c3v3,4,V67,3669,6
Nd,20160825c3v3,4,V70,3694,9
Nd,20160825c3v3,4,V73,3716,7
Nd,20160825c3v3,4,V80,4167,23
Nd,20160825c3v3,4,V86,4213,5
Nd,20160825c3v3,4,V87,4229,14
Nd,20160825c3v3,4,V88,4241,10
Nd,20160825c3v3,4,V89,4248,5
Nd,20160825c3v3,4,V90,4257,7
Nd,20160825c3v3,4,V94,4296,5
Nd,20160825c3v3,4,V95,4313,9
Nd,20160825c3v3,4,V96,4320,5
Nd,20160825c3v3,4,V97,4329,7
Nd,20160825c3v3,4,V98,4343,9
Nd,20160825c3v3,4,V99,4359,13
Nd,20160825c3v3,4,V104,4429,29
Nd,20160825c3v3,4,V106,4445,5
Nd,20160825c3v3,4,V108,4466,15
Nd,20160825c3v3,4,V112,4488,6
Nd,20160825c3v3,4,V117,4517,8
Nd,20160825c3v3,4,V119,4538,5
Nd,20160825c3v3,4,V120,4549,9
Nd,20160825c3v3,4,V124,4588,6
Nd,20160825c3v3,4,V126,4605,5
Nd,20160825c3v3,4,V130,4661,10
Nd,20160825c3v3,4,V139,5000,8
Nd,20160825c3v3,4,V153,5486,6
Nd,20160825c3v3,4,V154,5500,5
Nd,20160825c3v3,4,V157,5529,6
Nd,20160825c3v3,4,V161,5579,6
Nd,20160825c3v3,4,V163,5725,11
Nd,20160825c3v3,4,V166,5744,6
Nd,20160825c3v3,4,V169,5760,5
Nd,20160825c3v3,4,V170,5769,7
Nd,20160825c3v3,4,V171,5789,17
Nd,20160825c3v3,4,V172,5803,8
Nd,20160825c3v3,4,V173,5810,5
Nd,20160825c3v3,4,V174,5821,6
Nd,20160825c3v3,4,V175,5829,6
Nd,20160825c3v3,4,V177,5847,10
Nd,20160825c3v3,4,V179,5867,12
Nd,20160825c3v3,4,V180,5901,32
Nd,20160825c3v3,4,V182,5917,11
Nd,20160825c3v3,4,V183,5927,5
Nd,20160825c3v3,4,V186,5948,7
Nd,20160825c3v3,4,V196,6017,7
Nd,20160825c3v3,4,V199,6033,6
Nd,20160825c3v3,4,V202,6068,13
Nd,20160825c3v3,4,V205,6087,8
Nd,20160825c3v3,4,V208,6102,5
Nd,20160825c3v3,4,V211,6137,21
Nd,20160825c3v3,4,V212,6149,8
Nd,20160825c3v3,4,V214,6165,8
Nd,20160825c3v3,4,V220,6235,7
Nd,20160825c3v3,4,V242,6403,5
Nd,20160825c3v3,4,V249,6445,5
Nd,20160825c3v3,4,V253,6482,5
Nd,20160825c3v3,4,V255,6495,5
Nd,20160825c3v3,4,V257,6521,10
Nd,20160825c3v3,4,V259,6551,24
Nd,20160825c3v3,4,V265,6850,17
Nd,20160825c3v3,4,V266,7128,75
Nd,20160825c3v3,4,V274,9282,15
Nd,20160825c3v3,4,V277,9297,6
Nd,20160825c3v3,4,V280,9323,7
Nd,20160825c3v3,4,V281,9345,5
Nd,20160825c3v3,4,V290,9411,9
Nd,20160825c3v3,4,V291,9440,27
Nd,20160825c3v3,4,V293,9466,11
Nd,20160825c3v3,4,V295,9481,7
Nd,20160825c3v3,4,V298,9503,5
Nd,20160825c3v3,4,V299,9516,10
Nd,20160825c3v3,4,V301,9527,6
Nd,20160825c3v3,4,V308,9577,7
Nd,20160825c3v3,4,V313,9612,5
Nd,20160825c3v3,4,V316,9640,7
Nd,20160825c3v3,4,V317,9648,6
Nd,20160825c3v3,4,V319,9665,12
Nd,20160825c3v3,4,V320,9673,6
Nd,20160825c3v3,4,V321,9684,9
Nd,20160825c3v3,4,V322,9694,5
Nd,20160825c3v3,4,V323,9706,7
Nd,20160825c3v3,4,V328,9739,9
Nd,20160825c3v3,4,V334,9797,5
Nd,20160825c3v3,4,V336,9819,6
Nd,20160825c3v3,4,V338,9834,6
Nd,20160825c3v3,4,V339,9846,7
Nd,20160825c3v3,4,V340,9854,5
Nd,20160825c3v3,4,V344,9880,7
Nd,20160825c3v3,4,V348,9924,6
Nd,20160825c3v3,4,V352,9961,7
Nd,20160825c3v3,4,V354,9975,7
Nd,20160825c3v3,4,V357,10007,6
Nd,20160825c3v3,4,V358,10025,16
Nd,20160825c3v3,4,V364,10060,8
Nd,20160825c3v3,4,V367,10080,10
Nd,20160825c3v3,4,V368,10100,18
Nd,20160825c3v3,4,V370,10114,5
Nd,20160825c3v3,4,V372,10135,5
Nd,20160825c3v3,4,V377,10163,10
Nd,20160825c3v3,4,V378,10172,6
Nd,20160825c3v3,4,V379,10185,10
Nd,20160825c3v3,4,V381,10208,12
Nd,20160825c3v3,4,V384,10247,20
Nd,20160825c3v3,4,V387,10273,9
Nd,20160825c3v3,4,V388,10282,5
Nd,20160825c3v3,4,V392,10307,5
Nd,20160825c3v3,4,V397,10350,9
Nd,20160825c3v3,4,V402,10400,5
Nd,20160825c3v3,4,V406,10478,8
Nd,20160825c3v3,4,V413,10682,5
Nd,20160825c3v3,5,V12,2550,5
Nd,20160825c3v3,5,V13,2563,6
Nd,20160825c3v3,5,V17,2769,6
Nd,20160825c3v3,5,V21,2831,18
Nd,20160825c3v3,5,V22,2842,9
Nd,20160825c3v3,5,V23,2873,27
Nd,20160825c3v3,5,V25,2929,48
Nd,20160825c3v3,5,V26,2948,17
Nd,20160825c3v3,5,V27,2955,5
Nd,20160825c3v3,5,V29,2978,18
Nd,20160825c3v3,5,V31,2994,10
Nd,20160825c3v3,5,V33,3032,33
Nd,20160825c3v3,5,V34,3283,228
Nd,20160825c3v3,5,V36,3473,12
Nd,20160825c3v3,5,V39,3843,16
Nd,20160825c3v3,5,V40,4090,181
Nd,20160825c3v3,5,V41,4694,16
Nd,20160825c3v3,5,V44,4781,5
Nd,20160825c3v3,5,V51,5738,14
Nd,20160825c3v3,5,V53,5750,6
Nd,20160825c3v3,5,V63,6358,237
Nd,20160825c3v3,5,V64,6380,16
Nd,20160825c3v3,5,V66,7612,856
Nd,20160825c3v3,5,V69,9690,344
Nd,20160825c3v3,5,V70,9740,10
Nd,20160825c3v3,5,V71,9835,82
Nd,20160825c3v3,5,V73,9961,12
Nd,20160825c3v3,5,V74,10799,819
Nd,20160825c3v3,6,V5,2100,5
Nd,20160825c3v3,6,V6,2374,33
Nd,20160825c3v3,6,V7,2393,10
Nd,20160825c3v3,6,V9,2677,11
Nd,20160825c3v3,6,V16,2822,9
Nd,20160825c3v3,6,V18,2863,22
Nd,20160825c3v3,6,V19,2891,19
Nd,20160825c3v3,6,V23,2926,8
Nd,20160825c3v3,6,V24,2993,65
Nd,20160825c3v3,6,V25,3111,116
Nd,20160825c3v3,6,V27,10799,7375
Nd,20160825c3v3,7,V1,856,846
Nd,20160825c3v3,7,V8,1598,15
Nd,20160825c3v3,7,V12,2201,55
Nd,20160825c3v3,7,V13,3146,321
Nd,20160825c3v3,7,V14,3172,24
Nd,20160825c3v3,7,V15,3190,16
Nd,20160825c3v3,7,V16,3234,40
Nd,20160825c3v3,7,V17,3269,33
Nd,20160825c3v3,7,V19,3291,17
Nd,20160825c3v3,7,V20,3322,29
Nd,20160825c3v3,7,V21,3329,5
Nd,20160825c3v3,7,V22,3355,22
Nd,20160825c3v3,7,V23,3369,11
Nd,20160825c3v3,7,V24,3393,22
Nd,20160825c3v3,7,V25,3414,19
Nd,20160825c3v3,7,V26,3424,7
Nd,20160825c3v3,7,V28,3451,6
Nd,20160825c3v3,7,V29,3459,6
Nd,20160825c3v3,7,V30,3471,9
Nd,20160825c3v3,7,V33,3497,15
Nd,20160825c3v3,7,V35,3516,5
Nd,20160825c3v3,7,V36,3526,8
Nd,20160825c3v3,7,V37,3539,7
Nd,20160825c3v3,7,V38,3546,5
Nd,20160825c3v3,7,V41,3567,8
Nd,20160825c3v3,7,V46,3596,5
Nd,20160825c3v3,7,V49,3626,8
Nd,20160825c3v3,7,V55,3682,18
Nd,20160825c3v3,7,V56,3693,9
Nd,20160825c3v3,7,V57,3702,7
Nd,20160825c3v3,7,V60,3722,12
Nd,20160825c3v3,7,V65,3756,5
Nd,20160825c3v3,7,V76,3822,5
Nd,20160825c3v3,7,V94,4043,7
Nd,20160825c3v3,7,V109,4164,5
Nd,20160825c3v3,7,V114,4192,5
Nd,20160825c3v3,7,V126,4328,6
Nd,20160825c3v3,7,V132,4366,5
Nd,20160825c3v3,7,V157,4908,12
Nd,20160825c3v3,7,V158,5028,6
Nd,20160825c3v3,7,V180,6101,7
Nd,20160825c3v3,7,V182,6122,5
Nd,20160825c3v3,7,V187,6166,6
Nd,20160825c3v3,7,V188,10799,4631
Se,20160825c4v1,1,V8,835,6
Se,20160825c4v1,1,V14,1266,11
Se,20160825c4v1,1,V26,1581,6
Se,20160825c4v1,1,V28,1612,14
Se,20160825c4v1,1,V29,1630,7
Se,20160825c4v1,1,V31,1643,5
Se,20160825c4v1,1,V34,1682,11
Se,20160825c4v1,1,V35,1724,7
Se,20160825c4v1,1,V37,1784,9
Se,20160825c4v1,1,V39,1840,5
Se,20160825c4v1,1,V42,1913,8
Se,20160825c4v1,1,V47,1955,12
Se,20160825c4v1,1,V52,2010,10
Se,20160825c4v1,1,V54,2123,15
Se,20160825c4v1,1,V55,2184,59
Se,20160825c4v1,1,V56,2195,9
Se,20160825c4v1,1,V60,2219,12
Se,20160825c4v1,1,V61,2264,43
Se,20160825c4v1,1,V63,2333,62
Se,20160825c4v1,1,V66,2365,19
Se,20160825c4v1,1,V68,2383,11
Se,20160825c4v1,1,V70,2395,6
Se,20160825c4v1,1,V72,2435,24
Se,20160825c4v1,1,V74,2455,13
Se,20160825c4v1,1,V76,2519,52
Se,20160825c4v1,1,V77,2537,16
Se,20160825c4v1,1,V78,2546,7
Se,20160825c4v1,1,V80,2575,24
Se,20160825c4v1,1,V81,2590,11
Se,20160825c4v1,1,V82,2617,25
Se,20160825c4v1,1,V83,2635,13
Se,20160825c4v1,1,V84,2655,18
Se,20160825c4v1,1,V85,2680,23
Se,20160825c4v1,1,V88,2721,24
Se,20160825c4v1,1,V90,2755,26
Se,20160825c4v1,1,V91,2833,76
Se,20160825c4v1,1,V92,2896,61
Se,20160825c4v1,1,V93,2904,6
Se,20160825c4v1,1,V94,3012,104
Se,20160825c4v1,1,V96,3500,483
Se,20160825c4v1,1,V105,5977,54
Se,20160825c4v1,1,V111,6031,8
Se,20160825c4v1,1,V113,6043,5
Se,20160825c4v1,1,V117,6081,5
Se,20160825c4v1,1,V119,6105,8
Se,20160825c4v1,1,V122,6181,15
Se,20160825c4v1,1,V123,7658,1000
Se,20160825c4v1,1,V124,7966,7
Se,20160825c4v1,1,V132,8078,9
Se,20160825c4v1,1,V134,9170,1013
Se,20160825c4v1,1,V140,9274,8
Se,20160825c4v1,1,V145,9376,5
Se,20160825c4v1,1,V156,9461,11
Se,20160825c4v1,1,V163,9501,10
Se,20160825c4v1,1,V164,9509,6
Se,20160825c4v1,1,V168,9529,5
Se,20160825c4v1,1,V171,9558,12
Se,20160825c4v1,1,V174,9707,29
Se,20160825c4v1,1,V176,9763,33
Se,20160825c4v1,1,V178,9777,8
Se,20160825c4v1,1,V179,9797,15
Se,20160825c4v1,1,V181,9941,6
Se,20160825c4v1,1,V182,9957,5
Se,20160825c4v1,1,V183,9988,14
Se,20160825c4v1,1,V187,10041,15
Se,20160825c4v1,1,V189,10063,5
Se,20160825c4v1,1,V193,10219,61
Se,20160825c4v1,1,V196,10252,10
Se,20160825c4v1,1,V199,10297,30
Se,20160825c4v1,1,V200,10312,12
Se,20160825c4v1,1,V201,10347,11
Se,20160825c4v1,1,V209,10400,5
Se,20160825c4v1,1,V210,10413,11
Se,20160825c4v1,1,V213,10443,13
Se,20160825c4v1,2,V4,1247,17
Se,20160825c4v1,2,V10,1307,19
Se,20160825c4v1,2,V12,1340,26
Se,20160825c4v1,2,V13,1366,24
Se,20160825c4v1,2,V15,1406,21
Se,20160825c4v1,2,V16,1416,8
Se,20160825c4v1,2,V19,1436,10
Se,20160825c4v1,2,V20,1458,20
Se,20160825c4v1,2,V21,1470,10
Se,20160825c4v1,2,V22,1483,11
Se,20160825c4v1,2,V24,1531,37
Se,20160825c4v1,2,V27,1778,34
Se,20160825c4v1,2,V28,2111,182
Se,20160825c4v1,2,V30,2151,5
Se,20160825c4v1,2,V31,2162,9
Se,20160825c4v1,2,V32,2176,12
Se,20160825c4v1,2,V35,2850,7
Se,20160825c4v1,2,V37,2892,36
Se,20160825c4v1,2,V40,2942,37
Se,20160825c4v1,2,V44,2998,45
Se,20160825c4v1,2,V47,3016,8
Se,20160825c4v1,2,V48,3037,13
Se,20160825c4v1,2,V49,3055,14
Se,20160825c4v1,2,V52,3080,14
Se,20160825c4v1,2,V54,3123,32
Se,20160825c4v1,2,V56,3204,5
Se,20160825c4v1,2,V57,3234,23
Se,20160825c4v1,2,V58,3250,9
Se,20160825c4v1,2,V60,3271,8
Se,20160825c4v1,2,V64,3328,5
Se,20160825c4v1,2,V80,3586,7
Se,20160825c4v1,2,V83,3613,5
Se,20160825c4v1,2,V87,3653,17
Se,20160825c4v1,2,V89,3669,7
Se,20160825c4v1,2,V93,3709,21
Se,20160825c4v1,2,V94,3744,33
Se,20160825c4v1,2,V96,3756,6
Se,20160825c4v1,2,V97,3776,13
Se,20160825c4v1,2,V98,3791,6
Se,20160825c4v1,2,V100,3813,13
Se,20160825c4v1,2,V101,3831,16
Se,20160825c4v1,2,V103,3848,9
Se,20160825c4v1,2,V104,3867,13
Se,20160825c4v1,2,V105,3893,15
Se,20160825c4v1,2,V106,3929,34
Se,20160825c4v1,2,V107,3947,16
Se,20160825c4v1,2,V108,3966,16
Se,20160825c4v1,2,V109,3984,15
Se,20160825c4v1,2,V112,4009,11
Se,20160825c4v1,2,V113,4017,6
Se,20160825c4v1,2,V115,4030,8
Se,20160825c4v1,2,V116,4054,22
Se,20160825c4v1,2,V121,4103,25
Se,20160825c4v1,2,V122,4116,5
Se,20160825c4v1,2,V124,4143,16
Se,20160825c4v1,2,V126,4162,14
Se,20160825c4v1,2,V128,4176,8
Se,20160825c4v1,2,V131,4201,7
Se,20160825c4v1,2,V132,4211,7
Se,20160825c4v1,2,V136,4237,6
Se,20160825c4v1,2,V142,4285,6
Se,20160825c4v1,2,V143,4297,6
Se,20160825c4v1,2,V145,4345,34
Se,20160825c4v1,2,V146,4357,9
Se,20160825c4v1,2,V149,4388,12
Se,20160825c4v1,2,V151,4402,6
Se,20160825c4v1,2,V160,4468,10
Se,20160825c4v1,2,V162,4505,13
Se,20160825c4v1,2,V163,4517,10
Se,20160825c4v1,2,V164,4524,5
Se,20160825c4v1,2,V166,4543,7
Se,20160825c4v1,2,V170,4566,9
Se,20160825c4v1,2,V173,4590,7
Se,20160825c4v1,2,V174,4600,8
Se,20160825c4v1,2,V176,4612,5
Se,20160825c4v1,2,V177,4627,11
Se,20160825c4v1,2,V178,5359,13
Se,20160825c4v1,2,V179,7603,284
Se,20160825c4v1,2,V180,7736,67
Se,20160825c4v1,2,V181,9054,1062
Se,20160825c4v1,2,V183,9093,10
Se,20160825c4v1,2,V186,10401,356
Se,20160825c4v1,2,V189,10496,5
Se,20160825c4v1,2,V191,10693,20
Se,20160825c4v1,2,V192,10711,16
Se,20160825c4v1,2,V193,10719,5
Se,20160825c4v1,2,V194,10736,15
Se,20160825c4v1,2,V195,10782,44
Se,20160825c4v1,2,V196,10799,11
Se,20160825c4v1,3,V10,1804,7
Se,20160825c4v1,3,V14,2460,8
Se,20160825c4v1,3,V15,2612,5
Se,20160825c4v1,3,V19,3029,5
Se,20160825c4v1,3,V20,3041,5
Se,20160825c4v1,3,V27,3577,9
Se,20160825c4v1,3,V40,4364,5
Se,20160825c4v1,3,V47,4954,15
Se,20160825c4v1,3,V48,4968,7
Se,20160825c4v1,3,V58,5141,7
Se,20160825c4v1,3,V60,5155,5
Se,20160825c4v1,3,V62,5166,6
Se,20160825c4v1,3,V65,5191,5
Se,20160825c4v1,3,V67,5208,6
Se,20160825c4v1,3,V69,5227,7
Se,20160825c4v1,3,V70,5244,15
Se,20160825c4v1,3,V77,5294,6
Se,20160825c4v1,3,V79,5315,6
Se,20160825c4v1,3,V82,5332,7
Se,20160825c4v1,3,V84,5354,7
Se,20160825c4v1,3,V85,5362,5
Se,20160825c4v1,3,V88,5382,6
Se,20160825c4v1,3,V91,5406,9
Se,20160825c4v1,3,V93,5416,5
Se,20160825c4v1,3,V95,5430,8
Se,20160825c4v1,3,V96,5441,9
Se,20160825c4v1,3,V99,5462,7
Se,20160825c4v1,3,V101,5482,13
Se,20160825c4v1,3,V107,5517,6
Se,20160825c4v1,3,V110,5550,10
Se,20160825c4v1,3,V117,5590,7
Se,20160825c4v1,3,V123,5625,10
Se,20160825c4v1,3,V127,5660,8
Se,20160825c4v1,3,V129,5670,5
Se,20160825c4v1,3,V131,5691,10
Se,20160825c4v1,3,V139,5750,9
Se,20160825c4v1,3,V143,5783,10
Se,20160825c4v1,3,V155,5865,5
Se,20160825c4v1,3,V157,5886,11
Se,20160825c4v1,3,V158,5898,6
Se,20160825c4v1,3,V164,5930,5
Se,20160825c4v1,3,V174,6028,13
Se,20160825c4v1,3,V184,6095,6
Se,20160825c4v1,3,V187,6130,10
Se,20160825c4v1,3,V191,6158,6
Se,20160825c4v1,3,V193,7518,30
Se,20160825c4v1,3,V194,7552,7
Se,20160825c4v1,3,V197,7745,11
Se,20160825c4v1,3,V199,7815,5
Se,20160825c4v1,3,V201,7883,9
Se,20160825c4v1,3,V202,7969,7
Se,20160825c4v1,3,V204,8121,8
Se,20160825c4v1,3,V205,9259,1092
