"","genotype","datelist","animal","variable","fram","lens","expt"
"438","Sd","20160825c1v2",3,"V118",4227,12,"iaa"
"439","Sd","20160825c1v2",3,"V120",4286,13,"iaa"
"440","Sd","20160825c1v2",3,"V121",4294,6,"iaa"
"441","Sd","20160825c1v2",3,"V122",4347,13,"iaa"
"442","Sd","20160825c1v2",3,"V123",4368,5,"iaa"
"443","Sd","20160825c1v2",3,"V124",4493,118,"iaa"
"444","Sd","20160825c1v2",3,"V126",4881,6,"iaa"
"445","Sd","20160825c1v2",3,"V130",5305,5,"iaa"
"446","Sd","20160825c1v2",4,"V6",1401,22,"iaa"
"447","Sd","20160825c1v2",4,"V9",1459,7,"iaa"
"448","Sd","20160825c1v2",4,"V10",1496,14,"iaa"
"449","Sd","20160825c1v2",4,"V15",1791,17,"iaa"
"450","Sd","20160825c1v2",4,"V16",1805,10,"iaa"
"451","Sd","20160825c1v2",4,"V17",1826,14,"iaa"
"452","Sd","20160825c1v2",4,"V22",1945,20,"iaa"
"453","Sd","20160825c1v2",4,"V23",1969,15,"iaa"
"454","Sd","20160825c1v2",4,"V29",2099,6,"iaa"
"455","Sd","20160825c1v2",4,"V32",2151,6,"iaa"
"456","Sd","20160825c1v2",4,"V34",2233,5,"iaa"
"457","Sd","20160825c1v2",4,"V45",2467,12,"iaa"
"458","Sd","20160825c1v2",4,"V48",2516,8,"iaa"
"459","Sd","20160825c1v2",4,"V50",2542,14,"iaa"
"460","Sd","20160825c1v2",4,"V55",2704,6,"iaa"
"461","Sd","20160825c1v2",4,"V56",2747,41,"iaa"
"462","Sd","20160825c1v2",4,"V57",2776,27,"iaa"
"463","Sd","20160825c1v2",4,"V59",2795,14,"iaa"
"464","Sd","20160825c1v2",4,"V60",2813,16,"iaa"
"465","Sd","20160825c1v2",4,"V61",2852,37,"iaa"
"466","Sd","20160825c1v2",4,"V63",2883,22,"iaa"
"467","Sd","20160825c1v2",4,"V65",2897,9,"iaa"
"468","Sd","20160825c1v2",4,"V66",2971,72,"iaa"
"469","Sd","20160825c1v2",4,"V67",2995,22,"iaa"
"470","Sd","20160825c1v2",4,"V68",3083,86,"iaa"
"471","Sd","20160825c1v2",4,"V69",3142,52,"iaa"
"472","Sd","20160825c1v2",4,"V70",3169,25,"iaa"
"473","Sd","20160825c1v2",4,"V71",3179,7,"iaa"
"474","Sd","20160825c1v2",4,"V72",3263,81,"iaa"
"475","Sd","20160825c1v2",4,"V73",3300,35,"iaa"
"476","Sd","20160825c1v2",4,"V74",3312,10,"iaa"
"477","Sd","20160825c1v2",4,"V75",3337,22,"iaa"
"478","Sd","20160825c1v2",4,"V76",3358,13,"iaa"
"479","Sd","20160825c1v2",4,"V77",3390,30,"iaa"
"480","Sd","20160825c1v2",4,"V78",3397,5,"iaa"
"481","Sd","20160825c1v2",4,"V80",3425,10,"iaa"
"482","Sd","20160825c1v2",4,"V81",3441,9,"iaa"
"483","Sd","20160825c1v2",4,"V82",3457,9,"iaa"
"484","Sd","20160825c1v2",4,"V88",3553,40,"iaa"
"485","Sd","20160825c1v2",4,"V91",3571,9,"iaa"
"486","Sd","20160825c1v2",4,"V93",3590,11,"iaa"
"487","Sd","20160825c1v2",4,"V95",3682,87,"iaa"
"488","Sd","20160825c1v2",4,"V98",3704,13,"iaa"
"489","Sd","20160825c1v2",4,"V100",3719,10,"iaa"
"490","Sd","20160825c1v2",4,"V102",3748,23,"iaa"
"491","Sd","20160825c1v2",4,"V103",3766,12,"iaa"
"492","Sd","20160825c1v2",4,"V104",3782,14,"iaa"
"493","Sd","20160825c1v2",4,"V105",3796,8,"iaa"
"494","Sd","20160825c1v2",4,"V106",3808,10,"iaa"
"495","Sd","20160825c1v2",4,"V107",3824,13,"iaa"
"496","Sd","20160825c1v2",4,"V110",3877,34,"iaa"
"497","Sd","20160825c1v2",4,"V111",3893,12,"iaa"
"498","Sd","20160825c1v2",4,"V112",3929,33,"iaa"
"499","Sd","20160825c1v2",4,"V117",3997,32,"iaa"
"500","Sd","20160825c1v2",4,"V118",4007,7,"iaa"
"501","Sd","20160825c1v2",4,"V121",4034,12,"iaa"
"502","Sd","20160825c1v2",4,"V123",4059,8,"iaa"
"503","Sd","20160825c1v2",4,"V124",4066,5,"iaa"
"504","Sd","20160825c1v2",4,"V127",4109,15,"iaa"
"505","Sd","20160825c1v2",4,"V129",4146,8,"iaa"
"506","Sd","20160825c1v2",4,"V130",4193,43,"iaa"
"507","Sd","20160825c1v2",4,"V131",4221,24,"iaa"
"508","Sd","20160825c1v2",4,"V132",4278,42,"iaa"
"509","Sd","20160825c1v2",4,"V133",4289,7,"iaa"
"510","Sd","20160825c1v2",4,"V137",4329,13,"iaa"
"511","Sd","20160825c1v2",4,"V138",4356,25,"iaa"
"512","Sd","20160825c1v2",4,"V139",4392,34,"iaa"
"513","Sd","20160825c1v2",4,"V140",4419,24,"iaa"
"514","Sd","20160825c1v2",4,"V141",4484,63,"iaa"
"515","Sd","20160825c1v2",4,"V143",4503,12,"iaa"
"516","Sd","20160825c1v2",4,"V144",4538,20,"iaa"
"517","Sd","20160825c1v2",4,"V146",4589,39,"iaa"
"518","Sd","20160825c1v2",4,"V147",4610,19,"iaa"
"519","Sd","20160825c1v2",4,"V148",4626,7,"iaa"
"520","Sd","20160825c1v2",4,"V149",4663,26,"iaa"
"521","Sd","20160825c1v2",4,"V151",4738,57,"iaa"
"522","Sd","20160825c1v2",4,"V153",4807,63,"iaa"
"523","Sd","20160825c1v2",4,"V157",4879,11,"iaa"
"524","Sd","20160825c1v2",4,"V159",4903,15,"iaa"
"525","Sd","20160825c1v2",4,"V164",5024,5,"iaa"
"526","Sd","20160825c1v2",4,"V168",5173,7,"iaa"
"527","Sd","20160825c1v2",4,"V169",5194,18,"iaa"
"528","Sd","20160825c1v2",4,"V172",5256,36,"iaa"
"529","Sd","20160825c1v2",4,"V173",5292,32,"iaa"
"530","Sd","20160825c1v2",4,"V174",5315,12,"iaa"
"531","Sd","20160825c1v2",4,"V178",5370,6,"iaa"
"532","Sd","20160825c1v2",4,"V179",5378,6,"iaa"
"533","Sd","20160825c1v2",4,"V185",5425,22,"iaa"
"534","Sd","20160825c1v2",4,"V187",5453,6,"iaa"
"535","Sd","20160825c1v2",4,"V189",5482,5,"iaa"
"536","Sd","20160825c1v2",4,"V190",5504,19,"iaa"
"537","Sd","20160825c1v2",4,"V191",5591,85,"iaa"
"538","Sd","20160825c1v2",4,"V193",5612,10,"iaa"
"539","Sd","20160825c1v2",4,"V194",5630,6,"iaa"
"540","Sd","20160825c1v2",4,"V195",5645,13,"iaa"
"541","Sd","20160825c1v2",4,"V197",5669,18,"iaa"
"542","Sd","20160825c1v2",4,"V198",5697,26,"iaa"
"543","Sd","20160825c1v2",4,"V199",5745,46,"iaa"
"544","Sd","20160825c1v2",4,"V201",5763,8,"iaa"
"545","Sd","20160825c1v2",4,"V202",5773,8,"iaa"
"546","Sd","20160825c1v2",4,"V203",5784,9,"iaa"
"547","Sd","20160825c1v2",4,"V204",5794,7,"iaa"
"548","Sd","20160825c1v2",4,"V205",5802,6,"iaa"
"549","Sd","20160825c1v2",4,"V208",5821,5,"iaa"
"550","Sd","20160825c1v2",4,"V210",5837,8,"iaa"
"551","Sd","20160825c1v2",4,"V212",5857,13,"iaa"
"552","Sd","20160825c1v2",4,"V213",5866,7,"iaa"
"553","Sd","20160825c1v2",4,"V214",5875,7,"iaa"
"554","Sd","20160825c1v2",4,"V215",5894,17,"iaa"
"555","Sd","20160825c1v2",4,"V216",5924,28,"iaa"
"556","Sd","20160825c1v2",4,"V218",5960,27,"iaa"
"557","Sd","20160825c1v2",4,"V219",5977,9,"iaa"
"558","Sd","20160825c1v2",4,"V220",5986,7,"iaa"
"559","Sd","20160825c1v2",4,"V221",6018,27,"iaa"
"560","Sd","20160825c1v2",4,"V225",6066,27,"iaa"
"561","Sd","20160825c1v2",4,"V226",6079,11,"iaa"
"562","Sd","20160825c1v2",4,"V228",6099,15,"iaa"
"563","Sd","20160825c1v2",4,"V229",6113,11,"iaa"
"564","Sd","20160825c1v2",4,"V230",6123,8,"iaa"
"565","Sd","20160825c1v2",4,"V231",6163,38,"iaa"
"566","Sd","20160825c1v2",4,"V232",10569,4402,"iaa"
"567","Sd","20160825c1v2",4,"V235",10798,16,"iaa"
"568","Sd","20160825c1v2",5,"V28",5516,5,"iaa"
"569","Sd","20160825c1v2",5,"V31",6097,6,"iaa"
"570","Sd","20160825c1v2",5,"V41",6503,5,"iaa"
"571","Sd","20160825c1v2",5,"V50",7787,10,"iaa"
"572","Sd","20160825c1v2",5,"V55",7904,5,"iaa"
"573","Sd","20160825c1v2",5,"V57",7929,7,"iaa"
"574","Sd","20160825c1v2",5,"V59",7985,9,"iaa"
"575","Sd","20160825c1v2",5,"V61",7995,5,"iaa"
"576","Sd","20160825c1v2",5,"V64",8159,7,"iaa"
"577","Sd","20160825c1v2",5,"V65",8171,9,"iaa"
"578","Sd","20160825c1v2",5,"V69",8211,15,"iaa"
"579","Sd","20160825c1v2",5,"V73",8244,5,"iaa"
"580","Sd","20160825c1v2",5,"V74",8254,8,"iaa"
"581","Sd","20160825c1v2",5,"V76",8273,13,"iaa"
"582","Sd","20160825c1v2",5,"V77",8293,11,"iaa"
"583","Sd","20160825c1v2",5,"V78",8304,7,"iaa"
"584","Sd","20160825c1v2",5,"V79",8318,11,"iaa"
"585","Sd","20160825c1v2",5,"V80",8328,8,"iaa"
"586","Sd","20160825c1v2",5,"V88",8374,5,"iaa"
"587","Sd","20160825c1v2",5,"V94",8409,5,"iaa"
"588","Sd","20160825c1v2",5,"V101",8471,8,"iaa"
"589","Sd","20160825c1v2",5,"V103",8495,9,"iaa"
"590","Sd","20160825c1v2",5,"V108",8533,7,"iaa"
"591","Sd","20160825c1v2",5,"V110",8551,9,"iaa"
"592","Sd","20160825c1v2",5,"V112",8576,14,"iaa"
"593","Sd","20160825c1v2",5,"V115",8598,6,"iaa"
"594","Sd","20160825c1v2",5,"V116",8611,6,"iaa"
"595","Sd","20160825c1v2",5,"V118",8628,7,"iaa"
"596","Sd","20160825c1v2",5,"V120",8647,7,"iaa"
"597","Sd","20160825c1v2",5,"V122",8673,21,"iaa"
"598","Sd","20160825c1v2",5,"V130",8762,5,"iaa"
"599","Sd","20160825c1v2",5,"V138",8835,9,"iaa"
"600","Sd","20160825c1v2",5,"V141",8852,6,"iaa"
"601","Sd","20160825c1v2",5,"V149",8915,5,"iaa"
"602","Sd","20160825c1v2",5,"V150",8924,5,"iaa"
"603","Sd","20160825c1v2",5,"V160",9061,5,"iaa"
"604","Sd","20160825c1v2",5,"V165",9109,7,"iaa"
"605","Sd","20160825c1v2",5,"V168",9148,7,"iaa"
"606","Sd","20160825c1v2",5,"V172",9173,8,"iaa"
"607","Sd","20160825c1v2",5,"V174",9188,7,"iaa"
"608","Sd","20160825c1v2",5,"V178",9241,16,"iaa"
"609","Sd","20160825c1v2",5,"V179",10798,1551,"iaa"
"610","Sd","20160825c1v2",6,"V1",839,8,"iaa"
"611","Sd","20160825c1v2",6,"V2",851,6,"iaa"
"612","Sd","20160825c1v2",6,"V8",1629,11,"iaa"
"613","Sd","20160825c1v2",6,"V9",1744,9,"iaa"
"614","Sd","20160825c1v2",6,"V10",1753,7,"iaa"
"615","Sd","20160825c1v2",6,"V13",1839,14,"iaa"
"616","Sd","20160825c1v2",6,"V14",1865,15,"iaa"
"617","Sd","20160825c1v2",6,"V17",1950,6,"iaa"
"618","Sd","20160825c1v2",6,"V20",2023,9,"iaa"
"619","Sd","20160825c1v2",6,"V37",3319,7,"iaa"
"620","Sd","20160825c1v2",6,"V40",3441,18,"iaa"
"621","Sd","20160825c1v2",6,"V45",3475,9,"iaa"
"622","Sd","20160825c1v2",6,"V46",3487,10,"iaa"
"623","Sd","20160825c1v2",6,"V49",3609,14,"iaa"
"624","Sd","20160825c1v2",6,"V54",3662,7,"iaa"
"625","Sd","20160825c1v2",6,"V56",3735,5,"iaa"
"626","Sd","20160825c1v2",6,"V64",3898,5,"iaa"
"627","Sd","20160825c1v2",6,"V65",3985,5,"iaa"
"628","Sd","20160825c1v2",6,"V67",4065,8,"iaa"
"629","Sd","20160825c1v2",6,"V70",4085,11,"iaa"
"630","Sd","20160825c1v2",6,"V73",4184,85,"iaa"
"631","Sd","20160825c1v2",6,"V74",4213,7,"iaa"
"632","Sd","20160825c1v2",6,"V75",4229,9,"iaa"
"633","Sd","20160825c1v2",6,"V76",4255,24,"iaa"
"634","Sd","20160825c1v2",6,"V78",4283,13,"iaa"
"635","Sd","20160825c1v2",6,"V79",4298,7,"iaa"
"636","Sd","20160825c1v2",6,"V88",4739,8,"iaa"
"637","Sd","20160825c1v2",6,"V90",9527,4756,"iaa"
"638","Sd","20160825c1v2",6,"V117",10552,5,"iaa"
"639","Sd","20160825c1v2",6,"V133",10799,5,"iaa"
"640","Sd","20160825c1v3",1,"V2",102,42,"iaa"
"641","Sd","20160825c1v3",1,"V3",139,35,"iaa"
"642","Sd","20160825c1v3",1,"V14",2562,13,"iaa"
"643","Sd","20160825c1v3",1,"V17",2651,10,"iaa"
"644","Sd","20160825c1v3",1,"V22",3198,40,"iaa"
"645","Sd","20160825c1v3",1,"V23",4032,12,"iaa"
"646","Sd","20160825c1v3",1,"V24",4077,43,"iaa"
"647","Sd","20160825c1v3",1,"V27",4234,73,"iaa"
"648","Sd","20160825c1v3",1,"V28",4297,39,"iaa"
"649","Sd","20160825c1v3",1,"V29",4324,25,"iaa"
"650","Sd","20160825c1v3",1,"V30",4495,169,"iaa"
"651","Sd","20160825c1v3",1,"V33",4566,12,"iaa"
"652","Sd","20160825c1v3",1,"V38",4661,6,"iaa"
"653","Sd","20160825c1v3",1,"V40",4746,7,"iaa"
"654","Sd","20160825c1v3",1,"V43",4780,5,"iaa"
"655","Sd","20160825c1v3",1,"V44",4797,12,"iaa"
"656","Sd","20160825c1v3",1,"V47",4861,7,"iaa"
"657","Sd","20160825c1v3",1,"V51",4890,7,"iaa"
"658","Sd","20160825c1v3",1,"V52",4897,5,"iaa"
"659","Sd","20160825c1v3",1,"V54",4912,8,"iaa"
"660","Sd","20160825c1v3",1,"V55",4928,14,"iaa"
"661","Sd","20160825c1v3",1,"V58",4979,17,"iaa"
"662","Sd","20160825c1v3",1,"V62",5015,12,"iaa"
"663","Sd","20160825c1v3",1,"V66",5102,22,"iaa"
"664","Sd","20160825c1v3",1,"V67",5125,19,"iaa"
"665","Sd","20160825c1v3",1,"V68",5139,11,"iaa"
"666","Sd","20160825c1v3",1,"V70",5157,13,"iaa"
"667","Sd","20160825c1v3",1,"V71",5170,10,"iaa"
"668","Sd","20160825c1v3",1,"V74",5187,8,"iaa"
"669","Sd","20160825c1v3",1,"V75",5200,11,"iaa"
"670","Sd","20160825c1v3",1,"V78",5255,36,"iaa"
"671","Sd","20160825c1v3",1,"V80",5281,15,"iaa"
"672","Sd","20160825c1v3",1,"V82",5308,22,"iaa"
"673","Sd","20160825c1v3",1,"V91",5368,7,"iaa"
"674","Sd","20160825c1v3",1,"V92",5401,31,"iaa"
"675","Sd","20160825c1v3",1,"V105",5548,5,"iaa"
"676","Sd","20160825c1v3",1,"V114",5656,5,"iaa"
"677","Sd","20160825c1v3",1,"V115",5665,7,"iaa"
"678","Sd","20160825c1v3",1,"V118",5684,5,"iaa"
"679","Sd","20160825c1v3",1,"V121",5801,9,"iaa"
"680","Sd","20160825c1v3",1,"V126",5846,8,"iaa"
"681","Sd","20160825c1v3",1,"V127",5860,12,"iaa"
"682","Sd","20160825c1v3",1,"V128",5867,5,"iaa"
"683","Sd","20160825c1v3",1,"V129",5879,10,"iaa"
"684","Sd","20160825c1v3",1,"V131",5903,12,"iaa"
"685","Sd","20160825c1v3",1,"V132",5955,5,"iaa"
"686","Sd","20160825c1v3",1,"V140",6029,16,"iaa"
"687","Sd","20160825c1v3",1,"V143",6058,7,"iaa"
"688","Sd","20160825c1v3",1,"V146",6115,23,"iaa"
"689","Sd","20160825c1v3",1,"V150",6167,8,"iaa"
"690","Sd","20160825c1v3",1,"V151",10799,4628,"iaa"
"691","Sd","20160825c1v3",2,"V3",3835,59,"iaa"
"692","Sd","20160825c1v3",3,"V12",1771,7,"iaa"
"693","Sd","20160825c1v3",3,"V15",1801,15,"iaa"
"694","Sd","20160825c1v3",3,"V16",1832,18,"iaa"
"695","Sd","20160825c1v3",3,"V17",1851,9,"iaa"
"696","Sd","20160825c1v3",3,"V18",1868,7,"iaa"
"697","Sd","20160825c1v3",3,"V20",1922,45,"iaa"
"698","Sd","20160825c1v3",3,"V21",1949,23,"iaa"
"699","Sd","20160825c1v3",3,"V22",1965,9,"iaa"
"700","Sd","20160825c1v3",3,"V23",1978,11,"iaa"
"701","Sd","20160825c1v3",3,"V24",1987,5,"iaa"
"702","Sd","20160825c1v3",3,"V30",2161,7,"iaa"
"703","Sd","20160825c1v3",3,"V31",2172,6,"iaa"
"704","Sd","20160825c1v3",3,"V32",2188,7,"iaa"
"705","Sd","20160825c1v3",3,"V33",2231,18,"iaa"
"706","Sd","20160825c1v3",3,"V35",2295,52,"iaa"
"707","Sd","20160825c1v3",3,"V36",2323,26,"iaa"
"708","Sd","20160825c1v3",3,"V37",2352,18,"iaa"
"709","Sd","20160825c1v3",3,"V38",2367,13,"iaa"
"710","Sd","20160825c1v3",3,"V39",2393,24,"iaa"
"711","Sd","20160825c1v3",3,"V40",2419,19,"iaa"
"712","Sd","20160825c1v3",3,"V41",2464,43,"iaa"
"713","Sd","20160825c1v3",3,"V42",2477,11,"iaa"
"714","Sd","20160825c1v3",3,"V43",2490,11,"iaa"
"715","Sd","20160825c1v3",3,"V44",2510,16,"iaa"
"716","Sd","20160825c1v3",3,"V45",2538,26,"iaa"
"717","Sd","20160825c1v3",3,"V46",2563,22,"iaa"
"718","Sd","20160825c1v3",3,"V47",2587,22,"iaa"
"719","Sd","20160825c1v3",3,"V48",2594,5,"iaa"
"720","Sd","20160825c1v3",3,"V49",2605,8,"iaa"
"721","Sd","20160825c1v3",3,"V50",2621,12,"iaa"
"722","Sd","20160825c1v3",3,"V54",2646,12,"iaa"
"723","Sd","20160825c1v3",3,"V55",2656,7,"iaa"
"724","Sd","20160825c1v3",3,"V57",2676,15,"iaa"
"725","Sd","20160825c1v3",3,"V59",2694,11,"iaa"
"726","Sd","20160825c1v3",3,"V60",2709,11,"iaa"
"727","Sd","20160825c1v3",3,"V61",2770,56,"iaa"
"728","Sd","20160825c1v3",3,"V62",2788,15,"iaa"
"729","Sd","20160825c1v3",3,"V63",2795,5,"iaa"
"730","Sd","20160825c1v3",3,"V64",2858,61,"iaa"
"731","Sd","20160825c1v3",3,"V66",2887,20,"iaa"
"732","Sd","20160825c1v3",3,"V67",2924,21,"iaa"
"733","Sd","20160825c1v3",3,"V73",3029,5,"iaa"
"734","Sd","20160825c1v3",3,"V74",3042,5,"iaa"
"735","Sd","20160825c1v3",3,"V84",3370,12,"iaa"
"736","Sd","20160825c1v3",3,"V89",3451,5,"iaa"
"737","Sd","20160825c1v3",3,"V90",3462,8,"iaa"
"738","Sd","20160825c1v3",3,"V92",3498,19,"iaa"
"739","Sd","20160825c1v3",3,"V94",3539,36,"iaa"
"740","Sd","20160825c1v3",3,"V95",3563,19,"iaa"
"741","Sd","20160825c1v3",3,"V97",3587,19,"iaa"
"742","Sd","20160825c1v3",3,"V98",3608,19,"iaa"
"743","Sd","20160825c1v3",3,"V99",3615,5,"iaa"
"744","Sd","20160825c1v3",3,"V100",3624,6,"iaa"
"745","Sd","20160825c1v3",3,"V101",3656,28,"iaa"
"746","Sd","20160825c1v3",3,"V103",3691,26,"iaa"
"747","Sd","20160825c1v3",3,"V104",3708,14,"iaa"
"748","Sd","20160825c1v3",3,"V105",3715,5,"iaa"
"749","Sd","20160825c1v3",3,"V106",3727,10,"iaa"
"750","Sd","20160825c1v3",3,"V107",3737,8,"iaa"
"751","Sd","20160825c1v3",3,"V108",3769,30,"iaa"
"752","Sd","20160825c1v3",3,"V109",3779,5,"iaa"
"753","Sd","20160825c1v3",3,"V110",3798,17,"iaa"
"754","Sd","20160825c1v3",3,"V113",3834,19,"iaa"
"755","Sd","20160825c1v3",3,"V115",3856,15,"iaa"
"756","Sd","20160825c1v3",3,"V116",3880,22,"iaa"
"757","Sd","20160825c1v3",3,"V117",3892,10,"iaa"
"758","Sd","20160825c1v3",3,"V118",3930,35,"iaa"
"759","Sd","20160825c1v3",3,"V122",3967,17,"iaa"
"760","Sd","20160825c1v3",3,"V125",3990,8,"iaa"
"761","Sd","20160825c1v3",3,"V132",4234,6,"iaa"
"762","Sd","20160825c1v3",3,"V134",4805,5,"iaa"
"763","Sd","20160825c1v3",3,"V137",4862,8,"iaa"
"764","Sd","20160825c1v3",3,"V140",5073,7,"iaa"
"765","Sd","20160825c1v3",3,"V142",5097,9,"iaa"
"766","Sd","20160825c1v3",3,"V144",5126,10,"iaa"
"767","Sd","20160825c1v3",3,"V151",5250,5,"iaa"
"768","Sd","20160825c1v3",3,"V154",5270,5,"iaa"
"769","Sd","20160825c1v3",3,"V156",5287,6,"iaa"
"770","Sd","20160825c1v3",3,"V157",5317,28,"iaa"
"771","Sd","20160825c1v3",3,"V163",5367,16,"iaa"
"772","Sd","20160825c1v3",3,"V164",5387,16,"iaa"
"773","Sd","20160825c1v3",3,"V165",5397,7,"iaa"
"774","Sd","20160825c1v3",3,"V167",5410,6,"iaa"
"775","Sd","20160825c1v3",3,"V173",5447,11,"iaa"
"776","Sd","20160825c1v3",3,"V180",5485,12,"iaa"
"777","Sd","20160825c1v3",3,"V182",5507,8,"iaa"
"778","Sd","20160825c1v3",3,"V183",5521,12,"iaa"
"779","Sd","20160825c1v3",3,"V185",5537,11,"iaa"
"780","Sd","20160825c1v3",3,"V187",5558,14,"iaa"
"781","Sd","20160825c1v3",3,"V191",5576,6,"iaa"
"782","Sd","20160825c1v3",3,"V195",5595,7,"iaa"
"783","Sd","20160825c1v3",3,"V197",5608,7,"iaa"
"784","Sd","20160825c1v3",3,"V199",5623,7,"iaa"
"785","Sd","20160825c1v3",3,"V207",5682,6,"iaa"
"786","Sd","20160825c1v3",3,"V218",5775,5,"iaa"
"787","Sd","20160825c1v3",3,"V219",5790,13,"iaa"
"788","Sd","20160825c1v3",3,"V222",5805,5,"iaa"
"789","Sd","20160825c1v3",3,"V223",5822,8,"iaa"
"790","Sd","20160825c1v3",3,"V224",5829,5,"iaa"
"791","Sd","20160825c1v3",3,"V225",5843,7,"iaa"
"792","Sd","20160825c1v3",3,"V226",5853,5,"iaa"
"793","Sd","20160825c1v3",3,"V237",5923,5,"iaa"
"794","Sd","20160825c1v3",3,"V248",6001,6,"iaa"
"795","Sd","20160825c1v3",3,"V250",6021,9,"iaa"
"796","Sd","20160825c1v3",3,"V251",6030,6,"iaa"
"797","Sd","20160825c1v3",3,"V259",6089,10,"iaa"
"798","Sd","20160825c1v3",3,"V261",6103,8,"iaa"
"799","Sd","20160825c1v3",3,"V269",6155,5,"iaa"
"800","Sd","20160825c1v3",3,"V273",6181,7,"iaa"
"801","Sd","20160825c1v3",3,"V276",6214,7,"iaa"
"802","Sd","20160825c1v3",3,"V287",6322,6,"iaa"
"803","Sd","20160825c1v3",3,"V293",6499,6,"iaa"
"804","Sd","20160825c1v3",3,"V303",6621,10,"iaa"
"805","Sd","20160825c1v3",3,"V305",6631,5,"iaa"
"806","Sd","20160825c1v3",3,"V307",6651,14,"iaa"
"807","Sd","20160825c1v3",3,"V310",6681,11,"iaa"
"808","Sd","20160825c1v3",3,"V311",6688,5,"iaa"
"809","Sd","20160825c1v3",3,"V312",6702,12,"iaa"
"810","Sd","20160825c1v3",3,"V313",6728,24,"iaa"
"811","Sd","20160825c1v3",3,"V314",6775,42,"iaa"
"812","Sd","20160825c1v3",3,"V315",6815,38,"iaa"
"813","Sd","20160825c1v3",3,"V317",6843,22,"iaa"
"814","Sd","20160825c1v3",3,"V318",6868,23,"iaa"
"815","Sd","20160825c1v3",3,"V320",6889,15,"iaa"
"816","Sd","20160825c1v3",3,"V321",6904,10,"iaa"
"817","Sd","20160825c1v3",3,"V323",6925,13,"iaa"
"818","Sd","20160825c1v3",3,"V324",6939,12,"iaa"
"819","Sd","20160825c1v3",3,"V325",6949,8,"iaa"
"820","Sd","20160825c1v3",3,"V327",6967,10,"iaa"
"821","Sd","20160825c1v3",3,"V333",7002,7,"iaa"
"822","Sd","20160825c1v3",3,"V335",7023,15,"iaa"
"823","Sd","20160825c1v3",3,"V336",7034,9,"iaa"
"824","Sd","20160825c1v3",3,"V337",7061,25,"iaa"
"825","Sd","20160825c1v3",3,"V338",7070,7,"iaa"
"826","Sd","20160825c1v3",3,"V342",7107,5,"iaa"
"827","Sd","20160825c1v3",3,"V351",7321,7,"iaa"
"828","Sd","20160825c1v3",3,"V355",7354,8,"iaa"
"829","Sd","20160825c1v3",3,"V358",7375,13,"iaa"
"830","Sd","20160825c1v3",3,"V363",7409,13,"iaa"
"831","Sd","20160825c1v3",3,"V365",7428,7,"iaa"
"832","Sd","20160825c1v3",3,"V370",7458,7,"iaa"
"833","Sd","20160825c1v3",3,"V373",7492,15,"iaa"
"834","Sd","20160825c1v3",3,"V377",7527,8,"iaa"
"835","Sd","20160825c1v3",3,"V385",7578,11,"iaa"
"836","Sd","20160825c1v3",3,"V387",7591,6,"iaa"
"837","Sd","20160825c1v3",3,"V390",7619,18,"iaa"
"838","Sd","20160825c1v3",3,"V391",7644,23,"iaa"
"839","Sd","20160825c1v3",3,"V396",7687,8,"iaa"
"840","Sd","20160825c1v3",3,"V398",7704,9,"iaa"
"841","Sd","20160825c1v3",3,"V399",7713,7,"iaa"
"842","Sd","20160825c1v3",3,"V403",7749,8,"iaa"
"843","Sd","20160825c1v3",3,"V408",7786,6,"iaa"
"844","Sd","20160825c1v3",3,"V412",7815,10,"iaa"
"845","Sd","20160825c1v3",3,"V413",7843,26,"iaa"
"846","Sd","20160825c1v3",3,"V416",7873,17,"iaa"
"847","Sd","20160825c1v3",3,"V417",7880,5,"iaa"
"848","Sd","20160825c1v3",3,"V426",7936,8,"iaa"
"849","Sd","20160825c1v3",3,"V429",7953,7,"iaa"
"850","Sd","20160825c1v3",3,"V430",7964,9,"iaa"
"851","Sd","20160825c1v3",3,"V433",7998,20,"iaa"
"852","Sd","20160825c1v3",3,"V437",8028,10,"iaa"
"853","Sd","20160825c1v3",3,"V454",8127,10,"iaa"
"854","Sd","20160825c1v3",3,"V455",8145,9,"iaa"
"855","Sd","20160825c1v3",3,"V461",8182,7,"iaa"
"856","Sd","20160825c1v3",3,"V464",8215,16,"iaa"
"857","Sd","20160825c1v3",3,"V466",8227,5,"iaa"
"858","Sd","20160825c1v3",3,"V469",8254,14,"iaa"
"859","Sd","20160825c1v3",3,"V471",8292,10,"iaa"
"860","Sd","20160825c1v3",3,"V475",8321,7,"iaa"
"861","Sd","20160825c1v3",3,"V485",8387,6,"iaa"
"862","Sd","20160825c1v3",3,"V491",8426,6,"iaa"
"863","Sd","20160825c1v3",3,"V493",8445,5,"iaa"
"864","Sd","20160825c1v3",3,"V494",8456,8,"iaa"
"865","Sd","20160825c1v3",3,"V495",8463,5,"iaa"
"866","Sd","20160825c1v3",3,"V498",8515,24,"iaa"
"867","Sd","20160825c1v3",3,"V500",8532,5,"iaa"
"868","Sd","20160825c1v3",3,"V502",8547,6,"iaa"
"869","Sd","20160825c1v3",3,"V504",8569,8,"iaa"
"870","Sd","20160825c1v3",3,"V508",8686,6,"iaa"
"871","Sd","20160825c1v3",3,"V509",8702,14,"iaa"
"872","Sd","20160825c1v3",3,"V512",8721,9,"iaa"
"873","Sd","20160825c1v3",3,"V524",8991,6,"iaa"
